Strip_ID,Start_VO_ID,End_VO_ID,VO_Count,Life_Phase,Scene_Type,Duration_Sec,Strip_Summary
"PV_0007_001","1","1","1","HOOK","NARRATIVE_SCENE","8.3","Stickman on sofa in dark suburban living room. TV showing capital city burning. Blue TV glow. Cold tea on side table."
"PV_0007_002","2","2","1","HOOK","NARRATIVE_SCENE","12.5","Stickman on sofa ten thousand km away. Glass of cold tea. Wife made it two hours ago. American suburb. TV still showing war."
"PV_0007_003","3","3","1","HOOK","POV_SHOT","8.3","First-person view from sofa. TV showing bombs like fireworks from distance. Country being bombed. Not there."
"PV_0007_004","4","4","1","HOOK","NARRATIVE_SCENE","7.9","Stickman on sofa. Haven't been there since seventeen. Forty-seven years watching from outside."
"PV_0007_005","5","5","1","HOOK","TEXT_OVERLAY","8.5","Weight line: You lost a country before you were old enough to understand what it was."
"PV_0007_006","6","7","2","PHASE_EARLY","NARRATIVE_SCENE","11.5","Child stickman age seven in imperial palace. High ceilings echo voice. Marble floors cold under bare feet. Rose gardens with guards."
"PV_0007_007","8","8","1","PHASE_EARLY","NARRATIVE_SCENE","9.7","Guards saluting as child stickman walks past. Cannot tell their faces apart. Palace life."
"PV_0007_008","9","9","1","PHASE_EARLY","NARRATIVE_SCENE","12.9","Child stickman in miniature military uniform on national holiday. Gold buttons. Tiny sword. Waving from balcony. Crowd waving back."
"PV_0007_009","10","11","2","PHASE_EARLY","NARRATIVE_SCENE","11.8","Father rules 2500-year dynasty. Kings and conquerors. Child stickman is next link in chain."
"PV_0007_010","12","12","1","PHASE_EARLY","NARRATIVE_SCENE","11.5","Seventeen. Sent abroad for pilot training. Mother holds his face at airport. Engine noise drowns her words."
"PV_0007_011","13","14","2","PHASE_EARLY","NARRATIVE_SCENE","10.5","Packing bag. Not looking back at palace. Doesn't know it's the last time. Back in a year. Everyone wrong."
"PV_0007_012","15","15","1","PHASE_EARLY","CONTRAST_SPLIT","8.3","Revolution happens while across ocean. Hearing about it on TV in foreign dormitory."
"PV_0007_013","16","16","1","PHASE_EARLY","NARRATIVE_SCENE","8.3","Family flees. Palace goes dark. Reopens as museum of dynasty crimes  -  admission free."
"PV_0007_014","17","17","1","PHASE_EARLY","NARRATIVE_SCENE","7.4","Bedroom now exhibit. Toys behind glass. Name on caption. Visitors take photos."
"PV_0007_015","18","19","2","PHASE_EARLY","EMOTIONAL_CLOSEUP","8.3","Trying to call home. Line dead. Trying next day. And the next. Can't go back."
"PV_0007_016","20","20","1","PHASE_EARLY","TEXT_OVERLAY","4.3","Weight line: No one can go back."
"PV_0007_017","21","21","1","PHASE_CONFLICT","NARRATIVE_SCENE","10.2","Twenty. Father dies in borrowed palace in borrowed city. Cancer hidden from family."
"PV_0007_018","22","22","1","PHASE_CONFLICT","NARRATIVE_SCENE","11.5","Ruled dynasty older than most civilizations. Died in room not his. City offered shelter out of pity."
