VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_JA,VO_VI,Word_Count_EN,Pause_After
1,PV_0010,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"You built the smartest thing on Earth.","あなたは地球上で最も賢いものを作った。","Bạn đã tạo ra thứ thông minh nhất trên Trái Đất.",7,1.5
2,PV_0010,BEAT_01_02,HOOK,CRISIS,WEIGHT_LINE,"On Friday, they fire you from it.","金曜日、あなたはそこから追い出された。","Thứ Sáu, họ sa thải bạn khỏi chính thứ đó.",7,1.5
3,PV_0010,BEAT_01_03,HOOK,ESTABLISH,WEIGHT_LINE,"By Tuesday  -  you own it again.","火曜日には -  - あなたはそれを取り戻した。","Đến thứ Ba  -  bạn lấy lại tất cả.",7,2.0
4,PV_0010,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You don't fit anywhere.","あなたはどこにも馴染めない。","Bạn không vừa ở đâu cả.",5,0.5
5,PV_0010,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Not at school. Not at the dinner table. Not in the hallway between classes where everyone seems to already know each other.","学校でも。食卓でも。授業の間の廊下でも -  - みんなはもう知り合いみたいなのに。","Không ở trường. Không ở bàn ăn. Không ở hành lang giữa giờ  -  nơi ai cũng có vẻ đã quen nhau.",22,0.5
6,PV_0010,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The only place that makes sense is a screen.","唯一意味のある場所は画面の前だ。","Nơi duy nhất có nghĩa là trước màn hình.",9,0
7,PV_0010,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"A keyboard. A blinking cursor in a dark room.","キーボード。暗い部屋で点滅するカーソル。","Bàn phím. Con trỏ nhấp nháy trong phòng tối.",8,0.5
8,PV_0010,BEAT_02_01,PHASE_EARLY,ESTABLISH,TIME_MARKER,"You are eight.","あなたは八歳だ。","Bạn tám tuổi.",3,1.0
9,PV_0010,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Someone gives you a computer. Your first one.","誰かがコンピューターをくれた。最初の一台。","Ai đó cho bạn một cái máy tính. Cái đầu tiên.",8,0.5
10,PV_0010,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You don't play games on it  -  not for long.","ゲームはしない -  - 長くは続かない。","Bạn không chơi game trên đó  -  không lâu.",9,0
11,PV_0010,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You take it apart. You want to know how it thinks.","分解する。それがどう考えるか知りたい。","Bạn tháo nó ra. Bạn muốn biết nó nghĩ thế nào.",11,1.0
12,PV_0010,BEAT_02_02,PHASE_EARLY,REFLECT,NARRATION,"Systems make more sense than people.","システムのほうが人間より理にかなっている。","Hệ thống có lý hơn con người.",6,0.5
13,PV_0010,BEAT_02_02,PHASE_EARLY,REFLECT,NARRATION,"You learn that early.","あなたはそれを早くに学んだ。","Bạn học điều đó rất sớm.",4,0.5
14,PV_0010,BEAT_02_02,PHASE_EARLY,REFLECT,NARRATION,"Code does what you tell it. You type something, it happens. Every time.","コードはあなたの言う通りにする。何か打てば、それが起きる。毎回。","Code làm đúng thứ bạn bảo. Bạn gõ một thứ, nó xảy ra. Mỗi lần.",13,0
15,PV_0010,BEAT_02_02,PHASE_EARLY,REFLECT,WEIGHT_LINE,"People don't.","人間はそうしない。","Con người thì không.",2,1.5
16,PV_0010,BEAT_02_02,PHASE_EARLY,REFLECT,NARRATION,"You find chat rooms. Other kids like you  -  sharp, awkward, too fast for the room they're in.","チャットルームを見つける。あなたのような子供たち -  - 鋭くて、不器用で、周りには速すぎる。","Bạn tìm được chat room. Những đứa trẻ như bạn  -  sắc sảo, vụng về, nhanh hơn căn phòng chúng đang ở.",18,0.5
17,PV_0010,BEAT_02_02,PHASE_EARLY,REFLECT,NARRATION,"For the first time, you don't have to slow down.","初めて、スピードを落とさなくていい。","Lần đầu tiên, bạn không cần phải chậm lại.",9,0.5
