Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0010_001,1,1,HOOK,TEXT_OVERLAY,"Dark charcoal background. Large bold white sans-serif text centered: 'You built the smartest thing on Earth.' Subtle blue-white digital glow behind text. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0010_002,2,2,HOOK,TEXT_OVERLAY,"Dark charcoal background. Large bold white sans-serif text centered: 'On Friday, they fire you from it.' Red-orange accent glow behind the word 'fire'. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0010_003,3,3,HOOK,TEXT_OVERLAY,"Dark charcoal background. Large bold white sans-serif text centered: 'By Tuesday... you own it again.' Gold accent glow behind 'own it again'. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0010_004,4,5,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Short child, tall for his age. Short neat dark hair on circle head. Simple light blue T-shirt shape, dark jeans. Round white circle head with small dot eyes (blue-hazel tint), curious neutral mouth. Laptop tucked under arm. Standing alone in a richly detailed school hallway  -  lockers lining walls, fluorescent lights, tiled floor. Other faceless stickman children (blank white circle heads, no eyes, no mouth) clustered in groups further down the hall, ignoring the subject. Lonely atmosphere, warm institutional lighting. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0010_005,6,8,PHASE_EARLY,POV_SHOT,"First-person POV illustration. Two simple flat black stickman hands at bottom frame corners  -  small child hands, light blue T-shirt sleeve cuffs visible. Rich, detailed background: close-up view of an old Apple computer screen glowing green-blue in a dark bedroom. Blinking cursor on screen. Keyboard visible between hands. Desk scattered with wires and a screwdriver. Warm bedroom lamp glow from the side. Age 8 discovery moment. Flat illustration, immersive perspective. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0010_006,9,10,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Short child, tall for his age. Short neat dark hair on circle head. Simple light blue T-shirt, jeans. Round white circle head with small dot eyes, curious wide mouth. Hands reaching toward a laptop being placed on a desk. Richly detailed suburban bedroom  -  bookshelves, posters, window with afternoon sunlight, carpet floor. First computer moment. Warm golden light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0010_007,11,11,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Short child. Short neat dark hair. Light blue T-shirt, jeans. Round white circle head with small dot eyes, focused intense mouth. Sitting at desk with computer parts scattered  -  circuit boards, screws, cables, opened laptop casing. Richly detailed bedroom desk, lamp light illuminating the parts. Curiosity and focus. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0010_008,12,14,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Short child growing taller. Short neat dark hair. Simple T-shirt, jeans. Round white circle head with small dot eyes, neutral focused mouth. Sitting at desk typing on keyboard, code lines visible on bright monitor screen in dark room. Richly detailed late-night bedroom  -  only screen glow illuminating face, empty chair beside him, clock showing late hour. Systems and logic on screen. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0010_009,15,16,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Tall lanky teenager. Short neat dark hair. Polo shirt, jeans. Round white circle head with small dot eyes, slight smile mouth. Sitting at desk, monitor showing chat room interface with multiple usernames and messages. Screen glow in dim room. Richly detailed teen bedroom  -  posters on wall, soda can on desk, tangled headphones. First sense of belonging online. Warm screen glow against dark room. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0010_010,17,17,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Tall lanky teenager. Short neat dark hair. Polo shirt, jeans. Round white circle head with small dot eyes, energized mouth. Typing rapidly at dual monitors, code streaming on both screens, fingers blur lines on keyboard. Richly detailed bedroom-turned-workspace  -  energy drink cans, sticky notes, late hour glow. Speed and acceleration feeling. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
