Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"You built the smartest thing on Earth.",WONDER,8,TEXT_OVERLAY,"Black screen → glowing chat interface materializing, white stickman silhouette behind laptop"
BEAT_01_02,HOOK,CRISIS,"On Friday they fire you from it.",DREAD,8,TEXT_OVERLAY,"Same stickman pushed away from desk, door closing, dark office"
BEAT_01_03,HOOK,ESTABLISH,"By Tuesday... you own it again.",WONDER,10,TEXT_OVERLAY,"Stickman walking back through glass doors, sunrise glow behind"
BEAT_02_01,PHASE_EARLY,ESTABLISH,"You don't fit anywhere. Except online.",WONDER,18,NARRATIVE_SCENE,"Child stickman alone in school hallway, other kids in groups  -  cut to same kid at glowing computer screen in dark bedroom"
BEAT_02_02,PHASE_EARLY,REFLECT,"Systems make more sense than people. You learn this early.",WONDER,16,EMOTIONAL_CLOSEUP,"Close-up: child hands on keyboard, code scrolling on old Apple monitor, warm glow on face"
BEAT_02_03,PHASE_EARLY,TIME_MARKER,"You are nineteen. You drop out. Not because you're lost. Because you're bored.",LONGING,18,NARRATIVE_SCENE,"Teen stickman walking away from university campus gate, backpack on one shoulder, not looking back"
BEAT_02_04,PHASE_EARLY,REFLECT,"Your first app sells. Enough to know: you want something bigger.",LONGING,14,NARRATIVE_SCENE,"Stickman at laptop in small apartment, phone showing notification, modest check  -  eyes already looking past it"
BEAT_03_01,PHASE_CONFLICT,TIME_MARKER,"You are twenty-eight. Sitting in front of hundreds of founders. None of them are building what you want.",TENSION,20,NARRATIVE_SCENE,"Stickman at head of table in accelerator room, rows of founder stickmen with laptops, SUBJECT looking unsatisfied"
BEAT_03_02,PHASE_CONFLICT,CONFLICT,"You leave. You build a lab. You tell the world: for humanity.",TENSION,18,NARRATIVE_SCENE,"Stickman walking out of accelerator building → standing in front of new glass building with 'AI LAB' implied signage"
BEAT_03_03,PHASE_CONFLICT,REFLECT,"You just never define which one.",TENSION,8,EMOTIONAL_CLOSEUP,"Close-up on SUBJECT face  -  calm, controlled, slight ambiguity in expression. Weight line."
BEAT_03_04,PHASE_CONFLICT,ESTABLISH,"The best researchers leave million-dollar salaries. Because they believe you.",TENSION,16,NARRATIVE_SCENE,"Lab-coat stickmen walking toward SUBJECT, leaving big tech buildings behind, faceless but determined posture"
BEAT_03_05,PHASE_CONFLICT,CONFLICT,"You promise safety. But speed is what gets funded.",TENSION,14,CONTRAST_SPLIT,"Split screen: left = whiteboard with 'SAFETY' written, right = investors with money signs, speed gauge rising"
BEAT_03_06,PHASE_CONFLICT,ESTABLISH,"November. You press the button. One hundred million people in two months.",TENSION,18,NARRATIVE_SCENE,"SUBJECT hand pressing enter key → explosion of light → world map with dots appearing rapidly everywhere"
BEAT_03_07,PHASE_CONFLICT,REFLECT,"The whole world wakes up to what you released.",TENSION,14,NARRATIVE_SCENE,"Massive crowd of faceless stickmen staring at glowing phone screens, blue light on their blank faces"
BEAT_03_08,PHASE_CONFLICT,CONFLICT,"Inside the lab no one asks if it's safe. They ask: who owns it?",TENSION,16,NARRATIVE_SCENE,"Lab interior  -  researchers at screens, SUBJECT at center, tension lines between board members in background"
BEAT_04_01,PHASE_CRISIS,CRISIS,"Friday. A message from the chief scientist. Meet me.",DREAD,10,NARRATIVE_SCENE,"Phone screen with message notification  -  SUBJECT staring at it, hallway of AI lab, late afternoon light"
BEAT_04_02,PHASE_CRISIS,CRISIS,"Video call. We don't trust you anymore. They don't say why.",DREAD,14,EMOTIONAL_CLOSEUP,"Laptop screen with grid of faceless board figures, SUBJECT alone on his side, screen glow on tense face"
BEAT_04_03,PHASE_CRISIS,CRISIS,"You walk out of that building. Nothing in your hands.",DREAD,12,NARRATIVE_SCENE,"SUBJECT walking out glass doors, backpack over one shoulder, building behind him, sunset, alone"
BEAT_04_04,PHASE_CRISIS,REFLECT,"You refresh your phone. Seven hundred people choose you. Not the board.",DREAD,14,EMOTIONAL_CLOSEUP,"Close-up: phone screen showing messages flooding in, SUBJECT face lit by phone glow in dark room"
BEAT_04_05,PHASE_CRISIS,REFLECT,"Forty-eight hours. You don't have a company. But you have something more dangerous: loyalty.",DREAD,16,NARRATIVE_SCENE,"SUBJECT sitting alone in apartment, phone on table glowing, outside window: mass of stickmen gathering"
BEAT_04_06,PHASE_CRISIS,CONFLICT,"The biggest competitor offers you a new team. You say no.",CLARITY,12,NARRATIVE_SCENE,"Tall suited faceless figure extending hand, SUBJECT turning away, looking back at the AI lab building"
