Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,TENSION,"Situation room 3AM  -  you sit alone, screens glowing, satellite feed of a burning nuclear facility","It's three in the morning. You're sitting in a room underground. Screens line the wall  -  sixteen of them. One shows a facility on fire. You gave that order forty-seven minutes ago.",33
BEAT_01_02,HOOK,ESTABLISH,DREAD,"You gave that order 47 minutes ago. The facility is still burning. Nobody told you it would look like that.","Nobody told you it would look like that. The smoke doesn't rise  -  it spreads. Sideways. Like something alive. You don't blink.",22
BEAT_01_03,HOOK,REFLECT,TENSION,"40 years ago you sold apartments. Today you sell war. The math is the same  -  leverage, pressure, closing. Except nobody signs at the end.","Forty years ago you sold apartments. Today you sell war. The math is the same  -  leverage, pressure, closing. Except nobody signs at the end. Nobody wins.",27
BEAT_01_04,HOOK,ESTABLISH,WONDER,"Rewind  -  golden elevator doors opening. 2015. You step down, wave, smile. The cameras love you.","Rewind. Golden elevator doors. You step down. Wave. Smile. The cameras love you. Everyone loves you  -  or they will. You're sure of it.",24
BEAT_02_01,PHASE_EARLY,TIME_MARKER,WONDER,"You are seven. Outer borough of New York. Large house. Father's real estate company pays for everything.","You are seven. Big house. Outer borough. Your father builds apartments  -  working-class tenants, brick buildings, nothing glamorous. But the money is good. The money is always good.",29
BEAT_02_02,PHASE_EARLY,PRIVILEGE,WONDER,"Your father builds apartment complexes in the outer boroughs. Working-class tenants. He teaches you: always negotiate from strength.","He takes you to construction sites on Saturdays. Hard hat too big for your head. He points at a building going up and says: never let them see you need anything. You're eight. You don't know what that means yet.",39
BEAT_02_03,PHASE_EARLY,CONSTRAINT,TENSION,"You are thirteen. Too loud, too aggressive for private school. They send you to a military academy upstate.","You are thirteen. They send you away. Military academy. Upstate. Your mother cries at the door. Your father doesn't. The uniform fits. The discipline doesn't  -  not at first. But you learn something there. How to walk into a room and own it before anyone speaks.",46
BEAT_02_04,PHASE_EARLY,REFLECT,TENSION,"Military school teaches you to command a room. Stand straight. Speak loud. Never apologize.","Stand straight. Speak loud. Never apologize. You'll use this every day for the next sixty years.",16
BEAT_02_05,PHASE_EARLY,TIME_MARKER,TENSION,"You are twenty-two. Ivy League business school diploma on the wall. Draft notice on the table. Medical deferment approved.","You are twenty-two. Business school diploma on the wall. There's a war overseas. Boys your age are dying in jungles. You have a medical deferment. Bone spurs, the doctor writes. You never talk about it. Not then. Not later.",38
BEAT_02_06,PHASE_EARLY,PRIVILEGE,LONGING,"Your father hands you the company. You look at the outer boroughs and think: too small. You want Manhattan.","Your father hands you the company keys. You look at the outer boroughs  -  the brick buildings, the parking lots, the tenants who never move. Too small. You want the island. The tallest buildings. The most expensive addresses. Everything your father never reached.",43
