Strip_ID,Start_VO_ID,End_VO_ID,VO_Count,Life_Phase,Scene_Type,Duration_Sec,Strip_Summary
PV_0009_001,1,3,3,HOOK,POV_SHOT,8.8,"First-person view seated in underground room. Sixteen glowing screens line the wall."
PV_0009_002,4,5,2,HOOK,NARRATIVE_SCENE,8.0,"Stickman in situation room  -  one screen shows burning facility. Order given 47 minutes ago."
PV_0009_003,6,8,3,HOOK,NARRATIVE_SCENE,9.3,"Stickman staring at screen  -  smoke spreading sideways like something alive."
PV_0009_004,9,10.1,3,HOOK,NARRATIVE_SCENE,11.7,"Stickman rigid in chair  -  recycled air and cold coffee. Someone clears throat behind. He doesn't turn."
PV_0009_005,11,13,3,HOOK,NARRATIVE_SCENE,9.3,"Split concept  -  stickman selling apartments (left) vs stickman at war table (right). Same math."
PV_0009_006,14,14,1,HOOK,TEXT_OVERLAY,4.3,"Bold white text on dark background: 'Except nobody signs at the end.'"
PV_0009_007,15,17,3,HOOK,NARRATIVE_SCENE,10.2,"Stickman descending golden escalator in gleaming tower lobby  -  cameras flashing below, confident wave."
PV_0009_008,18,18,1,HOOK,TEXT_OVERLAY,3.8,"Bold white text on dark background: 'You're sure of it.'"
PV_0009_009,19,20,2,PHASE_EARLY,NARRATIVE_SCENE,10.7,"Small stickman boy in large house  -  father in hard hat, brick apartment buildings, outer borough."
PV_0009_010,21,21,1,PHASE_EARLY,TEXT_OVERLAY,5.6,"Bold white text on dark background: 'But the money is good. The money is always good.'"
PV_0009_011,22,22,1,PHASE_EARLY,NARRATIVE_SCENE,6.5,"Boy stickman at construction site on Saturday  -  oversized hard hat wobbling on small head."
PV_0009_012,23,24,2,PHASE_EARLY,NARRATIVE_SCENE,12.0,"Father stickman pointing at rising building  -  teaching never show weakness. Boy doesn't understand yet."
PV_0009_013,25,25,1,PHASE_EARLY,EMOTIONAL_CLOSEUP,6.5,"Close-up of small stickman hands gripping hard hat strap under chin. Sensory memory detail."
PV_0009_014,26,27,2,PHASE_EARLY,NARRATIVE_SCENE,9.8,"Boy stickman in military cadet uniform  -  academy upstate, mother crying at door, father stoic."
