Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0009_001,1,3,HOOK,POV_SHOT,"First-person POV illustration. Two simple flat black stickman hands at bottom frame corners  -  large aged adult hands, dark suit sleeve cuffs with gold cufflinks visible. Rich, detailed background: underground situation room, long wooden table, sixteen glowing wall-mounted screens showing maps and satellite feeds, dim blue-tinted lighting, coffee cup on table surface. Immersive perspective. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_002,4,5,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Tall wide-build stickman with gray swept thinning bouffant combover hair, dark navy suit, long red tie, flag pin. Orange/bronzed tint circle head. Tiny squinting dot eyes. Small tight pursed mouth. Intense expression. Seated rigid in leather chair facing wall of screens  -  one screen shows burning industrial facility, orange flames and black smoke. Cold coffee cup on table. Cool blue wash lighting from screens. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_003,6,8,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Tall wide-build stickman with gray swept thinning bouffant combover hair, dark navy suit, long red tie. Orange/bronzed tint circle head. Tiny squinting dot eyes. Small tight pursed mouth. Staring at large wall screen  -  smoke spreading sideways across frame in slow motion, tendrils curling like something alive. Underground bunker interior, cold fluorescent lighting, dark ceiling. Cool blue wash fading at edges. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_004,9,10.1,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Tall wide-build stickman with gray swept thinning bouffant combover hair, dark navy suit, long red tie. Orange/bronzed tint circle head. Tiny squinting dot eyes. Small tight pursed mouth. Sitting rigid in chair, not turning around. Behind him a faceless stickman (blank white circle head, no eyes, no mouth) in dark suit stands waiting. Situation room interior  -  recycled air vents on ceiling, cold coffee on table, blue screen glow. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_005,11,13,HOOK,CONTRAST_SPLIT,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Tall wide-build stickman with gray swept thinning bouffant combover hair, dark navy suit, long red tie. Orange/bronzed tint circle head. Tiny squinting dot eyes. Small tight pursed mouth. Vertical split composition. Clean dividing line center. Left side label 'THEN': same stickman proportions at desk with apartment blueprints, suburban brick buildings through window. Right side label 'NOW': same stickman at military command table with tactical maps, red pins. Equal sizing both sides. Flat color palette. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_006,14,14,HOOK,TEXT_OVERLAY,"Dark charcoal background. Large bold white sans-serif text centered: 'Except nobody signs at the end.' Smaller secondary text below in gray. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_007,15,17,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Tall wide-build stickman with golden-blonde voluminous bouffant combover hair piled high on round head, dark navy oversized boxy suit with broad shoulders, extremely long bright red tie past belt line. Orange/bronzed tint circle head. Tiny squinting dot eyes. Small tight pursed mouth with slight upward curve. Confident expression. Riding down golden escalator in gleaming luxury tower lobby  -  gold railings, polished marble floors, crystal chandeliers. Crowd of tiny faceless stickmen below with cameras and microphones. Warm amber glow. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_008,18,18,HOOK,TEXT_OVERLAY,"Dark charcoal background. Large bold white sans-serif text centered: 'You're sure of it.' Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_009,19,20,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Very small boy stickman with sandy-brown hair parted to left, white shirt, dark shorts. White circle head, small dot eyes. Standing in large suburban house doorway  -  father stickman nearby: shorter stocky build, balding with thin light hair on sides only, small neat pencil mustache, stern dot eyes, dark double-breasted suit, yellow construction hard hat in hand. Row of brick apartment buildings visible through window. 1950s outer borough neighborhood. Warm neutral tones. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_010,21,21,PHASE_EARLY,TEXT_OVERLAY,"Dark charcoal background. Large bold white sans-serif text centered: 'But the money is good.' Smaller secondary text below: 'The money is always good.' Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_011,22,22,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Small boy stickman with sandy-brown hair parted to left, wearing oversized yellow hard hat wobbling on small round white circle head, white shirt, dark pants. Small dot eyes. Standing at construction site on Saturday morning  -  steel beams rising, concrete foundation, construction crane in background. Father stickman with pencil mustache, balding head, dark double-breasted suit, yellow hard hat, pointing upward at structure. Warm dusty morning light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_012,23,24,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Father stickman  -  shorter stocky build, balding with thin light hair on sides, small neat pencil mustache, stern dot eyes, dark double-breasted suit  -  pointing at rising brick building, stern posture, lecturing. Small boy stickman with sandy-brown hair, white circle head, small dot eyes, beside him looking up. Construction site with scaffolding, workers in background as tiny faceless stickmen. Overcast sky, industrial outer borough landscape. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_013,25,25,PHASE_EARLY,EMOTIONAL_CLOSEUP,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Small boy stickman, sandy-brown hair, white circle head, small dot eyes. Close-up of small stick hands gripping yellow hard hat chin strap  -  fingers tiny against oversized hat. Background fades from construction site on one side to pure white opposite. Warm amber glow at edges. Single subject, centered. Sensory memory detail. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0009_014,26,27,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Taller boy stickman age 13, sandy-brown neat hair, dark navy military cadet uniform with brass buttons, military cap on head. White circle head, small dot eyes. Standing rigid at attention at military academy entrance  -  stone archway, iron gates, manicured grounds. Mother stickman (faceless, blank white circle head, no eyes, no mouth) in dress standing at car door. Father stickman  -  stocky, balding, pencil mustache, dark double-breasted suit  -  standing stoic beside car. Overcast autumn sky. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
