Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,WONDER,"Handshake in European cafe - warm smile across the table, coffee, cobblestone outside the window. You know their real name. They do not know yours.","They trust you. That is how you win. The man across the table is laughing at something you said. His hand is warm when he shakes yours. He thinks you are a consultant from Munich. He thinks you went to the same university. He thinks you like the same wine. None of it is true. But he believes all of it. You know his real name. His home address. His children's school. He does not know yours. He does not know your country. He does not know that every word he says to you goes into a file he will never see.",112
BEAT_01_02,HOOK,CONSTRAINT,WONDER,"Weight statement: you have never told anyone who you are. Not even the person sitting next to you every day.","You have never told anyone who you are. Not your neighbors in Vienna. Not the woman you date as cover. Not even the man who sits beside you on the plane back to Tel Aviv. Your name changes with the passport. Your accent changes with the city. Your life changes with the briefing. The only thing that stays the same is the watch on your left wrist. No brand. No markings. Just time. That is all you are allowed to keep.",78
BEAT_02_01,PHASE_EARLY,ESTABLISH,WONDER,"Age 21. Elite IDF unit. You are noticed by someone you never see. A phone call with no organization name.","You are twenty-one. You have spent three years in an IDF reconnaissance unit. You are good at things most people never learn. Reading terrain. Reading people. Disappearing. One afternoon a phone rings in the barracks. A voice you do not recognize asks if you are available for a meeting. No organization name. No details. Just an address in Tel Aviv and a time.",60
BEAT_02_02,PHASE_EARLY,CONSTRAINT,TENSION,"Months of psychological screening. Simulations under assumed identities. Stress tests that strip you down.","The screening lasts five months. They put you in rooms with strangers and tell you to become someone else. They give you a name, a backstory, a childhood you never had. You walk into a cafe in Haifa and order coffee as a man named Daniel. They watch. They test whether you flinch when someone calls a name that is not yours. They test whether you can lie to someone's face while they are being kind to you. Most people fail. You do not.",82
BEAT_02_03,PHASE_EARLY,ESTABLISH,TENSION,"Midrasha academy near Herzliya. Two years. Surveillance detection, source recruitment, cover management.","The Midrasha. Near Herzliya. Two years. They teach you how to spot a tail on a crowded street. How to recruit a source who does not want to be recruited. How to build a cover identity that holds under pressure. You practice dead drops in parking garages. You memorize faces from photographs that are destroyed after you see them. You learn three languages. You forget which accent belongs to which name. This is the part they do not put in the movies. It is not exciting. It is repetitive. It is designed to make lying feel like breathing.",95
BEAT_02_04,PHASE_EARLY,CONSTRAINT,TENSION,"Final exercise: three weeks in a foreign city under a fake name. Graduation with no diploma.","Final exercise. Three weeks in Prague under a name you chose yourself. You rent an apartment. You build a social circle. You eat dinner with people who believe every word you say. By the end of the third week, you respond to your fake name faster than your real one. Something shifts. You do not notice it yet. You graduate. There is no ceremony. No diploma. No photograph. Nothing proves you were ever here. Your instructor shakes your hand and says one sentence. Do not forget who you are.",87
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,TENSION,"Deployed to a European capital. New identity: businessman. Apartment with someone else's name.","Vienna. Your name is Martin Kessler. You are a technology consultant. You have business cards with a phone number that routes to a desk in Tel Aviv. Your apartment is leased under a company that does not exist. You drink coffee at the same cafe every morning. You tip well. You smile at the barista. You are building a pattern. Not yours. Martin's.",57
BEAT_03_02,PHASE_CONFLICT,CONFLICT,TENSION,"First target: build trust brick by brick. Coffee then dinner then birthdays.","Your first target is a man named Friedrich. He works at a research institute with access to things your country needs to know. You meet him at a conference. You buy him a drink. You ask about his work. He is lonely. Most targets are. Over the next four months you become his closest friend. Coffee every Thursday. Dinner once a month. His birthday, you bring a bottle of wine he mentioned once in passing. He is moved by this. He should not be. You remembered because it was in the file.",93
BEAT_03_03,PHASE_CONFLICT,CONFLICT,TENSION,"Target shares private things. You file every word into a classified report.","Friedrich tells you about his daughter's illness. He tells you about his failing marriage. He tells you about the project at work he is not supposed to discuss. You listen. You nod. You say the right things. Later, in the safe house, you type every word into a report. His daughter's diagnosis. His wife's name. The project details. You mark it CLASSIFIED and send it to Tel Aviv. You wash your hands and go to bed. You do not know why you wash your hands. You just do.",82
BEAT_03_04,PHASE_CONFLICT,REFLECT,LONGING,"Phone call home to Israel. Your daughter asks when Abba is coming home.","You call home on Thursdays. Your wife's voice sounds different each time. Further. Your daughter picks up once. Abba, when are you coming home? Soon, motek. You have said soon for eleven months. She tells you about a drawing she made at school. A family. Four stick figures. You are the smallest one. She says it is because you are far away. You hang up and sit in Martin Kessler's apartment in Martin Kessler's chair. The watch on your wrist ticks. You are not sure whose time it is keeping.",92
