VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,Word_Count_EN,Pause_After
1,PV_0012,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"They trust you.",3,0
2,PV_0012,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"That's how you win.",4,1.5
3,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The man across the table is laughing at something you said.",11,0
4,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"His hand is warm when he shakes yours.",7,0
5,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"He thinks you're a consultant from Munich.",7,0
6,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"He thinks you went to the same university.",7,0
7,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"He thinks you like the same wine.",6,0
8,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"None of it is true.",5,0.5
9,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"But he believes all of it.",6,0
10,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You know his real name.",5,0
11,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"His home address.",3,0
12,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"His children's school.",3,0
13,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"He doesn't know yours.",4,0
14,PV_0012,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"He doesn't know your country.",5,0
15,PV_0012,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"Every word he says to you goes into a file he'll never see.",12,1.5
16,PV_0012,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"You've never told anyone who you are.",6,0
17,PV_0012,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Not your neighbors in Vienna.",5,0
18,PV_0012,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Not the woman you date as cover.",6,0
19,PV_0012,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Not even the man beside you on the plane back to Tel Aviv.",11,0.5
20,PV_0012,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Your name changes with the passport.",6,0
21,PV_0012,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Your accent changes with the city.",6,0
22,PV_0012,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Your life changes with the briefing.",6,0
23,PV_0012,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"The only thing that stays is the watch on your left wrist.",11,0
24,PV_0012,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"No brand. No markings.",4,0
25,PV_0012,BEAT_01_02,HOOK,CONSTRAINT,WEIGHT_LINE,"Just time. That's all you're allowed to keep.",8,2.0
26,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,TIME_MARKER,"You are twenty-one.",4,1.0
27,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You've spent three years in an IDF reconnaissance unit.",9,0
28,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You're good at things most people never learn.",8,0
29,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Reading terrain.",2,0
30,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Reading people.",2,0
31,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Disappearing.",1,0.5
32,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"One afternoon a phone rings in the barracks.",7,0
33,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"A voice you don't recognize asks if you're available for a meeting.",11,0
34,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"No organization name.",3,0
35,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"No details.",2,0
36,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Just an address in Tel Aviv and a time.",7,0.5
37,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You go. You don't know why yet.",6,0
38,PV_0012,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The building has no sign on the door.",7,0
