Strip_ID,Start_VO_ID,End_VO_ID,VO_Count,Life_Phase,Scene_Type,Duration_Sec,Strip_Summary
PV_0012_001,1,3,3,HOOK,TEXT_OVERLAY,9.8,Bold text on dark: 'They trust you. That's how you win. The man across the table is laughing at something you said.'
PV_0012_002,4,6,3,HOOK,NARRATIVE_SCENE,10.6,Stickman in interior scene. His hand is warm when he shakes yours.
PV_0012_003,7,9,3,HOOK,NARRATIVE_SCENE,8.8,Stickman in interior scene. He thinks you like the same wine.
PV_0012_004,10,12,3,HOOK,NARRATIVE_SCENE,5.1,Stickman in interior scene. You know his real name.
PV_0012_005,13,15,3,HOOK,NARRATIVE_SCENE,11.7,Stickman in interior scene. He doesn't know yours.
PV_0012_006,16,18,3,HOOK,NARRATIVE_SCENE,8.8,Stickman in Vienna apartment. You've never told anyone who you are.
PV_0012_007,19,20,2,HOOK,NARRATIVE_SCENE,9.3,Stickman in Tel Aviv. Not even the man beside you on the plane back to Tel Aviv.
PV_0012_008,21,23,3,HOOK,EMOTIONAL_CLOSEUP,11.1,Stickman wrist closeup showing plain watch. Minimal background fading to warm amber.
PV_0012_009,24,24,1,HOOK,NARRATIVE_SCENE,1.8,Stickman in interior scene. No brand. No markings.
PV_0012_010,25,25,1,HOOK,TEXT_OVERLAY,5.7,Bold text on dark: 'Just time. That's all you're allowed to keep.'
PV_0012_011,26,28,3,PHASE_EARLY,NARRATIVE_SCENE,10.2,Stickman in interior scene. You are twenty-one.
PV_0012_012,29,33,5,PHASE_EARLY,NARRATIVE_SCENE,12.0,IDF barracks interior. Stickman in olive uniform answering phone. Military setting.
PV_0012_013,34,37,4,PHASE_EARLY,NARRATIVE_SCENE,10.2,Stickman in Tel Aviv. No organization name.
PV_0012_014,38,38,1,PHASE_EARLY,NARRATIVE_SCENE,3.7,Stickman in doorway. The building has no sign on the door.
PV_0012_015,39,40,2,PHASE_EARLY,NARRATIVE_SCENE,8.8,Stickman in interior scene. The screening lasts five months.
