Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"Handshake in European cafe - warm smile across the table, coffee, cobblestone outside the window. You know their real name. They do not know yours.",WONDER,38,NARRATIVE_SCENE,"Warm cafe interior, two stickmen at small table, handshake, window showing European street"
BEAT_01_02,HOOK,CONSTRAINT,"Weight statement: you have never told anyone who you are. Not even the person sitting next to you every day. The cost of two lives.",WONDER,48,TEXT_OVERLAY,"Bold white text on dark: 'They trust you. That is how you win.'"
BEAT_02_01,PHASE_EARLY,ESTABLISH,"Age 21. Elite IDF unit. You are noticed by someone you never see. A phone call with no organization name. An invitation you cannot refuse.",WONDER,35,NARRATIVE_SCENE,"Young stickman in olive IDF uniform, holding phone, military base background"
BEAT_02_02,PHASE_EARLY,CONSTRAINT,"Months of psychological screening. Simulations under assumed identities. Stress tests that strip you down. They want to know if you can become someone else.",TENSION,42,NARRATIVE_SCENE,"Stickman in civilian clothes at interview table, two faceless evaluators across, stark room"
BEAT_02_03,PHASE_EARLY,ESTABLISH,"Midrasha academy near Herzliya. Two years. Surveillance detection, source recruitment, cover management. You learn to lie with your whole body.",TENSION,40,NARRATIVE_SCENE,"Training facility exterior, group of stickmen in dark civilian clothes, Herzliya cityscape"
BEAT_02_04,PHASE_EARLY,CONSTRAINT,"Final exercise: three weeks in a foreign city under a fake name. No one knows who you are. By the end you respond to the fake name without thinking. You graduate. No diploma. No photo.",TENSION,40,NARRATIVE_SCENE,"Stickman walking alone on European street with bag, nighttime, new identity documents in hand"
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,"Deployed to a European capital. New identity: businessman. An apartment with someone else's name on the lease. A cafe where you become a regular.",TENSION,38,NARRATIVE_SCENE,"Stickman in blazer entering warm-lit cafe, European architecture, apartment building visible"
BEAT_03_02,PHASE_CONFLICT,CONFLICT,"First target: a man with access. You meet by coincidence - except nothing is coincidence. Coffee. Then dinner. Then birthdays. You build trust brick by brick.",TENSION,42,NARRATIVE_SCENE,"Two stickmen at restaurant table, wine glasses, stickman with glasses (target) talking warmly"
BEAT_03_03,PHASE_CONFLICT,CONFLICT,"Target starts to share private things - family fears, childhood memories, his daughter's school. You listen. You nod. You file every word into a report marked CLASSIFIED.",TENSION,45,NARRATIVE_SCENE,"Close view of two stickmen talking, SUBJECT writing in notebook later at safe house desk, warm vs cold split"
BEAT_03_04,PHASE_CONFLICT,REFLECT,"Phone call home to Israel. Your wife's voice. Your daughter asks when Abba is coming home. You say soon. You have said soon for eleven months.",LONGING,38,EMOTIONAL_CLOSEUP,"Stickman holding phone in dark apartment, window showing European city at night, isolated"
