"Slate","Start_VO_ID","End_VO_ID","Life_Phase","Scene_Type","Image_Prompt"
"PV_0001_001","1","1","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Very small baby stickman with oversized round white circle head and wisp of light blonde hair and tiny dot eyes and neutral mouth. Light blue jacket shape. Manhattan penthouse tower with gold-toned luxury interior and floor-to-ceiling windows showing city skyline at night. Wide shot showing full environment. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0001_002","2","2","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Very small baby stickman with oversized round white circle head and wisp of light blonde hair and tiny dot eyes and neutral mouth. Light blue jacket shape. Manhattan penthouse tower with gold-toned luxury interior and floor-to-ceiling windows showing city skyline at night. Medium shot at eye level. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0001_003","3","3","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Very small baby stickman with oversized round white circle head and wisp of light blonde hair and tiny dot eyes and neutral mouth. Light blue jacket shape. Manhattan penthouse nursery with vast empty luxury space stretching into distance and city lights through windows. Slightly low angle looking up. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0001_004","4","4","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Very small baby stickman with oversized round white circle head and wisp of light blonde hair and tiny dot eyes and neutral mouth. Light blue jacket shape. Penthouse hallway with gold fixtures and polished marble floor and heavy wooden door. Two agent stickmen with faceless blank white circle heads and NO eyes and NO mouth and dark suits and earpiece dots and rigid posture flanking. Over-shoulder perspective. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0001_005","5","5","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Very small baby stickman with oversized round white circle head and wisp of light blonde hair and tiny dot eyes and neutral mouth. Light blue jacket shape. Penthouse hallway with gold fixtures and polished marble floor and heavy wooden door. Side profile view. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0001_006","6","6","HOOK","TEXT_OVERLAY","Dark background with faint silhouette shapes from Manhattan penthouse tower with gold-toned luxury interior and floor-to-ceiling windows. Large bold white sans-serif text centered: 'They always will be.' Minimal. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0001_007","7","7","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Very small baby stickman with oversized round white circle head and wisp of light blonde hair and tiny dot eyes and neutral mouth. Light blue jacket shape. Manhattan skyline at night with press cameras and newspaper shapes and tower building lit up. Slightly overhead angle. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0001_008","8","8","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Very small baby stickman with oversized round white circle head and wisp of light blonde hair and tiny dot eyes and neutral mouth. Light blue jacket shape. Manhattan skyline at night with press cameras and newspaper shapes and tower building lit up. Close framing on upper body. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0001_009","9","9","HOOK","TEXT_OVERLAY","Dark background with faint silhouette shapes from Manhattan penthouse tower with gold-toned luxury interior and floor-to-ceiling windows. Large bold white sans-serif text centered: 'You did not choose this family. This family chose you.' Minimal. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0001_010","10","10","PHASE_EARLY","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman with round white circle head and straight light blonde hair parted to side and dot eyes and neutral mouth. Light blue jacket shape. Penthouse living room with expensive furniture and large windows and mother speaking to child. Subject centered with depth behind. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
