Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0015_001,1,4,HOOK,POV_SHOT,"First-person POV illustration. Two simple flat black stickman hands at bottom frame corners - large adult hands, dark jacket sleeves visible. Rich detailed background: pitch-dark bedroom at 3am, glowing disposable phone screen illuminating rumpled bedsheets, cheap nightstand, peeling paint walls, single ceiling fan silhouette above. Immersive perspective looking down at buzzing phone. Flat illustration, immersive perspective. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0015_002,5,8,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average-height stickman. Short dark hair. Dark jacket over plain shirt, disposable phone glowing in hand. Round white circle head with small dot eyes, awake alert expression, simple mouth. Stickman sitting upright on edge of bed in pitch-dark bedroom, typing on glowing phone screen. Blue phone glow casting light on face and chest. Sparse bedroom with cheap furniture, thin curtains, dark ceiling fan. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0015_003,9,11,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average-height stickman. Short dark hair. Dark jacket over plain shirt. Round white circle head with small dot eyes, awake alert expression, simple mouth. Stickman standing in dark hallway, phone in pocket, hand on bedroom doorframe. Dim blue pre-dawn light from window at end of corridor. Repeated action implied - worn carpet path, familiar routine. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0015_004,12,12,HOOK,TEXT_OVERLAY,"Dark charcoal grey background. Large bold white sans-serif text centered: 'This is how it starts.' Minimal - no textures, no decoration. Tiny stickman silhouette bottom-right holding phone. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0015_005,13,18,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average-height stickman. Short dark hair. Dark jacket over plain shirt, disposable phone in one hand, cash envelope in other. Round white circle head with small dot eyes, awake alert expression, simple mouth. Stickman standing centered in nondescript room, arms slightly spread showing empty hands - no knife, no gloves. Sparse utilitarian room, concrete walls, single hanging lightbulb. Phone and envelope only objects. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0015_006,18,18,HOOK,TEXT_OVERLAY,"Dark navy blue background. Large bold white sans-serif text centered: 'That is all you do.' Minimal - no textures, no decoration. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0015_007,21,22,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Split composition - left side: faceless stickman lying in hospital bed connected to IV drip, sterile white hospital room with tiled walls and fluorescent lights (faceless, blank white circle head, no eyes, no mouth). Right side: thin desperate faceless stickman sitting on floor in crumbling concrete room, empty pockets turned out (faceless, blank white circle head, no eyes, no mouth). Invisible line connecting both sides. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0015_008,23,25,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Thin desperate faceless stickman in ragged clothes standing at edge of dusty road, head bowed, hand extended (faceless, blank white circle head, no eyes, no mouth). Impoverished village background with crumbling walls, hanging laundry, unpaved street. Cash bills fanned out floating between the figure and empty space. Warm golden dust atmosphere. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0015_009,26,28,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average-height stickman in dark jacket standing between two faded faceless silhouettes - one in hospital gown one in tattered clothes. Round white circle head with small dot eyes, awake alert expression, simple mouth. Cash envelope held at waist level. Both silhouettes faceless blank white circle heads. Background fading from hospital sterile white on one side to dusty impoverished village on other. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0015_010,29,31,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Short stickman child in worn casual clothes. Round white circle head with small dot eyes, watchful expression. Standing in impoverished neighborhood - dirt road with puddles, tin-roofed shacks, hanging laundry between buildings, stray dog, scattered trash. Other small faceless stickman children playing in background (faceless, blank white circle heads). Warm dusty golden light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
