Strip_ID,Start_VO_ID,End_VO_ID,VO_Count,Life_Phase,Scene_Type,Duration_Sec,Strip_Summary
PV_0015_001,1,4,4,HOOK,POV_SHOT,11.6,Glowing phone screen in pitch-dark bedroom. 3am. Disposable phone buzzing.
PV_0015_002,5,8,4,HOOK,NARRATIVE_SCENE,11.1,A name you don't save. An address you won't remember. You si...
PV_0015_003,9,11,3,HOOK,NARRATIVE_SCENE,8.3,More times than you'd like to count. Every time you think it...
PV_0015_004,12,12,1,HOOK,TEXT_OVERLAY,3.8,This is how it starts.
PV_0015_005,13,18,6,HOOK,NARRATIVE_SCENE,11.1,You don't touch anyone. You don't hold a knife. You don't st...
PV_0015_006,19,20,2,HOOK,TEXT_OVERLAY,6.2,That is all you do. That is everything.
PV_0015_007,21,22,2,HOOK,NARRATIVE_SCENE,10.6,Hospital patient stickman in bed. Long waiting list calendar on wall. Fading hope.
PV_0015_008,23,25,3,HOOK,NARRATIVE_SCENE,9.7,They don't have two years. And somewhere else someone is des...
PV_0015_009,26,28,3,HOOK,NARRATIVE_SCENE,11.2,That's what a kidney is worth to someone who has nothing lef...
PV_0015_010,29,31,3,PHASE_EARLY,NARRATIVE_SCENE,9.2,Impoverished neighborhood. Dirt road. Tin roofs. Kids not in school.
PV_0015_011,32,34,3,PHASE_EARLY,NARRATIVE_SCENE,8.8,Hospital means walking three hours on a dirt road. If the ro...
PV_0015_012,35,37,3,PHASE_EARLY,NARRATIVE_SCENE,11.5,Young stickman hearing mother cough through thin wall. Garment factory neighborhood.
PV_0015_013,38,40,3,PHASE_EARLY,NARRATIVE_SCENE,8.9,Doctors cost money you don't have. You learn early. The syst...
PV_0015_014,41,43,3,PHASE_EARLY,TIME_SKIP_SCENE,8.8,Teen stickman at edge-of-town clinic. Foreign plates in parking lot.
PV_0015_015,44,44,1,PHASE_EARLY,NARRATIVE_SCENE,11.1,The sign out front says general practice but no one from the...
PV_0015_016,45,49,5,PHASE_EARLY,NARRATIVE_SCENE,10.2,Teen stickman carrying warm packages at private clinic. Cash envelopes.
PV_0015_017,50,51,2,PHASE_EARLY,NARRATIVE_SCENE,8.8,You get paid more in a week than your mother makes in a mont...
PV_0015_018,52,56,5,PHASE_EARLY,NARRATIVE_SCENE,12.0,Older heavier man with gold chain sitting across from teen stickman.
PV_0015_019,57,60,4,PHASE_EARLY,NARRATIVE_SCENE,12.0,Paper with phone number sliding across table. Thick envelope beside it.
PV_0015_020,61,65,5,PHASE_EARLY,NARRATIVE_SCENE,10.2,Stickman walking home in dark alley. Envelope in jacket pocket.
PV_0015_021,66,66,1,PHASE_EARLY,NARRATIVE_SCENE,6.1,The paper with the number is still warm in your hand....
PV_0015_022,67,68,2,PHASE_EARLY,TIME_SKIP_SCENE,5.6,Young adult stickman as center hub. Sellers buyers doctors connected around him.
PV_0015_023,69,69,1,PHASE_EARLY,NARRATIVE_SCENE,10.2,There are sellers - poor people from neighborhoods like your...
PV_0015_024,70,70,1,PHASE_EARLY,NARRATIVE_SCENE,9.2,And there are buyers - wealthy patients from countries where...
PV_0015_025,71,77,7,PHASE_EARLY,NARRATIVE_SCENE,8.8,Montage of mundane items. Phone address book schedules envelopes. All tools of trade.
PV_0015_026,78,79,2,PHASE_EARLY,NARRATIVE_SCENE,8.0,You never enter the room where it happens. You just open the...
PV_0015_027,80,83,4,PHASE_CONFLICT,NARRATIVE_SCENE,8.3,You keep a list. Not real names. Numbers only. Disposable ph...
PV_0015_028,84,85,2,PHASE_CONFLICT,NARRATIVE_SCENE,6.0,You buy them in bulk from a market stall three towns over. C...
PV_0015_029,86,86,1,PHASE_CONFLICT,NARRATIVE_SCENE,7.8,Locations rotate - never the same clinic twice in a row beca...
PV_0015_030,87,88,2,PHASE_CONFLICT,NARRATIVE_SCENE,7.8,Stickman in poor neighborhood approaching desperate people. Same streets he grew up on.
PV_0015_031,89,91,3,PHASE_CONFLICT,NARRATIVE_SCENE,10.7,The look in their eyes when you mention the money. You recog...
PV_0015_032,92,95,4,PHASE_CONFLICT,NARRATIVE_SCENE,9.7,Stickman making promises across table. $5000 written - $1500 reality.
