Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,WONDER,"Phone rings at 3am. Dark room. You check the screen. A name you don't save. An address you won't remember. This is how it starts - every time.","The phone rings at three in the morning. Dark room. You reach for it without opening your eyes. A name you don't save. An address you won't remember. You've done this before. This is how it starts. Every time.",37
BEAT_01_02,HOOK,CONSTRAINT,TENSION,"You don't touch anyone. You don't hold a knife. You make calls. You give addresses. You count money. That is all you do. That is everything.","You don't touch anyone. You don't hold a knife. You make calls. You give addresses. You count money. That is all you do. That is everything.",25
BEAT_01_03,HOOK,ESTABLISH,TENSION,"Somewhere in the world right now - someone is waiting for a kidney they cannot get legally. And someone else is desperate enough to sell one. You are the bridge between them.","Somewhere right now someone is waiting for a kidney they can't get legally. And somewhere else someone is desperate enough to sell one. You're the bridge. That's what you call it.",31
BEAT_02_01,PHASE_EARLY,ESTABLISH,WONDER,"You grow up in a neighborhood where kids don't finish school. Where hospital means walking three hours. Where a broken bone stays broken. You learn early - the system is not coming to help.","You grow up in a neighborhood where kids don't finish school. Hospital means walking three hours. A broken bone stays broken. You learn early. The system is not coming to help you.",31
BEAT_02_02,PHASE_EARLY,ESTABLISH,TENSION,"Your first job - you are sixteen. Running errands for a private clinic. Picking up packages. Delivering envelopes. You don't ask what's inside. You get paid more than your mother makes in a month.","You're sixteen. First real job. Running errands for a private clinic at the edge of town. Picking up packages. Delivering envelopes. You don't ask what's inside. You get paid more in a week than your mother makes in a month.",39
BEAT_02_03,PHASE_EARLY,REFLECT,TENSION,"One day the man at the clinic hands you a phone number. When someone calls - you give them this address. That is all. The envelope is thicker this time.","One day the man at the clinic hands you a phone number. Not a package this time. A phone number. When someone calls this number you give them an address. That's all. You don't ask why. The envelope is thicker this time.",39
BEAT_02_04,PHASE_EARLY,TIME_MARKER,TENSION,"By twenty - you understand the system. Sellers on one side. Buyers on the other. Doctors in the middle. And you - connecting all of them. You never enter the room where it happens. You just open the door.","You are twenty. And by now you understand the system. Sellers on one side. Buyers on the other. Doctors in the middle. And you connecting all of them. You never enter the room where it happens. You just open the door.",38
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,TENSION,"You keep a list. Names - but not real names. Phone numbers - disposable. Locations - rotating. You recruit from neighborhoods like the one you grew up in.","You keep a list. Not real names. Numbers only. Disposable phones. Rotating locations. You recruit from neighborhoods like the one you grew up in. You know exactly what to say. Because someone said it to you once.",36
BEAT_03_02,PHASE_CONFLICT,CONFLICT,TENSION,"You promise them five thousand dollars. You know they will get fifteen hundred. Maybe less. You tell them kidneys grow back. You have heard these lies so many times they almost sound true.","You promise them five thousand dollars. You know they'll get fifteen hundred. Maybe less. You tell them kidneys grow back. You tell them people have three. You've heard these lies so many times they almost sound true.",37
BEAT_03_03,PHASE_CONFLICT,ESTABLISH,TENSION,"On the other side - the buyers. Wealthy patients who fly in from countries with two-year waiting lists. They pay one hundred fifty thousand. They don't ask where the kidney comes from.","On the other side are the buyers. Wealthy patients who fly in from countries with two-year waiting lists. They pay a hundred and fifty thousand. They don't ask where the kidney comes from. You don't tell them.",36
BEAT_03_04,PHASE_CONFLICT,CONFLICT,DREAD,"You arrange the clinic. The doctor. The anesthesia. The recovery room. You handle logistics like someone running a shipping company. Except the cargo is people.","You arrange the clinic. The doctor. The anesthesia. The recovery room. You handle logistics the way someone runs a shipping company. Except the cargo is people.",26
BEAT_03_05,PHASE_CONFLICT,REFLECT,DREAD,"The first time you see a seller after surgery - lying in a cheap hotel room. Stitches. Painkillers on nightstand. Alone. You leave fifteen hundred dollars on the table and close the door.","The first time you see a seller after surgery. Cheap hotel room. Stitches across the side. Painkillers on the nightstand. Alone. You leave fifteen hundred dollars on the table. And you close the door.",34
BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,DREAD,"You tell yourself: they chose this. Nobody forced them. You are helping both sides. That is what you tell yourself while you eat dinner afterward like nothing happened.","You tell yourself they chose this. Nobody forced them. You're helping both sides. The seller needed money. The buyer needed a kidney. You're a service. That's what you tell yourself. While you eat dinner afterward. Like nothing happened.",38
BEAT_04_01,PHASE_CRISIS,CRISIS,DREAD,"A new seller. Young. Very thin. Patched clothes. You run the same routine. Same promises. Same clinic. Same doctor. But this time the doctor calls you afterward - not to confirm payment.","New seller. Young. Very thin. Patched clothes. Same routine. Same promises. Same clinic. Same doctor. But this time the doctor calls you afterward. Not to confirm payment.",27
BEAT_04_02,PHASE_CRISIS,CRISIS,DREAD,"The seller didn't wake up. Complications. The doctor doesn't call the police. He calls you. Because you are the one who handles things.","The seller didn't wake up. Complications. The doctor doesn't call the police. He calls you. Because you're the one who handles things. You're the fixer. The cleaner. The one who makes problems disappear.",34
BEAT_04_03,PHASE_CRISIS,REFLECT,DREAD,"For the first time - the rationalization breaks. You are not the middleman. You are not the bridge. You are the reason that person walked into that room.","For the first time the words don't work. You're not the middleman. You're not the bridge. You are the reason that person walked into that room. Every address you gave. Every phone call you made. Every lie. Yours.",37
BEAT_05_01,PHASE_RESOLUTION,TIME_MARKER,BITTERSWEET,"Months pass. New phone. New list. New sellers. You tell yourself you stopped - but the phone still rings. And you still answer.","Months pass. New phone. New list. New sellers. You told yourself you'd stop. But the phone still rings. And you still answer.",21
BEAT_05_02,PHASE_RESOLUTION,REFLECT,CLARITY,"The difference now is you don't bother with the story anymore. No more rationalizations. You just do it. The lies died. What replaced them is worse - nothing.","The difference now is you don't bother with the story anymore. No I'm helping both sides. No they chose this. You just do it. The lies died in that hotel room. What replaced them is worse. Nothing.",35
BEAT_05_03,PHASE_RESOLUTION,RESOLVE,BITTERSWEET,"You eat dinner. You pay rent. You walk home in the dark. Nobody knows what you do. Nobody looking for you. You are invisible. And somehow - that is the worst part.","You eat dinner. You pay your rent. You walk home in the dark. Nobody knows what you do. Nobody's looking for you. You're invisible. And somehow that's the worst part.",29
BEAT_06_01,CALLBACK,CALLBACK,DEEP_CONNECTION,"Three in the morning. The phone rings. Same dark room. Same screen glow. You already know what it is.","Three in the morning. The phone rings. Same dark room. Same screen glow. You already know what it is.",18
BEAT_06_02,CALLBACK,CTA,DEEP_CONNECTION,"You could stop. You know you could. But by tomorrow someone else would be sitting where you sit. Answering the same phone. And nothing would change.","You could stop. You know you could. But you also know that by tomorrow someone else would be sitting right where you sit. Answering the same phone. Giving the same address. And nothing would change.",34
