Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,TENSION,"The first thing that disappears is not a building. It is the internet. No one asked your opinion about the war. It just arrived.","The first thing that disappears is not a building. It is the internet. One morning your VPN connects. The next morning it spins. And spins. And never catches. No one asked what you thought about the war. No one called. No one warned. It just arrived.",45
BEAT_01_02,HOOK,ESTABLISH,TENSION,"Glass of water on kitchen counter. It shakes. You feel the vibration in your feet before you hear the sound.","The glass of water on the kitchen counter shakes. You feel it in your feet first. Then the floor. Then the walls. The sound comes last. It always comes last.",30
BEAT_01_03,HOOK,CONSTRAINT,TENSION,"You start counting. You do not remember when you started.","You start counting. Distance. Seconds. Bottles. People. You don't remember when you started. But you don't stop.",20
BEAT_02_01,PHASE_EARLY,ESTABLISH,WONDER,"You are a software engineer in Tehran. You build payment apps for a company that cannot process international transactions. You are good at your job.","You are a software engineer in Tehran. You build payment apps for a company that can't process international transactions. The code works. The banking doesn't. You are good at your job. Your job exists inside a country the world decided to cut off. You didn't choose the isolation. You just write code inside it.",51
BEAT_02_02,PHASE_EARLY,ESTABLISH,WONDER,"Tehran is 9 million people complaining about traffic. University students smoke outside bookshops. You argue about Persepolis on the metro.","Tehran is nine million people stuck on the Hemmat Expressway. University students smoke in front of the bookshop on Enghelab Street. Your coworker is angry because Persepolis lost again. The barista at your corner cafe misspells your name on the cup. On purpose you think. Saffron ice cream from the shop on Valiasr every Friday. Your wife's favorite. You carry it home in a plastic bag that always drips.",65
BEAT_02_03,PHASE_EARLY,ESTABLISH,WONDER,"Daughter draws a cat on paper. Tapes it to the fridge. The regime is background noise.","Your daughter draws a cat. Orange body. Blue eyes. She tapes it to the fridge door with a piece of masking tape that's already peeling. The regime is background noise. Oppressive but familiar. Like weather. You've learned where the lines are. You live inside them. Most people do.",47
BEAT_02_04,PHASE_EARLY,REFLECT,LONGING,"Sanctions already there. Insulin costs 3 months salary. You thought these things would always be there.","Sanctions are already here. Insulin costs three months of salary. The pharmacy has gaps on the shelves where the imported brands used to be. The generic version comes from a factory that lost its supply chain two rounds of sanctions ago. The pill exists somewhere in the world. The logistics don't exist in yours. You thought these things would always be there. The metro. The cafe. The ice cream dripping down the bag on Fridays. You thought wrong.",75
BEAT_03_01,PHASE_CONFLICT,CONFLICT,TENSION,"Internet dies in layers. Instagram Monday. WhatsApp Tuesday. VPN never connects. Mother calls from neighbor's landline.","It starts with the internet. Not with bombs. Instagram dies Monday. WhatsApp goes dark Tuesday. By Wednesday your VPN icon spins and spins and never connects. The screen on your phone becomes a mirror. It shows your face and nothing else. Your mother calls from the neighbor's landline. She doesn't have one. She walked three blocks to ask if you saw the news. There is no news. That is the news.",65
BEAT_03_02,PHASE_CONFLICT,CONFLICT,TENSION,"First airstrike 12km away. Vibration before sound. Glass of water shakes. Daughter screams. Power cuts.","The first airstrike hits a military facility twelve kilometers from your apartment. You feel the vibration in your feet before you hear anything. The glass of water on the kitchen counter shakes. Then the sound. Your daughter wakes up screaming. Your wife grabs her. You grab the phone. No signal. The power cuts mid-grab. In the dark you hear your neighbor praying through the wall.",62
BEAT_03_03,PHASE_CONFLICT,REFLECT,TENSION,"You count. One. Two. Three. You don't pray. You count. You don't remember the last time you prayed.","You count. One. Two. Three. If the next one is closer you move. If not you stay. This is the math now. You don't pray. You count. You don't remember the last time you prayed. Or maybe you do. You just don't want to think about it.",42
