Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"The first thing that disappears is not a building. It is the internet. No one asked your opinion about the war. It just arrived.",TENSION,25,TEXT_OVERLAY,"Dark screen with VPN spinner icon failing - text overlay on black"
BEAT_01_02,HOOK,ESTABLISH,"Glass of water on kitchen counter. It shakes. You feel the vibration in your feet before you hear the sound.",TENSION,20,POV_SHOT,"POV: stickman hands gripping kitchen counter edge - glass of water rippling"
BEAT_01_03,HOOK,CONSTRAINT,"You start counting. You do not remember when you started.",TENSION,30,EMOTIONAL_CLOSEUP,"SUBJECT standing in dark apartment - phone screen glow on face - no signal icon"
BEAT_02_01,PHASE_EARLY,ESTABLISH,"You are a software engineer in Tehran. You build payment apps for a company that cannot process international transactions. You are good at your job. Your job exists inside sanctions.",WONDER,35,NARRATIVE_SCENE,"SUBJECT at desk with laptop in modern office - Tehran skyline through window - traffic on Hemmat visible"
BEAT_02_02,PHASE_EARLY,ESTABLISH,"Tehran is 9 million people complaining about traffic. University students smoke outside bookshops. You argue about Persepolis on the metro. The barista misspells your name. Saffron ice cream on Valiasr every Friday.",WONDER,40,NARRATIVE_SCENE,"Split vignettes: metro crowd - cafe with misspelled cup - ice cream shop on tree-lined street - stickman couple walking"
BEAT_02_03,PHASE_EARLY,CONSTRAINT,"Daughter draws a cat on paper. Tapes it to the fridge. The regime is background noise - oppressive but familiar. You have learned where the lines are. You live inside them.",WONDER,30,NARRATIVE_SCENE,"Home interior: DAUGHTER drawing at table - cat picture on fridge - warm lighting - normal domestic scene"
BEAT_02_04,PHASE_EARLY,REFLECT,"Sanctions already there. Insulin costs 3 months salary. Pharmacy shelves have gaps. You thought these things would always be there.",LONGING,35,NARRATIVE_SCENE,"Pharmacy interior - stickman SUBJECT looking at shelf with empty slots - price tag visible - shift to ice cream shop and metro as memory flash"
BEAT_03_01,PHASE_CONFLICT,CONFLICT,"Internet dies in layers. Instagram Monday. WhatsApp Tuesday. VPN spins Wednesday and never connects. Mother calls from neighbor's landline. There is no news. That is the news.",TENSION,30,NARRATIVE_SCENE,"SUBJECT staring at phone - VPN icon spinning - MOTHER on old landline through split panel - dark apartment"
BEAT_03_02,PHASE_CONFLICT,CONFLICT,"First airstrike hits 12 kilometers away. Vibration in your feet before the sound. Glass of water shakes on counter. Daughter screams. Power cuts mid-grab. In the dark your neighbor prays through the wall.",TENSION,30,NARRATIVE_SCENE,"Apartment shaking - glass of water vibrating on counter - DAUGHTER crying - WIFE grabbing her - lights cutting to black"
BEAT_03_03,PHASE_CONFLICT,REFLECT,"You count. One. Two. Three. If the next one is closer you move. If not you stay. You do not pray. You count. You do not remember the last time you prayed.",TENSION,25,EMOTIONAL_CLOSEUP,"SUBJECT in darkness - counting on fingers - neighbor silhouette kneeling in prayer through wall - contrast"
BEAT_03_04,PHASE_CONFLICT,CONFLICT,"Down to shelter. Plastic bag tears on the stairs. Water bottle rolls under a car. Daughter will not let go of the cat drawing. 12 families in the parking garage. Battery radio. Bread passed between strangers.",TENSION,30,NARRATIVE_SCENE,"Stairwell descent - torn bag - families huddled in parking garage - STRANGER giving DAUGHTER his jacket - radio glow"
