VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,Word_Count_EN,Pause_After
1,PV_0019,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"The first thing that disappears is not a building.",9,1.5
2,PV_0019,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"It's the internet.",3,0.5
3,PV_0019,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"One morning your VPN connects.",5,0
4,PV_0019,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The next morning it spins.",5,0
5,PV_0019,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"And spins.",2,0
6,PV_0019,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"And never catches.",3,1.0
7,PV_0019,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"No one asked what you thought about the war.",9,0
8,PV_0019,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"No one called.",3,0
9,PV_0019,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"No one warned.",3,0
10,PV_0019,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"It just arrived.",3,2.0
11,PV_0019,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"The glass of water on the kitchen counter shakes.",9,0.5
12,PV_0019,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You feel it in your feet first.",7,0
13,PV_0019,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Then the floor.",3,0
14,PV_0019,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Then the walls.",3,0
15,PV_0019,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"The sound comes last.",4,0.5
16,PV_0019,BEAT_01_02,HOOK,ESTABLISH,WEIGHT_LINE,"It always comes last.",4,1.5
17,PV_0019,BEAT_01_03,HOOK,CONSTRAINT,NARRATION,"You start counting.",3,0
18,PV_0019,BEAT_01_03,HOOK,CONSTRAINT,NARRATION,"Distance.",1,0
19,PV_0019,BEAT_01_03,HOOK,CONSTRAINT,NARRATION,"Seconds.",1,0
20,PV_0019,BEAT_01_03,HOOK,CONSTRAINT,NARRATION,"Bottles.",1,0
21,PV_0019,BEAT_01_03,HOOK,CONSTRAINT,NARRATION,"People.",1,0
22,PV_0019,BEAT_01_03,HOOK,CONSTRAINT,WEIGHT_LINE,"You don't remember when you started.",6,1.5
23,PV_0019,BEAT_01_03,HOOK,CONSTRAINT,NARRATION,"But you don't stop.",4,2.0
24,PV_0019,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You're a software engineer in Tehran.",6,0
25,PV_0019,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You build payment apps for a company that can't process international transactions.",12,0
26,PV_0019,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The code works.",3,0
27,PV_0019,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The banking doesn't.",3,0.5
28,PV_0019,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You debug a function at two in the morning because the workaround for the sanctions workaround broke again.",18,0
29,PV_0019,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your boss sends a thumbs-up emoji.",6,0
30,PV_0019,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"That's your raise.",3,0.5
31,PV_0019,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You're good at your job.",5,0
32,PV_0019,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your job exists inside a country the world decided to cut off.",11,0
33,PV_0019,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You didn't choose the isolation.",5,0
34,PV_0019,BEAT_02_01,PHASE_EARLY,ESTABLISH,WEIGHT_LINE,"You just write code inside it.",6,1.0
35,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Tehran is nine million people stuck on the Hemmat Expressway.",10,0
36,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Horns that never stop.",4,0
37,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"University students smoke in front of the bookshop on Enghelab Street.",10,0
38,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Your coworker is angry because Persepolis lost again.",8,0
39,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"He's been angry about it all week.",7,0
40,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"He brings it up in every meeting.",7,0
41,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Nobody tells him to stop.",5,0
42,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"That's the kind of argument you're allowed to have.",9,0.5
43,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"The barista at your corner cafe misspells your name on the cup.",11,0
44,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"On purpose you think.",4,0.5
45,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Saffron ice cream from the shop on Valiasr every Friday.",9,0
46,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Your wife's favorite.",3,0
47,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"You carry it home in a plastic bag that always drips.",10,0
48,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"The bag sticks to your fingers.",6,0
49,PV_0019,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"You don't wipe them.",4,0.5
50,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Your daughter draws a cat.",5,0
51,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Orange body.",2,0
52,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Blue eyes.",2,0
53,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"The cat doesn't look like a cat.",7,0
54,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"She tells you it's a cat.",6,0
55,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"So it's a cat.",4,0.5
56,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"She tapes it to the fridge door with masking tape that's already peeling.",12,0
57,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"The regime is background noise.",5,0
58,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Oppressive but familiar.",3,0
59,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Like weather you plan around but can't change.",8,0
60,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"You've learned where the lines are.",6,0
61,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"You live inside them.",4,0
62,PV_0019,BEAT_02_03,PHASE_EARLY,ESTABLISH,NARRATION,"Most people do.",3,0.5
63,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"Sanctions are already here.",4,0
64,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"Not new ones.",2,0
65,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The old ones never left.",5,0.5
66,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"Insulin costs three months of salary.",6,0
67,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The pharmacy has gaps on the shelves where the imported brands used to be.",13,0
68,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"You run your hand along the empty space.",8,0
69,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"Dust on your fingertips.",4,0
70,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The generic version comes from a factory that lost its supply chain two sanctions rounds ago.",15,0
71,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"The pill exists somewhere in the world.",7,0
72,PV_0019,BEAT_02_04,PHASE_EARLY,REFLECT,WEIGHT_LINE,"The logistics don't exist in yours.",6,1.0
