Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"Underground bunker at night — screens showing coordinates of nuclear facilities",DREAD,12,POV_SHOT,"Dark bunker interior, blue-lit screens showing satellite maps, stickman silhouette at head of table"
BEAT_01_02,HOOK,CONSTRAINT,"Your hand on the red folder. 50 years to reach this moment",WEIGHT,10,EMOTIONAL_CLOSEUP,"Close-up of stickman hand resting on red classified folder, table edge visible"
BEAT_01_03,HOOK,REFLECT,"Everyone in the room waiting for you to speak. You haven't yet",DREAD,10,NARRATIVE_SCENE,"War room table with multiple faceless stickmen in uniforms looking toward subject at head"
BEAT_02_01,PHASE_EARLY,TIME_MARKER,"Born in Middle Eastern capital — family of intellectuals obsessed with history",WONDER,12,NARRATIVE_SCENE,"Small stickman child in apartment filled with bookshelves, father figure with glasses reading"
BEAT_02_02,PHASE_EARLY,CONSTRAINT,"Father teaches history: your people survive because they NEVER trust the world is safe",FORMATION,14,NARRATIVE_SCENE,"Father stickman at table pointing at book, child stickman listening, dark room with single lamp"
BEAT_02_03,PHASE_EARLY,TIME_MARKER,"Age 14 — family moves to American suburb in Philadelphia",WONDER,10,TIME_SKIP_SCENE,"Medium stickman teen on suburban American street, houses with lawns, school bus in background"
BEAT_02_04,PHASE_EARLY,CONFLICT,"Teenager between two worlds — America and home",TENSION,10,CONTRAST_SPLIT,"Split frame: left=suburban school, right=Middle Eastern city skyline, teen stickman in center"
BEAT_02_05,PHASE_EARLY,TIME_MARKER,"Age 18 — returns home, joins elite commando unit",DUTY,12,NARRATIVE_SCENE,"Tall-medium stickman in military uniform with beret, training ground with obstacle course"
BEAT_02_06,PHASE_EARLY,CONFLICT,"Training: shooting, breaching doors, learning that hesitation = death",TENSION,12,NARRATIVE_SCENE,"Stickman in commando gear breaching a door, rifle raised, dust/debris"
BEAT_02_07,PHASE_EARLY,CRISIS,"1972 — shot in the shoulder during hijacked airplane rescue on tarmac",DREAD,14,NARRATIVE_SCENE,"Airport tarmac at night, stickman near airplane stairs, flash of gunfire, shoulder wound indicated"
BEAT_02_08,PHASE_EARLY,REFLECT,"First scar. Not the last",WEIGHT,8,EMOTIONAL_CLOSEUP,"Close-up stickman touching shoulder, military uniform, dark background"
BEAT_03_01,PHASE_CONFLICT,TIME_MARKER,"1976 — your brother leads commando team to rescue hostages in East Africa",TENSION,12,NARRATIVE_SCENE,"Airport terminal at night, brother stickman in beret leading armed team toward building"
BEAT_03_02,PHASE_CONFLICT,CRISIS,"Mission succeeds. Your brother dies. He was 30",DREAD,14,EMOTIONAL_CLOSEUP,"Brother stickman silhouette falling, bright flash behind, team emerging with hostages"
BEAT_03_03,PHASE_CONFLICT,REFLECT,"You receive the call in America. The world changes in one phone call",WOUND,12,NARRATIVE_SCENE,"Young adult stickman holding phone, American apartment, frozen posture"
BEAT_03_04,PHASE_CONFLICT,REFLECT,"Brother's photograph — from now on it follows you for 50 years",WOUND,10,EMOTIONAL_CLOSEUP,"Framed photograph of brother in military beret on desk, stickman hand touching frame"
BEAT_03_05,PHASE_CONFLICT,TIME_MARKER,"Enter diplomacy — deputy ambassador, then ambassador to the UN in America",AMBITION,12,NARRATIVE_SCENE,"Tall stickman in suit at podium with flags, large assembly hall, faceless audience"
BEAT_03_06,PHASE_CONFLICT,PRIVILEGE,"UN speech in perfect English — your strongest weapon isn't a gun",AMBITION,10,NARRATIVE_SCENE,"Stickman at UN podium, microphone, gesturing, large projected screen behind"
BEAT_03_07,PHASE_CONFLICT,TIME_MARKER,"Age 46 — youngest leader ever elected in your country",PRIDE,10,NARRATIVE_SCENE,"Stickman at victory rally podium, confetti, flags, crowd of faceless stickmen"
BEAT_03_08,PHASE_CONFLICT,CONFLICT,"First term: short, chaotic, election defeat 1999",TENSION,10,NARRATIVE_SCENE,"Same podium now empty, lights off, single stickman walking away"
BEAT_03_09,PHASE_CONFLICT,CONSTRAINT,"10 years in political wilderness. Everyone thinks you're finished",LONGING,12,NARRATIVE_SCENE,"Stickman alone in modest office, newspaper clippings on wall, brother's photo still there"
BEAT_03_10,PHASE_CONFLICT,REFLECT,"You don't think so. You've never thought so",DETERMINATION,8,EMOTIONAL_CLOSEUP,"Stickman at desk, reading glasses, red folder, jaw set, dark room"
BEAT_04_01,PHASE_CRISIS,TIME_MARKER,"2009 — back in the leader's chair. No one could stop you",TENSION,10,NARRATIVE_SCENE,"Stickman entering grand office, generals lining hallway, saluting"
BEAT_04_02,PHASE_CRISIS,CONFLICT,"Address American Congress uninvited — opposing nuclear deal with the enemy",DEFIANCE,14,NARRATIVE_SCENE,"Stickman at US Congress podium, packed chamber of faceless lawmakers, standing ovation from half"
BEAT_04_03,PHASE_CRISIS,CONFLICT,"Hold up bomb diagram at UN General Assembly — entire world watching",DEFIANCE,12,NARRATIVE_SCENE,"Stickman at UN podium holding up large diagram showing bomb with red line drawn on it"
BEAT_04_04,PHASE_CRISIS,REFLECT,"The regional adversary is everything. It always was. Since the day your brother died",OBSESSION,10,EMOTIONAL_CLOSEUP,"Stickman staring at wall map with enemy country highlighted, brother's photo visible on desk"
BEAT_04_05,PHASE_CRISIS,CONSTRAINT,"Three marriages. The third wife — loved and controversial",TENSION,10,NARRATIVE_SCENE,"Two stickmen (subject + wife) at formal event, cameras flashing, faceless press"
BEAT_04_06,PHASE_CRISIS,CRISIS,"Court summons: bribery, fraud, breach of trust — three cases at once",DREAD,12,NARRATIVE_SCENE,"Stickman in courtroom, three prosecutors with folders, judge bench above"
BEAT_04_07,PHASE_CRISIS,CONFLICT,"You say: political persecution. Half the country believes you. Half doesn't",TENSION,10,NARRATIVE_SCENE,"Split frame: supporters with flags on left, protesters with signs on right, stickman in center at podium"
BEAT_04_08,PHASE_CRISIS,CRISIS,"October morning. Dawn. Everything shatters",DREAD,14,NARRATIVE_SCENE,"Stickman jolted awake by phone, bedroom, early morning light, screens flickering on"
BEAT_04_09,PHASE_CRISIS,CRISIS,"1,200 dead. The security system YOU built — collapsed",HORROR,12,EMOTIONAL_CLOSEUP,"Stickman in bunker watching multiple screens showing attack footage, hands on table"
BEAT_04_10,PHASE_CRISIS,CONSTRAINT,"They ask: who is responsible? You don't answer",WEIGHT,10,NARRATIVE_SCENE,"Press conference podium, stickman at microphone, cameras, silence"
BEAT_04_11,PHASE_CRISIS,CONFLICT,"War begins. Multiple fronts. You command from the bunker",WAR,12,NARRATIVE_SCENE,"Bunker war room, maps on screens, stickman at head of table with generals around"
BEAT_04_12,PHASE_CRISIS,REFLECT,"The world condemns. Allies pull away. You don't stop",ISOLATION,10,NARRATIVE_SCENE,"Stickman alone at desk, phone off hook, newspaper headlines on screen, empty chairs"
BEAT_05_01,PHASE_RESOLUTION,TIME_MARKER,"June 2025. Solo strikes on the enemy's nuclear facilities",ACTION,14,NARRATIVE_SCENE,"Night sky, missile trails, satellite view of target facility, stickman watching from bunker screen"
BEAT_05_02,PHASE_RESOLUTION,CRISIS,"You gave the order alone. Didn't wait for allies. Didn't ask permission",DEFIANCE,12,NARRATIVE_SCENE,"Stickman standing at war room table, phone in hand, red folder open, generals watching"
BEAT_05_03,PHASE_RESOLUTION,REFLECT,"The world wakes up to the news: enrichment facility destroyed",ACTION,10,NARRATIVE_SCENE,"Morning news screens across multiple locations, satellite damage imagery, world map"
BEAT_05_04,PHASE_RESOLUTION,REFLECT,"50 years since your brother died. This is the moment you've been waiting for",WEIGHT,12,EMOTIONAL_CLOSEUP,"Stickman at desk, red folder closed, brother's photo beside it, dawn light through bunker slit"
BEAT_05_05,PHASE_RESOLUTION,CONSTRAINT,"But it's not enough. It's never enough",OBSESSION,8,EMOTIONAL_CLOSEUP,"Same frame, stickman's hand moving toward phone again"
BEAT_05_06,PHASE_RESOLUTION,CONFLICT,"Request presidential pardon for corruption cases — while commanding a war",TENSION,12,NARRATIVE_SCENE,"Split frame: courtroom documents on left, war room screens on right, stickman seated between both"
BEAT_05_07,PHASE_RESOLUTION,REFLECT,"Protector of the nation or a man running from his own trial?",WEIGHT,10,EMOTIONAL_CLOSEUP,"Stickman at desk, half-shadowed face, red folder in one hand, legal document in other"
BEAT_06_01,PHASE_PRESENT,TIME_MARKER,"February 28, 2026. Joint campaign with American ally begins",WAR,12,NARRATIVE_SCENE,"Two leaders' stickmen in joint war room, screens everywhere, flags of both nations"
BEAT_06_02,PHASE_PRESENT,CONFLICT,"Largest military operation since 2003. Missiles, drones, nuclear facilities",WAR,12,NARRATIVE_SCENE,"Multiple missile trails across night sky, explosions at industrial facilities, drone silhouettes"
BEAT_06_03,PHASE_PRESENT,CRISIS,"Enemy supreme leader — eliminated at the start of the campaign",SHOCK,10,NARRATIVE_SCENE,"Breaking news screens in war room, stickmen looking at central screen, red alert indicators"
BEAT_06_04,PHASE_PRESENT,REFLECT,"You and the ally in the war room. Two leaders frighteningly alike",TENSION,10,NARRATIVE_SCENE,"Two tall stickmen side by side at war table, same posture, same suit, screens reflecting on both"
BEAT_06_05,PHASE_PRESENT,CRISIS,"The strait closes. Oil spikes worldwide. The world holds its breath",DREAD,12,NARRATIVE_SCENE,"Map showing closed strait, oil price graphics spiking, ships stopped, red zones"
BEAT_06_06,PHASE_PRESENT,CRISIS,"Retaliatory missiles hit allied bases across the region",WAR,10,NARRATIVE_SCENE,"Missile impacts on military base, explosions, faceless soldiers running, night sky lit up"
BEAT_06_07,PHASE_PRESENT,CONSTRAINT,"Civilian casualties. The number depends on who's counting",WEIGHT,10,NARRATIVE_SCENE,"Stickman at briefing podium, screen behind showing numbers, press cameras"
BEAT_06_08,PHASE_PRESENT,CONSTRAINT,"Week six. The war has no end date",DREAD,8,NARRATIVE_SCENE,"Calendar on wall with weeks crossed out, no end marked, bunker background"
BEAT_06_09,PHASE_PRESENT,REFLECT,"You are 76. In the bunker. Still the one deciding",ISOLATION,10,EMOTIONAL_CLOSEUP,"Stickman alone at bunker desk, screens glowing, reading glasses on, red folder"
