Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0004_001,1,1,HOOK,POV_SHOT,"First-person POV illustration. Two simple flat stickman hands at bottom left and right frame corners  -  large aged adult hands, navy suit sleeve cuffs visible. Rich detailed background: underground military command bunker, concrete walls, fluorescent tubes, long table with papers and red folder, dark-suited generals seated around table (faceless, blank white circle heads). Bunker atmosphere, blue-green screen glow. Flat illustration, immersive perspective. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_002,2,2,HOOK,POV_SHOT,"First-person POV illustration. Two simple flat stickman hands at bottom left and right frame corners  -  large aged adult hands, navy suit sleeve cuffs. Rich detailed background: wall of glowing screens showing satellite maps, coordinates, nuclear facility diagrams. Blue light reflecting off polished table surface. Military screens, tactical display aesthetic. Flat illustration, immersive perspective. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_003,3,3,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Tall stickman with thin grey-white receding hair combed back. Dark navy suit, light blue shirt, RED tie, flag pin on lapel. Square jaw circle head. Small stern close-set dot eyes. Firm straight expression. Red folder under arm. Standing at head of long bunker table. Faceless generals seated around table (blank white circle heads, military uniforms with star insignia). Underground command center with concrete walls, recycled air ducts, old carpet. Cold fluorescent lighting. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_004,4,5,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Tall stickman with thin grey-white receding hair combed back. Dark navy suit, light blue shirt, RED tie. Square jaw circle head. Small stern close-set dot eyes. Firm straight expression. Hand resting on RED FOLDER on polished dark table surface. Close-up composition  -  hand and folder prominent. Bunker table, screens glowing in background blur. Warm amber desk lamp light contrasting with blue screen glow. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_005,6,7,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Tall stickman with thin grey-white receding hair combed back. Dark navy suit, light blue shirt, RED tie, flag pin. Square jaw circle head. Small stern close-set dot eyes. Firm straight expression. Seated at head of bunker table, arms folded. Multiple faceless stickmen around table (blank white circle heads, military uniforms)  -  all turned toward subject waiting. One faceless figure clicking pen. Tense underground atmosphere, blue screen light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_006,8,8,HOOK,TEXT_OVERLAY,"Deep navy blue background. Large bold white sans-serif text centered: 'You haven't. Not yet.' Minimal  -  no textures, no decoration. Tiny stickman silhouette bottom-right  -  seated posture. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_007,9,10,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Short child stickman with dark curly wavy hair. Casual shirt, shorts. Round white circle head. Wide curious dot eyes. Small mouth. Standing in small Middle Eastern capital apartment  -  walls lined floor to ceiling with books, wooden shelves overflowing. Warm golden afternoon light through stone-framed window. Medium stickman father beside him  -  white silver thinning hair, dot eyes behind thick-rimmed round glasses, thin neutral mouth. Dark academic suit, book under arm. Scholarly apartment interior. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_008,11,11,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Medium stickman father  -  white silver thinning hair, dot eyes behind thick-rimmed round glasses, thin neutral mouth, serious intense expression. Dark academic suit. Seated at kitchen table, leaning forward teaching. Short child stickman sitting across  -  dark curly hair, round white circle head, wide curious dot eyes. Old books spread on table. Middle Eastern apartment kitchen, warm interior lighting. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_009,12,12,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Short child stickman with dark curly hair. Casual shirt, shorts. Round white circle head. Wide curious dot eyes. Small mouth. Sitting alone at small desk, chin propped on hand, listening intently. Father's voice implied  -  shadow of adult figure on wall. Books stacked around child. Warm lamp light, stone apartment interior. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_010,13,14,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Medium teen stickman with dark curly hair. Casual American teenager clothing  -  jeans, t-shirt. Round white circle head. Wide curious dot eyes. Standing on green suburban lawn. American neighborhood  -  white picket fences, yellow school bus passing on street, neat houses. Philadelphia suburb aesthetic  -  autumn trees, peaceful residential street. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_011,15,16,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Medium teen stickman with dark curly hair. American teen clothes  -  jeans, team jacket. Round white circle head. Determined dot eyes, set mouth. Standing on baseball field arguing with faceless coach stickman (blank white circle head, coaching uniform). Baseball bat in hand, gesturing. American school baseball diamond with chain-link fence, green outfield, bleachers. Afternoon sun. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_012,17,17,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Medium teen stickman with dark curly hair. Smart casual  -  button shirt, slacks. Round white circle head. Sharp determined dot eyes. Standing at classroom podium speaking, arm gesturing confidently. Faceless student stickmen seated (blank white circle heads). American high school debate room  -  wooden podium, chalkboard, American flag in corner. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_013,18,18,PHASE_EARLY,TIME_SKIP_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Two-panel layout. Clean vertical dividing line. Left panel: medium teen stickman with dark curly hair, American teenager clothes, backpack. Round white circle head. Wide curious dot eyes. Standing on suburban sidewalk with green lawns. Right panel: medium lean stickman with dark thick curly hair, olive military uniform, beret. Square jaw circle head. Determined dot eyes. Set mouth. Standing at military base gate with barbed wire fence and guard tower. Minimal flat color palette. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_014,19,19,PHASE_EARLY,EMOTIONAL_CLOSEUP,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Medium lean stickman with dark thick curly hair. Casual shirt. Square jaw circle head. Determined dot eyes. Set mouth. Seated alone at desk at night, reading old book by lamp light. Stack of worn history books beside him. Background fades from bookshelf on one side to warm amber glow at edges. Single subject centered. Contemplative study atmosphere. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_015,20,20,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Medium lean stickman with dark thick curly hair, military beret. Olive military uniform. Square jaw circle head. Determined dot eyes. Set mouth. Standing at military training base entrance gate. Tall stickman brother beside him  -  dark thick curly hair, beret, commando tactical vest. Dot eyes, small confident mouth  -  young, bright expression. Military training grounds  -  obstacle course, barracks, desert landscape. Dawn light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_016,21,21,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Medium lean stickman with dark thick curly hair. Military uniform. Square jaw circle head. Determined dot eyes. Sitting on military bunk bed reading a short handwritten letter. Sparse barracks interior  -  metal bunk, footlocker, desert light through small window. Small photograph of brother pinned to wall above bunk. Warm lonely atmosphere. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_017,22,23,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Medium lean stickman with dark thick curly hair, military beret. Olive military uniform. Square jaw circle head. Determined dot eyes. Set mouth. Crouching with rifle, breaching a door in training exercise. Military training ground  -  concrete walls, sand, obstacle course, tire marks. Desert heat haze. Harsh midday sun, dust particles. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_018,24,24,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Medium lean stickman with dark thick curly hair. Military training clothes  -  olive tank top, military pants. Square jaw circle head. Determined dot eyes. Running on desert trail, exhausted posture, head down. Other faceless commando stickmen running behind (blank white circle heads, military gear). Desert training field  -  sand dunes, scorching sun, heat shimmer. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_019,25,26,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Medium lean stickman with dark thick curly hair, military beret. Olive military combat gear. Square jaw circle head. Determined dot eyes. Set mouth. Moving toward hijacked airplane on dark tarmac. Large commercial airplane on runway  -  stairs deployed, emergency lights. Night scene, tarmac wet with reflections. Faceless commando stickmen in formation behind (blank white circle heads). Tension atmosphere, searchlights. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_020,27,28,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Medium lean stickman with dark thick curly hair. Military combat gear, torn at left shoulder showing wound mark. Square jaw circle head. Determined dot eyes. Set mouth. Sitting on medical stretcher in field hospital. Medic stickman (faceless, blank white circle head) treating shoulder wound. Simple field medical tent  -  canvas walls, portable light, medical supplies. Night. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0004_021,29,30,PHASE_EARLY,TEXT_OVERLAY,"Dark charcoal background. Large bold white sans-serif text centered: 'First scar.' Smaller text below: 'Not the last.' Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
