Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,DREAD,"The first time you looked at them in the mirror. You almost asked.","The first time, you look at them in the mirror. You almost ask.",13
BEAT_01_02,HOOK,ESTABLISH,DREAD,"Now you turn the radio up when they cry.","Now you turn the radio up when they cry.",9
BEAT_02_01,PHASE_EARLY,ESTABLISH,WONDER,"Taxi driver. You know the roads. You know the silence.","You drive a taxi. You know every road in this city. You know which passengers want to talk and which ones don't. You are good at silence. That is the only skill that matters.",32
BEAT_02_02,PHASE_EARLY,ESTABLISH,TENSION,"Someone noticed you were reliable and quiet. A new phone arrives.","Someone notices you. Not your driving. Your silence. A man you've never met hands you a phone. He says: keep this charged. He says: when it buzzes, you drive. He does not say where.",35
BEAT_02_03,PHASE_EARLY,TIME_MARKER,LONGING,"You kiss your daughter before leaving. You tell her: morning.","You kiss your daughter's forehead before you leave. She is asleep. You whisper: I'll be back by morning. You don't know if that's true. But it sounds like something a father says.",33
BEAT_02_04,PHASE_EARLY,ESTABLISH,TENSION,"The phone buzzes. Coordinates. A time. A number: 6.","The phone buzzes at eleven p.m. A set of coordinates. A pickup time. And a number. Six. You don't know what the six means yet.",23
BEAT_02_05,PHASE_EARLY,ESTABLISH,TENSION,"A person with no bag gets in the backseat. You check the rearview. You see their face. You almost speak.","A person gets in at the bus station. No bag. No name. They sit in the back and say nothing. You check the rearview. You see their face. You almost say something. The word forms in your throat.",34
BEAT_02_06,PHASE_EARLY,CONSTRAINT,DREAD,"You do not ask. That is the first time. You know you just did something wrong. But the car keeps moving.","You don't ask. You swallow the word. That is the first time you choose not to know. You feel it. Something small and wrong. But the car keeps moving. And so do you.",31
BEAT_03_01,PHASE_CONFLICT,CONFLICT,TENSION,"They ask: where are you taking me? You say nothing. They try to talk more. You turn the radio up. Just enough.","They ask: where are you taking me? You say nothing. They wait. They ask again. Quieter this time. You reach for the radio. You turn it up. Not loud. Just enough.",29
BEAT_03_02,PHASE_CONFLICT,CONFLICT,DREAD,"You check the rearview. They are younger than your daughter. You turn the mirror away.","You check the rearview. They are younger than your daughter. You can see it in the way they hold their hands. You adjust the mirror. You tilt it until you can only see the road behind you.",33
