VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0024,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The first time, you look at them in the mirror.","Lan dau tien, ban nhin ho trong guong.",9,0.5
2,PV_0024,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You almost ask.","Ban suyt hoi.",3,1.5
3,PV_0024,BEAT_01_02,HOOK,ESTABLISH,WEIGHT_LINE,"Now you turn the radio up when they cry.","Bay gio ban van radio len khi ho khoc.",9,2.0
4,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You drive a taxi.","Ban lai taxi.",4,0
5,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Twelve hours a day, sometimes fourteen.","Muoi hai tieng mot ngay, co khi muoi bon.",6,0
6,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You know every road in this city.","Ban thuoc moi con duong trong thanh pho nay.",7,0
7,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You know which streets flood in the rain.","Ban biet duong nao ngap khi troi mua.",8,0
8,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You know which passengers want to talk and which ones don't.","Ban biet hanh khach nao muon noi chuyen va nguoi nao khong.",11,0.5
9,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You're good at silence.","Ban gioi im lang.",5,0
10,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You're good at waiting.","Ban gioi cho doi.",4,0
11,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,WEIGHT_LINE,"That's the only skill that matters.","Do la ky nang duy nhat co gia tri.",6,1.0
12,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You remember regulars by name.","Ban nho khach quen theo ten.",5,0
13,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The woman on Tuesdays who sits behind you and talks about her son.","Nguoi phu nu thu Ba ngoi phia sau ke chuyen ve con trai co ay.",12,0
14,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The old man with the cane who always tips too much.","Ong cu chong gay luc nao cung tip nhieu qua.",10,0
15,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You like the conversation.","Ban thich nhung cuoc tro chuyen do.",5,0
16,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"It makes the hours shorter.","No lam may tieng dong ho ngan lai.",5,0
17,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"But the tips aren't enough.","Nhung tien tip khong du.",5,0
18,PV_0024,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"They haven't been enough for a while.","Da khong du tu lau roi.",7,1.0
19,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Someone notices you.","Co nguoi de y ban.",3,0
20,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Not your driving.","Khong phai cach lai xe.",3,0
21,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Your silence.","Su im lang cua ban.",2,0.5
22,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"A man you've never met sits in the back one afternoon.","Mot nguoi dan ong ban chua tung gap ngoi phia sau vao mot buoi chieu.",10,0
23,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"He doesn't give you a destination.","Anh ta khong cho ban diem den.",6,0
24,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"He gives you a phone.","Anh ta dua ban mot cai dien thoai.",5,0
25,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"He says: keep this charged.","Anh ta noi: giu cho no luon day pin.",5,0
26,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"He says: when it buzzes, you drive.","Anh ta noi: khi no rung, ban lai.",7,0
27,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"He says: you don't ask where.","Anh ta noi: khong duoc hoi di dau.",6,0.5
28,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"He hands you an envelope.","Anh ta dua ban mot phong bi.",5,0
29,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"You count it later in the car.","Ban dem lai trong xe.",7,0
30,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"It's more than you make in a month.","Nhieu hon ban kiem duoc trong mot thang.",7,0
31,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"That's before the first drive.","Do la truoc chuyen dau tien.",6,0.5
32,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"You clip the phone to your belt next to the other one.","Ban gai dien thoai len that lung, canh cai kia.",10,0
33,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Two phones now.","Hai dien thoai.",3,0
34,PV_0024,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Neither has your real number.","Khong cai nao co so that cua ban.",5,1.0
35,PV_0024,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"You kiss your daughter's forehead before you leave.","Ban hon tran con gai truoc khi di.",8,0
36,PV_0024,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"She's asleep.","Con be dang ngu.",2,0
37,PV_0024,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Her room smells like soap and laundry detergent.","Phong con be co mui xa phong va nuoc giat.",8,0
38,PV_0024,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"You whisper: I'll be back by morning.","Ban thi tham: sang ba ve.",7,0.5
39,PV_0024,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"You don't know if that's true.","Ban khong biet dieu do co dung khong.",6,0
40,PV_0024,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"But it sounds like something a father says.","Nhung nghe giong cau ma mot nguoi cha se noi.",8,0
41,PV_0024,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"You close the door quietly.","Ban khe dong cua lai.",5,0
42,PV_0024,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"The hallway light flickers.","Den hanh lang nhap nhay.",4,0
43,PV_0024,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"You should fix that.","Ban nen sua cai do.",4,0
44,PV_0024,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"You won't.","Ban se khong.",2,1.0
45,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"The phone buzzes at eleven p.m.","Dien thoai rung luc muoi mot gio dem.",6,0
46,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"A set of coordinates.","Mot day toa do.",4,0
47,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"A pickup time.","Gio don.",3,0
48,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"And a number.","Va mot con so.",3,0.5
49,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"Six.","Sau.",1,0
50,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"You don't know what it means yet.","Ban chua biet no co nghia gi.",7,0
51,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"You rent a sedan from the lot downtown.","Ban thue mot chiec sedan o bai xe trung tam.",8,0
52,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"Never the same car twice.","Khong bao gio cung mot xe.",5,0
53,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"Never your own.","Khong bao gio xe cua ban.",3,0.5
54,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"You adjust the seat.","Ban chinh ghe.",4,0
55,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"You adjust the mirrors.","Ban chinh guong.",4,0
56,PV_0024,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"You drive to the coordinates.","Ban lai den toa do.",5,1.0
57,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"A person gets in at the bus station.","Mot nguoi len xe o tram buyt.",7,0
58,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"No bag.","Khong hanh ly.",2,0
59,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"No name.","Khong ten.",2,0
60,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"They sit in the back and say nothing.","Ho ngoi phia sau va khong noi gi.",7,0
61,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"The seat shifts under them.","Ghe dich duoi nguoi ho.",5,0
62,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"They're wearing thin clothes for how cold it is outside.","Ho mac ao mong so voi cai lanh ben ngoai.",10,0.5
63,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"You check the rearview.","Ban nhin guong.",4,0
64,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"You see their face.","Ban thay mat ho.",4,0
65,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"You almost say something.","Ban suyt noi gi do.",4,0
66,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"The word forms in your throat.","Cau noi hinh thanh trong co hong.",6,0
67,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"Something like: where are we going?","Dai loai nhu: minh di dau?",6,0
68,PV_0024,BEAT_02_05,PHASE_EARLY,ESTABLISH,NARRATION,"But that's their question. Not yours.","Nhung do la cau hoi cua ho. Khong phai cua ban.",6,1.0
69,PV_0024,BEAT_02_06,PHASE_EARLY,CONSTRAINT,NARRATION,"You don't ask.","Ban khong hoi.",3,0.5
70,PV_0024,BEAT_02_06,PHASE_EARLY,CONSTRAINT,NARRATION,"You swallow the word.","Ban nuot cau do lai.",4,0
71,PV_0024,BEAT_02_06,PHASE_EARLY,CONSTRAINT,WEIGHT_LINE,"That is the first time you choose not to know.","Do la lan dau tien ban chon khong biet.",10,0.5
