VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,Word_Count_EN,Pause_After
1,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"There's a scar on your side.",6,0
2,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Long. Curved. Like something was pulled out from under your ribs.",11,0.5
3,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You pull your shirt down.",5,0
4,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Not fast. Just enough so the fabric covers it.",9,0
5,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You've done this so many times your hand doesn't think anymore.",11,0
6,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Every morning before you leave the house.",7,0
7,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Every time someone stands behind you in line.",8,0
8,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The fabric catches on the edge sometimes.",7,0
9,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"A small pull. Like a thread snagging.",7,0
10,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You don't flinch anymore.",4,0.5
11,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Some people have birthmarks. Moles. Freckles.",6,0
12,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Things they were born with.",5,0
13,PV_0021,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"You have this.",3,1.5
14,PV_0021,BEAT_01_02,HOOK,ESTABLISH,WEIGHT_LINE,"They said it grows back.",5,0.5
15,PV_0021,BEAT_01_02,HOOK,ESTABLISH,WEIGHT_LINE,"So you believed them.",4,2.0
16,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The field hasn't grown anything in two seasons.",8,0
17,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You walk out every morning anyway.",6,0
18,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The soil cracks under your feet like something dry breaking apart.",11,0
19,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You bend down and press your thumb into the dirt.",10,0
20,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"It turns to dust.",4,0.5
21,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your child sits on the floor inside the house.",9,0
22,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Not playing. Not crying. Just sitting.",6,0
23,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You don't know when children stop asking for food.",9,0
24,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"But yours doesn't ask anymore.",5,0.5
25,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You count what's left in the jar.",7,0
26,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Rice. Some salt. A small bag of dried something.",9,0
27,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Three days. Maybe four if you skip yours.",8,0
28,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You've been skipping for a while now.",7,0
29,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You don't remember when that started.",6,1.0
30,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"The man comes on Tuesdays.",5,0
31,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He doesn't knock.",3,0
32,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He stands at the edge of your yard and waits.",9,0
33,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Not close. Not far. Just at the edge.",8,0
34,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You know what he's waiting for.",6,0
35,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Everyone on this road knows.",5,0.5
36,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You don't have it.",4,0
37,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You didn't have it last week either.",7,0
38,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Or the week before that.",5,0
39,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He leaves when the sun moves past the tree.",9,0
40,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You watch him go from the doorway.",7,0
41,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Your hands are still wet from washing rice.",8,0
