Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"Scar visible on torso - subject pulls shirt down to hide it",TENSION,28,EMOTIONAL_CLOSEUP,"Close-up: thin stickman pulling worn shirt down, long scar visible on side torso"
BEAT_01_02,HOOK,ESTABLISH,"Weight line: They said it grows back - so you believed them",TENSION,27,TEXT_OVERLAY,"Text overlay: They said it grows back. So you believed them. Dark background"
BEAT_02_01,PHASE_EARLY,ESTABLISH,"Dry field stretching to horizon - your child sits on bare dirt floor",TENSION,38,NARRATIVE_SCENE,"Wide shot: cracked earth field, small hut, tiny stickman child sitting on dirt floor"
BEAT_02_02,PHASE_EARLY,CONSTRAINT,"Debt collector stands outside your yard - does not knock, just stands",TENSION,32,NARRATIVE_SCENE,"Figure standing motionless outside fence, SUBJECT visible through window"
BEAT_02_03,PHASE_EARLY,CONSTRAINT,"The phrase it grows back spreads through the village like a fact",TENSION,35,NARRATIVE_SCENE,"Two villagers talking, one gestures at own side - landscape of small houses"
BEAT_02_04,PHASE_EARLY,REFLECT,"You begin to consider it - not seriously, not yet - but the number stays in your head",TENSION,30,EMOTIONAL_CLOSEUP,"SUBJECT sitting alone at night, staring at nothing, child sleeping behind"
BEAT_03_01,PHASE_CONFLICT,CONFLICT,"Paper is placed on table - handwritten number, no one explains anything",TENSION,32,POV_SHOT,"POV: table surface, a hand enters frame placing folded paper with number written on it"
BEAT_03_02,PHASE_CONFLICT,CONFLICT,"Someone else already took the paper before you - they are gone now",TENSION,25,NARRATIVE_SCENE,"Empty chair where another person sat, door slightly open, SUBJECT looking"
BEAT_03_03,PHASE_CONFLICT,CONFLICT,"Night bus to the city - last hours with your body still complete",DREAD,35,NARRATIVE_SCENE,"SUBJECT sitting on crowded night bus, plastic bag on lap, staring out dark window"
BEAT_03_04,PHASE_CONFLICT,CONFLICT,"Silent waiting room - others sit in same posture, no one looks at anyone",DREAD,28,NARRATIVE_SCENE,"Small room, 3-4 stickmen sitting apart on plastic chairs, fluorescent light"
BEAT_03_05,PHASE_CONFLICT,CRISIS,"Operating room light turns on - you ask how long until it grows back",DREAD,32,POV_SHOT,"POV: lying down, harsh surgical lamp overhead, masked figures standing around"
BEAT_03_06,PHASE_CONFLICT,CRISIS,"No one answers - countdown from ten",DREAD,28,EMOTIONAL_CLOSEUP,"Close-up: SUBJECT face under surgical light, eyes closing, light fading to black"
BEAT_04_01,PHASE_CRISIS,CRISIS,"You wake up lighter - something is different but you cannot name it",DREAD,28,EMOTIONAL_CLOSEUP,"SUBJECT lying on thin mattress, bandage on torso, cheap hotel room, dim light"
BEAT_04_02,PHASE_CRISIS,REFLECT,"You try to stand - body responds wrong - you try to remember what normal felt like - you cannot",CLARITY,30,EMOTIONAL_CLOSEUP,"SUBJECT half-standing, one hand on wall, body tilting, disoriented posture"
BEAT_04_03,PHASE_CRISIS,CONFLICT,"Envelope on bedside table - you do not count it a second time",CLARITY,22,POV_SHOT,"POV: hand holding thin envelope, bills visible but clearly not enough"
BEAT_04_04,PHASE_CRISIS,CRISIS,"Door opens in the room next door - another person is brought in",DREAD,25,NARRATIVE_SCENE,"Hallway view: door opening next room, a figure being guided inside"
BEAT_05_01,PHASE_RESOLUTION,RESOLVE,"Home again - scar hidden under shirt, money pays half the debt",BITTERSWEET,30,NARRATIVE_SCENE,"SUBJECT walking back into village, same worn clothes, fading daylight"
BEAT_05_02,PHASE_RESOLUTION,CONSTRAINT,"Hands tremble when you carry - back will not straighten anymore",BITTERSWEET,28,NARRATIVE_SCENE,"SUBJECT trying to lift load in field, arms shaking, hunched posture"
BEAT_05_03,PHASE_RESOLUTION,REFLECT,"Standing in your yard - across the road someone adjusts their shirt, edge of a scar visible for one second",BITTERSWEET,32,NARRATIVE_SCENE,"SUBJECT standing at fence, looking across road at figure pulling shirt edge down"
BEAT_05_04,PHASE_RESOLUTION,REFLECT,"A vehicle stops near their house - silence - no one speaks, no one reacts",BITTERSWEET,25,NARRATIVE_SCENE,"Vehicle stopped on dirt road near house, figure nearby, stillness"
BEAT_06_01,CALLBACK_CLOSE,CALLBACK,"You pull your shirt down - the scar is still there",BITTERSWEET,22,EMOTIONAL_CLOSEUP,"Mirror of HOOK: SUBJECT pulling shirt down, scar edge disappearing under fabric"
BEAT_06_02,CALLBACK_CLOSE,CTA,"Somewhere someone is always next",BITTERSWEET,18,TEXT_OVERLAY,"Text: And somewhere someone is always next. Fade to black"
