VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,There's a scar on your side.,Co mot vet seo ben hong ban.,6,0
2,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,Long. Curved. Like something was pulled out from under your ribs.,Dai. Cong. Nhu co thu gi bi keo ra tu duoi xuong suon.,11,0.5
3,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,You pull your shirt down.,Ban keo ao xuong.,5,0
4,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,Not fast. Just enough so the fabric covers it.,Khong nhanh. Chi vua du de vai che di.,9,0
5,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,You've done this so many times your hand doesn't think anymore.,Ban da lam viec nay nhieu den muc tay ban khong can nghi nua.,11,0
6,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,Every morning before you leave the house.,Moi sang truoc khi ra khoi nha.,7,0
7,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,Every time someone stands behind you in line.,Moi lan co ai do dung sau ban trong hang.,8,0
8,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,The fabric catches on the raised edge sometimes.,Doi khi vai vuong vao mep seo noi len.,8,0
9,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,A small pull. Like a thread snagging on something it shouldn't.,Mot cai keo nhe. Nhu soi chi mac vao cho khong nen mac.,11,0
10,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,You don't flinch anymore.,Ban khong con giat minh nua.,4,0.5
11,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,Some people have birthmarks. Moles. Things they were born with.,Co nguoi co bot. Not ruoi. Nhung thu ho sinh ra da co.,10,0
12,PV_0021,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,You have this.,Ban co cai nay.,3,1.5
13,PV_0021,BEAT_01_02,HOOK,ESTABLISH,NARRATION,They said it grows back.,Ho noi no se moc lai.,5,0.5
14,PV_0021,BEAT_01_02,HOOK,ESTABLISH,WEIGHT_LINE,So you believed them.,Nen ban da tin.,4,2.0
15,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,The field hasn't grown anything in two seasons.,Canh dong khong moc gi duoc hai mua roi.,8,0
16,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,You walk out every morning anyway because that's what you do.,Ban van ra dong moi sang vi do la viec ban lam.,11,0
17,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,The soil cracks under your feet like something dry breaking apart.,Dat nut duoi chan ban nhu thu gi kho dang vo ra.,11,0
18,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,You bend down and press your thumb into the dirt.,Ban cui xuong an ngon tay vao dat.,10,0
19,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,It turns to dust between your fingers.,No thanh bui giua cac ngon tay ban.,7,0
20,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,WEIGHT_LINE,Nothing holds.,Khong gi giu duoc.,2,0.5
