VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,Word_Count_EN,Pause_After
1,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"There's a scar on your side.",6,0
2,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Long. Curved. Like something was pulled out from under your ribs.",11,0.5
3,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You pull your shirt down.",5,0
4,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Not fast. Just enough so the fabric covers it.",9,0
5,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You've done this so many times your hand doesn't think anymore.",11,0
6,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Every morning before you leave the house.",7,0
7,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Every time someone stands behind you in line.",8,0
8,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The fabric catches on the raised edge sometimes.",8,0
9,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"A small pull. Like a thread snagging on something it shouldn't.",11,0
10,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You don't flinch anymore.",4,0.5
11,PV_0021,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Some people have birthmarks. Moles. Things they were born with.",10,0
12,PV_0021,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"You have this.",3,1.5
13,PV_0021,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"They said it grows back.",5,0.5
14,PV_0021,BEAT_01_02,HOOK,ESTABLISH,WEIGHT_LINE,"So you believed them.",4,2.0
15,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The field hasn't grown anything in two seasons.",8,0
16,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You walk out every morning anyway because that's what you do.",11,0
17,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The soil cracks under your feet like something dry breaking apart.",11,0
18,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You bend down and press your thumb into the dirt.",10,0
19,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"It turns to dust between your fingers.",7,0
20,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Nothing holds.",2,0.5
21,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your child sits on the floor inside the house.",9,0
22,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Not playing. Not crying. Just sitting there like that's a thing to do.",13,0
23,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You don't know when children stop asking for food.",9,0
24,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"But yours stopped.",3,0.5
25,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You count what's left in the jar.",7,0
26,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Rice. Some salt. A small bag of dried something you can't name anymore.",13,0
27,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Three days. Maybe four if you skip yours.",8,0
28,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You've been skipping for a while now.",7,0
29,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your stomach doesn't even complain anymore.",6,0
30,PV_0021,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You don't remember when that started.",6,1.0
31,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"The man comes on Tuesdays.",5,0
32,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He doesn't knock.",3,0
33,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He stands at the edge of your yard and waits.",9,0
34,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Not close enough to seem aggressive.",6,0
35,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Not far enough to ignore.",5,0
36,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Just at the edge. Like he's part of the fence.",10,0.5
37,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You know what he's waiting for.",6,0
38,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Everyone on this road knows.",5,0
39,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You don't have it.",4,0
40,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You didn't have it last week. Or the week before.",10,0
41,PV_0021,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He leaves when the sun moves past the tree at the corner.",12,0
