Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,TENSION,"Stethoscope on chest. Heartbeat steady. You write 'unremarkable' on the form.","Stethoscope on the chest. Left hand steadies. Right hand listens. The heartbeat is steady. You write one word on the form. Unremarkable.",24
BEAT_01_02,HOOK,CONSTRAINT,TENSION,"Same equipment. Different purpose.","Same equipment. Same gloves. Same fluorescent light overhead. Different room. Different purpose. You don't think about the difference anymore.",20
BEAT_01_03,HOOK,REFLECT,DREAD,"You do not remember which room you are in.","Two hands. Two rooms. The hands don't change. Only what they're used for.",15
BEAT_02_01,PHASE_EARLY,TIME_MARKER,TENSION,"You are twenty-nine. Medical school debt compounds faster than your salary.","You are twenty-nine. Medical school cost more than your parents' house. The debt compounds monthly. Your hospital salary covers rent. Not the interest.",22
BEAT_02_02,PHASE_EARLY,ESTABLISH,TENSION,"The broker calls you Doctor. He has a simple request.","A man calls your office line. He calls you Doctor. Not your name. He has a simple request. Blood compatibility test. Tissue typing. Standard workup. He'll send the patient. You'll run the labs. No one will know.",37
BEAT_02_03,PHASE_EARLY,CONSTRAINT,DREAD,"The exam room is at the end of an alley. Equipment old but functional.","The address is a back office behind a pharmacy. End of an alley. The light is yellow. The equipment is old but functional. Stethoscope. Blood pressure cuff. Sample tubes. Everything you'd find in a real clinic. Because it is one. Just not yours.",42
BEAT_02_04,PHASE_EARLY,CONFLICT,DREAD,"First donor sits across from you. Eyes down. Hand trembles. Check twice.","The first one sits across from you. Thin. Eyes down. You place the stethoscope on his chest. Your hand is not steady. You check the blood pressure twice. You listen to the heart twice. You write the results on a form with no letterhead. You sign at the bottom.",46
BEAT_02_05,PHASE_EARLY,REFLECT,DREAD,"You sign the form. Drive home. Wash your hands three times.","You drive home. The envelope is in the glove compartment. You don't count it until the car is parked. Three months of hospital overtime in a single envelope. You wash your hands before dinner. You wash them again before bed. You wash them a third time. The soap is the same soap.",46
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,TENSION,"Morning shift. Patient. 'Within range.' She says thank you.","Morning. Eleven o'clock. A woman sits on your exam table. Routine checkup. You listen to her heart. You take her blood pressure. You write: within normal range. She smiles. She says thank you.",33
BEAT_03_02,PHASE_CONFLICT,CONTRAST,TENSION,"Evening. Donor. 'Within range.' Same tone. He says nothing.","That evening. A man sits on a different table. You listen to his heart. You take his blood pressure. You write: within normal range. Same words. Same handwriting. Same pen. He doesn't smile. He doesn't say anything.",35
BEAT_03_03,PHASE_CONFLICT,CONFLICT,TENSION,"You stop checking twice. Then stop checking once.","You stop checking twice. You used to listen to the heart and then listen again. Now you listen once. Then you stop listening that long. The stethoscope still works the same way. Your ears still hear the same thing.",37
BEAT_03_04,PHASE_CONFLICT,CONSTRAINT,DREAD,"False-name sample between two real patients on lab tray.","The sample goes through the hospital lab. You write a name on the tube that doesn't belong to anyone. It sits between the ten o'clock cholesterol panel and the eleven o'clock thyroid check. Your handwriting on the false name is steady now. It used to shake. It doesn't.",45
BEAT_03_05,PHASE_CONFLICT,CONFLICT,DREAD,"Donor asks: 'Is this safe?' You answer the way you practiced.","A donor looks at you during the exam. He asks: is this safe. You answer the way you've practiced. Same tone you use in the morning clinic. Same pause before the reassurance. Everything is within normal range. No abnormalities detected. He believes you because you sound like a doctor. You sound like a doctor because you are one.",50
BEAT_03_06,PHASE_CONFLICT,REFLECT,DREAD,"Checkbox on the form. You hesitate. Not because you don't know. Because you do.","The form has a checkbox at the bottom. Suitable for procedure. Your pen hovers. Not because you don't know the answer. Because you do. You know exactly what the checkbox means. You know where the form goes after you sign it. You know what happens to the person sitting in front of you.",47
BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,TENSION,"You mark it. Next time you don't hesitate.","You check the box. You sign. The next one comes two weeks later. You don't hesitate. The one after that comes a week later. You don't look up from the form.",30
BEAT_04_01,PHASE_CRISIS,CRISIS,DREAD,"New sample. Volume smaller than usual. You don't ask.","A new sample arrives. Smaller volume than usual. The tube is light in your hand. You don't ask why.",18
BEAT_04_02,PHASE_CRISIS,CONFLICT,DREAD,"Broker calls. Results? You look at the numbers. You say no.","The broker calls. Results? You look at the numbers. Kidney function is borderline. You could clear it. You've cleared worse. But the volume. The tube that was too light. You say: not compatible. You don't sign.",34
BEAT_04_03,PHASE_CRISIS,CRISIS,DREAD,"One week later. Another doctor cleared them. System doesn't need your permission.","One week later. The broker calls again. A different doctor cleared the sample. Someone less careful. Or maybe just less hesitant. It didn't matter that you said no. It mattered that someone said yes. The system doesn't need your signature. It needs a signature.",43
BEAT_04_04,PHASE_CRISIS,REFLECT,CLARITY,"Next call. You don't check volume. You read blood type. You sign.","The next time the broker calls, you don't look at the volume. You read the blood type. You read the kidney function. You read the compatibility score. You sign. You don't ask anything you don't need to know. You've learned what you don't need to know.",43
BEAT_05_01,PHASE_RESOLUTION,RESOLVE,CLARITY,"You stop reading the name on the form. Blood type. Kidney function. That's all.","You stop reading the name on the form. The name is at the top. You start at the middle. Blood type. Kidney function. Tissue match. Compatibility. That's everything you need. That's everything the broker needs. The name was never the point.",37
BEAT_05_02,PHASE_RESOLUTION,REFLECT,BITTERSWEET,"Morning: stethoscope, notes, signature. Evening: same.","Morning shift. Stethoscope on a patient's chest. Notes on a clipboard. Signature at the bottom. Evening. Stethoscope on a donor's chest. Notes on a clipboard. Signature at the bottom. Same stethoscope. Same clipboard. Same pen. Same hand.",36
BEAT_05_03,PHASE_RESOLUTION,RESOLVE,BITTERSWEET,"You didn't become a monster. You just stopped noticing the difference.","You didn't become a different person. You didn't cross a line. The line moved. Or maybe it was never there. You just do what you were trained to do. Observe. Translate. Write it down. Sign.",33
BEAT_05_04,PHASE_RESOLUTION,REFLECT,BITTERSWEET,"Someone asks what you do. You say: doctor.","Someone at a dinner asks what you do for a living. You say: doctor. They nod. They don't ask which kind. You don't add anything. You don't subtract anything.",28
BEAT_06_01,CALLBACK,CALLBACK,DEEP_CONNECTION,"Stethoscope on chest. Heartbeat steady. You write 'unremarkable.'","Stethoscope on the chest. Left hand steadies. Right hand listens. The heartbeat is steady. You write one word on the form. Unremarkable. No abnormalities detected.",25
BEAT_06_02,CALLBACK,CTA,DEEP_CONNECTION,"You walk into the room. You don't remember which one.","You walk into the room. You pick up the clipboard. You don't check which room you're in. It doesn't matter. The exam is the same.",23
