Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"Stethoscope on chest. Heartbeat steady. You write 'unremarkable' on the form.",TENSION,25,POV_SHOT,"Close-up: stickman doctor placing stethoscope on patient chest, clipboard in other hand, clinical exam room"
BEAT_01_02,HOOK,CONSTRAINT,"Same equipment. Different purpose. Same hands. Only the room changes.",TENSION,25,TEXT_OVERLAY,"Split frame: identical medical equipment in two rooms - one bright clinic, one dim back office"
BEAT_01_03,HOOK,REFLECT,"You do not remember which room you are in. It does not matter anymore.",DREAD,22,EMOTIONAL_CLOSEUP,"Doctor stickman standing alone between two doors, lab coat identical in both frames"
BEAT_02_01,PHASE_EARLY,TIME_MARKER,"You are twenty-nine. Medical school debt compounds faster than your salary.",TENSION,20,NARRATIVE_SCENE,"Doctor stickman at desk with stack of bills, hospital corridor in background"
BEAT_02_02,PHASE_EARLY,ESTABLISH,"The broker calls you Doctor. Not your name. He has a simple request. Blood test. Compatibility check. No one will know.",TENSION,28,NARRATIVE_SCENE,"Doctor stickman holding phone, shadow figure on other end, evening light"
BEAT_02_03,PHASE_EARLY,CONSTRAINT,"The exam room is at the end of an alley. The equipment is old but functional. The light is yellow.",DREAD,22,POV_SHOT,"Dim back-room clinic setup: exam chair, basic equipment, single overhead light"
BEAT_02_04,PHASE_EARLY,CONFLICT,"The first donor sits across from you. Eyes down. You place the stethoscope. Your hand trembles. You check twice.",DREAD,28,EMOTIONAL_CLOSEUP,"Doctor stickman with trembling hand placing stethoscope on thin donor stickman (dot eyes + fearful mouth), exam room"
BEAT_02_05,PHASE_EARLY,REFLECT,"You sign the form. You drive home. You wash your hands three times before you sleep.",DREAD,25,NARRATIVE_SCENE,"Doctor stickman at sink washing hands, lab coat hanging on door, night outside window"
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,"Morning shift. A patient sits on your table. You listen. You write 'within range.' She says thank you.",TENSION,25,NARRATIVE_SCENE,"Bright legitimate clinic: doctor stickman examining patient (faceless), clipboard, professional setting"
BEAT_03_02,PHASE_CONFLICT,CONTRAST,"Evening. A donor sits on a different table. You listen. You write 'within range.' Same tone. He says nothing.",TENSION,25,CONTRAST_SPLIT,"Split frame: morning clinic (patient says thank you) vs evening back office (donor silent), identical doctor posture"
BEAT_03_03,PHASE_CONFLICT,CONFLICT,"You stop checking twice. Then you stop checking once. The stethoscope still works the same way.",TENSION,22,NARRATIVE_SCENE,"Doctor stickman placing stethoscope casually, no hesitation, quicker motion than EARLY phase"
BEAT_03_04,PHASE_CONFLICT,CONSTRAINT,"You slide the sample between two real patients on the lab tray. Your handwriting on the false name is steady now.",DREAD,25,POV_SHOT,"Close-up: lab tray with three sample tubes, middle one with different label, doctor hand placing it"
BEAT_03_05,PHASE_CONFLICT,CONFLICT,"A donor asks: is this safe? You answer the way you practiced. Same sentence. Same pause before the word 'yes.'",DREAD,25,EMOTIONAL_CLOSEUP,"Doctor stickman facing donor (faceless), mouth open speaking, donor seated on exam chair"
BEAT_03_06,PHASE_CONFLICT,REFLECT,"The checkbox on the form. You hesitate before marking it. Not because you do not know. Because you do.",DREAD,22,POV_SHOT,"Extreme close-up: pen hovering over checkbox on medical form, doctor hand gripping pen"
BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,"You mark it. Next time you do not hesitate. The pen moves the same distance either way.",TENSION,20,NARRATIVE_SCENE,"Doctor stickman signing form without looking up, pen moving quickly, stack of completed forms beside"
BEAT_04_01,PHASE_CRISIS,CRISIS,"A new sample arrives. The volume is smaller than usual. You do not ask why.",DREAD,22,POV_SHOT,"Close-up: small blood sample vial in doctor's hand, noticeably smaller than usual"
BEAT_04_02,PHASE_CRISIS,CONFLICT,"The broker calls. Results? You look at the numbers on the paper. You say no. First time.",DREAD,25,NARRATIVE_SCENE,"Doctor stickman on phone, holding lab results, mouth saying no, broker shadow on other end"
BEAT_04_03,PHASE_CRISIS,CRISIS,"One week later. The broker calls again. Another doctor cleared them. The system does not need your permission. It needs a permission.",DREAD,28,EMOTIONAL_CLOSEUP,"Doctor stickman alone, phone down, staring at wall, realization"
BEAT_04_04,PHASE_CRISIS,REFLECT,"Next call. You do not check the volume. You read the blood type. You read the kidney function. You sign.",CLARITY,25,NARRATIVE_SCENE,"Doctor stickman signing form mechanically, not looking at sample, pen moving without pause"
BEAT_05_01,PHASE_RESOLUTION,RESOLVE,"You stop reading the name on the form. Blood type. Kidney function. Compatibility. That is all you need.",CLARITY,25,NARRATIVE_SCENE,"Close-up: form with name field blurred/ignored, doctor eyes on data fields only"
BEAT_05_02,PHASE_RESOLUTION,REFLECT,"Morning: stethoscope, notes, signature. Evening: stethoscope, notes, signature. Same hands. Same pen. Same form.",BITTERSWEET,28,CONTRAST_SPLIT,"Side-by-side: morning clinic and evening back office - doctor performing identical sequence in both"
BEAT_05_03,PHASE_RESOLUTION,RESOLVE,"You did not become a monster. You just stopped noticing the difference.",BITTERSWEET,22,EMOTIONAL_CLOSEUP,"Doctor stickman walking through corridor, lab coat, blank expression, indistinguishable setting"
BEAT_05_04,PHASE_RESOLUTION,REFLECT,"Someone asks what you do. You say: doctor. Nothing more. Nothing less.",BITTERSWEET,20,NARRATIVE_SCENE,"Doctor stickman in casual setting, talking to someone (faceless), calm neutral posture"
BEAT_06_01,CALLBACK,CALLBACK,"Stethoscope on chest. Heartbeat steady. You write 'unremarkable.' No abnormalities detected.",DEEP_CONNECTION,25,POV_SHOT,"Mirror of HOOK: identical composition - stethoscope on chest, clipboard, pen writing 'unremarkable'"
BEAT_06_02,CALLBACK,CTA,"You walk into the room. You do not remember which one.",DEEP_CONNECTION,20,EMOTIONAL_CLOSEUP,"Doctor stickman stepping through doorway into ambiguous room - could be clinic or back office, indistinguishable"
