Strip_ID,Start_VO_ID,End_VO_ID,VO_Count,Life_Phase,Scene_Type,Duration_Sec,Strip_Summary
PV_0023_001,1,3,3,HOOK,POV_SHOT,6,"First-person view: stethoscope placed on patient chest, bright clinical exam room"
PV_0023_002,4,5,2,HOOK,TEXT_OVERLAY,5.2,Bold white text on dark grey background: 'Unremarkable.'
PV_0023_003,6,7,2,HOOK,NARRATIVE_SCENE,8.4,Doctor stickman in exam room. Morning patient exits smiling vs current figure seated silent
PV_0023_004,8,10,3,HOOK,TEXT_OVERLAY,7.1,Bold text on dark background: 'Same equipment. Different purpose.'
PV_0023_005,11,13,3,HOOK,NARRATIVE_SCENE,9.8,Doctor stickman looking at own hands. Two doorways behind - one bright one dark
PV_0023_006,14,17,4,HOOK,NARRATIVE_SCENE,11.1,Doctor stickman in corridor between training certificates. Lab coat and stethoscope. That's the problem
PV_0023_007,18,19,2,HOOK,NARRATIVE_SCENE,11.5,Doctor stickman at exam desk with clock. Compatibility forms and lab equipment
PV_0023_008,20,20,1,HOOK,TEXT_OVERLAY,4.8,Bold white text on dark background: 'You are good at your job.'
PV_0023_009,21,22,2,PHASE_EARLY,NARRATIVE_SCENE,6.5,Doctor stickman at desk with diploma and stack of bills. Modest apartment
PV_0023_010,23,25,3,PHASE_EARLY,NARRATIVE_SCENE,13.5,"Doctor stickman reviewing paycheck at desk. Debt growing, interest unpaid"
PV_0023_011,26,27,2,PHASE_EARLY,NARRATIVE_SCENE,7.8,Doctor stickman alone in hospital cafeteria eating cheap lunch
PV_0023_012,28,30,3,PHASE_EARLY,NARRATIVE_SCENE,10.7,Doctor stickman walking hospital corridor. Good at medicine but debt remains
PV_0023_013,31,33,3,PHASE_EARLY,NARRATIVE_SCENE,8.3,Doctor stickman holding office phone. Shadow figure on other end. Evening light
PV_0023_014,34,36,3,PHASE_EARLY,NARRATIVE_SCENE,7.9,"Phone conversation detail. Medical terms: blood compatibility, tissue typing"
PV_0023_015,37,39,3,PHASE_EARLY,NARRATIVE_SCENE,8.3,Doctor stickman listening on phone. Notepad with instructions and arrangement
PV_0023_016,40,41,2,PHASE_EARLY,NARRATIVE_SCENE,11.2,Doctor stickman still on phone. Private arrangement described professionally
PV_0023_017,42,43,2,PHASE_EARLY,NARRATIVE_SCENE,6,Doctor stickman hearing money amount. Notepad showing more than monthly salary
PV_0023_018,44,46,3,PHASE_EARLY,EMOTIONAL_CLOSEUP,7.5,Doctor stickman at desk. Phone down. Hand writing address. Tense expression. Cool blue wash
PV_0023_019,47,48,2,PHASE_EARLY,POV_SHOT,8.3,"First-person entering back office. Metal gate behind, narrow alley visible outside"
PV_0023_020,49,50,2,PHASE_EARLY,NARRATIVE_SCENE,7.8,Dim exam room interior. Yellow humming light. Old but functional equipment
PV_0023_021,51,52,2,PHASE_EARLY,NARRATIVE_SCENE,6.5,"Medical equipment on tray: stethoscope, blood cuff, sample tubes. Sharps container overfull"
PV_0023_022,53,55,3,PHASE_EARLY,TEXT_OVERLAY,8,Bold text on dark background: 'Just not yours.'
PV_0023_023,56,58,3,PHASE_EARLY,EMOTIONAL_CLOSEUP,10.7,"Thin donor stickman (dot eyes, fearful mouth) seated on chair. Doctor standing opposite. Dread grey vignette"
PV_0023_024,59,61,3,PHASE_EARLY,NARRATIVE_SCENE,14.8,Doctor stickman placing stethoscope on donor chest. Shoes untied. Hand unsteady
PV_0023_025,62,63,2,PHASE_EARLY,NARRATIVE_SCENE,8.3,Doctor stickman checking blood pressure twice. Listening to heart twice
PV_0023_026,64,65,2,PHASE_EARLY,NARRATIVE_SCENE,7,Doctor stickman pausing after readings. Hands already knew the answer
PV_0023_027,66,67,2,PHASE_EARLY,NARRATIVE_SCENE,9.2,"Doctor stickman signing blank form at desk. No letterhead, just handwriting"
PV_0023_028,68,68,1,PHASE_EARLY,NARRATIVE_SCENE,4.2,Close view of pen in doctor's hand. Pen heavy. Single light overhead
PV_0023_029,69,70,2,PHASE_EARLY,NARRATIVE_SCENE,10.6,"Doctor stickman driving car at night, radio off. Past hospital and gas station"
PV_0023_030,71,72,2,PHASE_EARLY,NARRATIVE_SCENE,7.4,Streetlights passing through windshield one at a time. Doctor counting three
PV_0023_031,73,74,2,PHASE_EARLY,NARRATIVE_SCENE,9.3,Doctor stickman in parked car. Opening envelope from glove compartment
PV_0023_032,75,77,3,PHASE_EARLY,TEXT_OVERLAY,8.8,Bold text on dark background: 'One exam. One form. One signature.'
PV_0023_033,78,79,2,PHASE_EARLY,NARRATIVE_SCENE,6,"Doctor stickman at home. Telling self it was just a blood test, just numbers"
PV_0023_034,80,81,2,PHASE_EARLY,NARRATIVE_SCENE,7,Doctor stickman staring at wall. This test went to a different address
PV_0023_035,82,84,3,PHASE_EARLY,NARRATIVE_SCENE,11.1,Doctor stickman at bathroom sink washing hands third time. Faucet running
PV_0023_036,85,87,3,PHASE_EARLY,EMOTIONAL_CLOSEUP,9.3,Doctor stickman looking at own hands under bathroom light. Hands smell different. Warm amber edges
PV_0023_037,88,90,3,PHASE_CONFLICT,NARRATIVE_SCENE,7.4,Bright legitimate clinic morning. Doctor examining patient (faceless) on table
PV_0023_038,91,93,3,PHASE_CONFLICT,NARRATIVE_SCENE,10.7,"Doctor stickman writing 'within range.' Patient (faceless) smiling, saying thank you"
PV_0023_039,94,95,2,PHASE_CONFLICT,NARRATIVE_SCENE,13.5,Doctor stickman nodding at patient. Morning routine. Everything feels normal
PV_0023_040,96,96,1,PHASE_CONFLICT,NARRATIVE_SCENE,3.8,Doctor stickman in corridor thinking. From outside this morning looks like training
PV_0023_041,97,99,3,PHASE_CONFLICT,NARRATIVE_SCENE,6.9,Evening. Back office behind pharmacy. Donor (faceless) on different table
PV_0023_042,100,102,3,PHASE_CONFLICT,NARRATIVE_SCENE,8.8,Doctor stickman listening to donor's heart. Same way. Writing 'within range.'
PV_0023_043,103,104,2,PHASE_CONFLICT,NARRATIVE_SCENE,6,"Same pen, same handwriting, same words. Donor doesn't smile, doesn't speak"
