Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,WONDER,"You pull them over. You put them in the car. You don't book them.","You pull them over. You put them in the car. You don't call it in.",16
BEAT_01_02,HOOK,ESTABLISH,WONDER,"Not because you forgot. Because you decided not to.","Not because you forgot. Because you decided not to.",9
BEAT_01_03,HOOK,ESTABLISH,WONDER,"They were never here.","They were never here.",4
BEAT_02_01,PHASE_EARLY,ESTABLISH,WONDER,"First week. See cop lead someone past booking desk. Door with no label. Doesn't come back.","First week on patrol. You see a cop walk someone past the booking desk. Past the terminal. Past the cameras. Through a door with no label. He doesn't come back. Neither does the person.",33
BEAT_02_02,PHASE_EARLY,CONSTRAINT,TENSION,"Ask senior: Where does that door go? Answer is a look. Not a word.","You ask the senior cop. Where does that door go? He doesn't answer. He just looks at you. The kind of look that closes a conversation before it starts.",29
BEAT_02_03,PHASE_EARLY,REFLECT,TENSION,"The waiting room. Everyone knows. No one says. You have not participated. You have not touched. But you are silent.","The waiting room. That's what they call it. Everyone on the floor knows. No one says it out loud. You haven't touched anything. You haven't walked anyone through that door. But you know where it leads. And you're quiet.",38
BEAT_02_04,PHASE_EARLY,REFLECT,TENSION,"Silence is the first disappearance.","Silence is the first disappearance.",5
BEAT_03_01,PHASE_CONFLICT,CONFLICT,TENSION,"3AM. Too much paperwork. Turn left instead of right. Door with no label. Room with no camera.","Three AM. Arrest goes sideways. Too much paperwork. You turn left instead of right. Past the booking desk. Past the cameras. The door with no label. The room with no camera.",30
BEAT_03_02,PHASE_CONFLICT,CONFLICT,TENSION,"Does anyone know you're here? No. Door opens. Phone rings 3 times during drive. Turn it off. Remove battery. Battery in pocket.","Does anyone know you're here? They say no. The door closes. During the drive their phone rang three times. You turned it off. Removed the battery. Put it in your jacket pocket.",31
BEAT_03_03,PHASE_CONFLICT,REFLECT,TENSION,"Next morning: they're gone. No one asks. Friend calls precinct. No one by that name was brought in. System works. You exhale. First hit.","Next morning the room's empty. No one asks. Two days later a friend calls the precinct. You hear the desk sergeant across the room. No one by that name was brought in. It's true. You never brought them in. You brought them somewhere else. You exhale. First time.",42
BEAT_03_04,PHASE_CONFLICT,REFLECT,DREAD,"Check system 3 times. Not for them. For yourself. They were never here.","You check the system. Once. Twice. Three times. No record. Not for them. For yourself. They were never here.",19
BEAT_03_05,PHASE_CONFLICT,ESTABLISH,TENSION,"The second time, it's not easier. It's clearer. You're not testing it. You're using it.","The second time it's not easier. It's clearer. You're not testing the system anymore. You're using it.",17
BEAT_03_06,PHASE_CONFLICT,CONFLICT,DREAD,"Second time. You CHOOSE. Not because of paperwork. Because you can. Test boundaries: person with a phone that keeps ringing. Person with a job.","This time you choose. Not because of paperwork. Because you can. You start testing. Person with a phone that keeps ringing. Person who mentions a job. Person who looks like someone's waiting for them.",33
BEAT_03_07,PHASE_CONFLICT,CONFLICT,DREAD,"Person who answers yes. You BOOK this one. Normal process. The contrast is the reveal: you are choosing who gets rights.","One of them answers yes. Does anyone know you're here? Yes. My wife. You book this one. Full process. Fingerprints. Phone call. Lawyer. The normal way. The contrast is the point. You're choosing who gets rights.",35
BEAT_03_08,PHASE_CONFLICT,CONFLICT,DREAD,"The lawyer calls. No record. The client is in the room. Thirty feet.","The lawyer calls. You hear the sergeant. No record of that name. The client is in the room. Thirty feet from the phone.",21
BEAT_03_09,PHASE_CONFLICT,CONFLICT,DREAD,"Lawyer calls again. Same answer. Client stops asking for phone. Walk past room. Hear voice. Recognize it. Don't stop.","The lawyer calls again. Same answer. Same silence after. The client stops asking for the phone. You walk past the room. You hear a voice inside. You recognize it. You don't stop.",31
BEAT_03_10,PHASE_CONFLICT,REFLECT,DREAD,"How many right now. Check it like checking the weather. The number. Not names.","How many right now. You check it the way other people check the weather. A number. Not names. Never names.",19
BEAT_03_11,PHASE_CONFLICT,REFLECT,DREAD,"Check room before shift. Not empty. Should be. Don't remember putting them there. Either you forgot. Or the room has another user.","You check the room before your shift. It's not empty. It should be. You don't remember putting anyone there. Either you forgot. Or the room has another user now.",28
BEAT_03_12,PHASE_CONFLICT,REFLECT,DREAD,"Count doesn't match. One more. Recount. Same number. Room has exceeded the cop.","You count. One more than you remember. You recount. Same number. The room has exceeded the cop. The infrastructure is alive.",20
BEAT_03_13,PHASE_CONFLICT,CONFLICT,DREAD,"You stop choosing carefully. You start choosing conveniently.","You stop choosing carefully. You start choosing conveniently.",9
BEAT_04_01,PHASE_CRISIS,CRISIS,DREAD,"Person stops asking about phone. Asks when they can leave. You don't answer. Question assumes they arrived.","The person in the room stops asking about the phone. They ask when they can leave. You don't answer. The question assumes they arrived.",23
BEAT_04_02,PHASE_CRISIS,CRISIS,DREAD,"Night. Near booking desk. Phone rings. You know who the child is calling about. Child's voice. Looking for parent. No one by that name was brought in.","Night. You're standing near the booking desk. The phone rings. You know who the child is calling about. A child's voice. Looking for a parent. The sergeant picks up. No one by that name was brought in tonight.",36
BEAT_04_03,PHASE_CRISIS,CRISIS,DREAD,"Child asks again. Same answer. Almost step forward. Almost. Foot moves. Weight shifts. Stops. Stepping forward means unwinding every absence.","The child asks again. Same answer. You almost step forward. Almost. Your foot moves. Your weight shifts. Then it stops. Because stepping forward means unwinding every absence you ever made.",30
BEAT_04_04,PHASE_CRISIS,REFLECT,CLARITY,"30 feet. One wall. Child hangs up. Dial tone. They were never here. System works. Database empty. Silence.","Thirty feet. One wall. The door with no label. The child hangs up. Dial tone. They were never here. The system works. The database is empty.",25
BEAT_05_01,PHASE_RESOLUTION,RESOLVE,CLARITY,"New cop sees you turn left. Doesn't ask. What person? Your words. Their mouth.","New cop sees you turn left instead of right. Doesn't ask where you're going. A week later someone mentions the room. What person? Your words. Coming out of their mouth.",29
BEAT_05_02,PHASE_RESOLUTION,RESOLVE,CLARITY,"New cop holds door. Doesn't look inside. New cop leads someone to room alone.","The new cop holds the door. Doesn't look inside. Two weeks later the new cop leads someone to the room alone. You weren't there. Nobody told them.",26
BEAT_05_03,PHASE_RESOLUTION,REFLECT,CLARITY,"Hear new cop ask: Does anyone know you're here? You don't remember teaching them. You don't remember learning it either.","You hear the new cop ask the question. Does anyone know you're here? You don't remember teaching them that. You don't remember learning it either.",24
BEAT_05_04,PHASE_RESOLUTION,REFLECT,CLARITY,"They don't ask what's in the room. You didn't either. They were never here. You check the system. No record.","They don't ask what's in the room. You didn't either. They were never here. You check the system. No record. You can't tell if you erased them or never entered them.",31
BEAT_06_01,CALLBACK_CLOSE,CALLBACK,BITTERSWEET,"The phone. It rang three times. You delete it. Names create records. Records create people.","The phone. It rang three times. You find the memory. You delete it. Names create records. Records create people. You've learned to think in absences.",25
BEAT_06_02,CALLBACK_CLOSE,CALLBACK,BITTERSWEET,"Someone new in the car. Same route. Same door. Same room. Don't ask their name.","Someone new in the car. Same route. Same left turn. Same door with no label. Same room. You don't ask their name.",21
BEAT_06_03,CALLBACK_CLOSE,CTA,CLARITY,"They were never here. You don't remember if they were.","They were never here. You don't remember if they were.",10
