VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,Word_Count_EN,Pause_After
1,PV_0025,BEAT_00_01,HOOK,ESTABLISH,NARRATION,"The camera turns off.",4,0.5
2,PV_0025,BEAT_00_01,HOOK,ESTABLISH,NARRATION,"You have seventeen seconds.",5,0.5
3,PV_0025,BEAT_00_01,HOOK,ESTABLISH,NARRATION,"That's all the time you need.",6,0.5
4,PV_0025,BEAT_00_01,HOOK,ESTABLISH,NARRATION,"The alley's dark. One streetlight buzzing at the far end.",10,0
5,PV_0025,BEAT_00_01,HOOK,ESTABLISH,NARRATION,"In those seventeen seconds, the crime happens.",7,0.5
6,PV_0025,BEAT_00_01,HOOK,ESTABLISH,WEIGHT_LINE,"Not the one on the street. The one you create.",9,1.5
7,PV_0025,BEAT_00_02,HOOK,ESTABLISH,NARRATION,"You tap the bag through their pocket. Casual.",7,0
8,PV_0025,BEAT_00_02,HOOK,ESTABLISH,NARRATION,"Like checking for a lighter. Like you've done it a hundred times.",11,0
9,PV_0025,BEAT_00_02,HOOK,ESTABLISH,NARRATION,"Because you have.",3,0.5
10,PV_0025,BEAT_00_02,HOOK,ESTABLISH,NARRATION,"You reach in. You pull it out. Hold it up where the dash camera can see.",14,0.5
11,PV_0025,BEAT_00_02,HOOK,ESTABLISH,NARRATION,"Evidence.",1,1.0
12,PV_0025,BEAT_00_03,HOOK,CONSTRAINT,WEIGHT_LINE,"You don't find evidence. You place it.",7,2.0
13,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"You graduate the academy on a Tuesday.",7,0.5
14,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your mother takes a photo. You don't remember if you smiled.",10,0
15,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your uniform is clean. Creases sharp. Shoes so new they squeak on the tile.",13,0.5
16,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"Badge still has that weight to it when you pin it on.",11,0
17,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"Like it means something. Like every arrest you make will matter. Like the whole thing is honest.",16,0.5
18,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"You believe the system works. That's why you're here.",9,0.5
19,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"Protect and serve. It's on the side of every patrol car in the lot.",13,0.5
20,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"You run your thumb across the badge once before you get in the car.",13,1.0
21,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"First week on patrol.",4,0.5
22,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"You watch a man you know is guilty walk out of the courtroom.",12,0.5
23,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"Not enough evidence. That's what the prosecutor says. She doesn't look at you when she says it.",15,0
24,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"The judge says something you don't catch. Doesn't matter.",9,0
25,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"The man walks. He doesn't even hurry. Pushes the door open with one hand.",13,0.5
26,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"You stand there in the gallery. Your hands are in your pockets.",11,0
27,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"You don't remember putting them there.",6,0.5
28,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"The hallway outside smells like floor wax. Someone's eating a sandwich on a bench.",13,0.5
29,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"You walk past them. Don't say anything. The system failed and nobody looked up. Not even the security guard by the elevator.",20,1.0
30,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,NARRATION,"Your partner turns to you in the patrol car that night.",10,0.5
31,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,NARRATION,"Doesn't look at you. Eyes on the road. Both hands on the wheel.",12,0
32,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,WEIGHT_LINE,"This isn't how it works.",5,1.5
33,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,NARRATION,"You don't ask what he means. The radio crackles. He turns it down.",12,0
34,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,NARRATION,"You look out the window. The streetlights slide past one by one.",11,0
35,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,NARRATION,"Something about the way he said it. Like he's been waiting to.",11,1.0
36,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"First time you watch your partner reach into someone's pocket.",9,0.5
37,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"Pull out something that wasn't there ten seconds ago.",9,0.5
38,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"The guy's face hits the hood of the car. Metal on bone.",11,0
39,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"You hear it before you understand what happened.",8,0.5
40,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"You're standing three feet behind. Close enough to hear the breathing.",11,0
41,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"Close enough to see the bag in your partner's hand.",10,0
42,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"You say nothing. Your partner doesn't look back at you.",9,0.5
43,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"He doesn't need to.",4,0.5
44,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,WEIGHT_LINE,"Your silence is the first yes.",6,1.5
45,PV_0025,BEAT_02_01,PHASE_CONFLICT,CONFLICT,NARRATION,"Your first time.",3,0.5
46,PV_0025,BEAT_02_01,PHASE_CONFLICT,CONFLICT,NARRATION,"The suspect is guilty. You know it. Everyone on the block knows it.",12,0
47,PV_0025,BEAT_02_01,PHASE_CONFLICT,CONFLICT,NARRATION,"The evidence just isn't there. Not enough for paper. Not enough for court.",12,0.5
48,PV_0025,BEAT_02_01,PHASE_CONFLICT,CONFLICT,NARRATION,"So you help.",3,0.5
49,PV_0025,BEAT_02_01,PHASE_CONFLICT,CONFLICT,NARRATION,"Small bag. Right pocket. You learn to do it with one hand.",11,0
50,PV_0025,BEAT_02_01,PHASE_CONFLICT,CONFLICT,NARRATION,"The other hand holds their shoulder. Steady. Like you're helping them balance.",11,0.5
51,PV_0025,BEAT_02_01,PHASE_CONFLICT,CONFLICT,NARRATION,"You make the evidence match what you already know is true.",10,0.5
52,PV_0025,BEAT_02_01,PHASE_CONFLICT,CONFLICT,NARRATION,"Your hands don't shake. You notice that. You thought they would.",11,0.5
53,PV_0025,BEAT_02_01,PHASE_CONFLICT,CONFLICT,NARRATION,"They don't. Not even a little.",6,1.0
54,PV_0025,BEAT_02_02,PHASE_CONFLICT,REFLECT,NARRATION,"Nothing happens.",2,0.5
55,PV_0025,BEAT_02_02,PHASE_CONFLICT,REFLECT,NARRATION,"No questions. No report flagged. Nobody calls you in.",8,0.5
56,PV_0025,BEAT_02_02,PHASE_CONFLICT,REFLECT,NARRATION,"You file the paperwork at your desk. Same form you always use.",11,0
57,PV_0025,BEAT_02_02,PHASE_CONFLICT,REFLECT,NARRATION,"The precinct smells like old coffee and printer ink.",9,0
58,PV_0025,BEAT_02_02,PHASE_CONFLICT,REFLECT,NARRATION,"Fluorescent light hums above you. One of them flickers every thirty seconds or so.",13,0
59,PV_0025,BEAT_02_02,PHASE_CONFLICT,REFLECT,NARRATION,"Nobody's reading over your shoulder. Nobody ever does.",8,0.5
60,PV_0025,BEAT_02_02,PHASE_CONFLICT,REFLECT,NARRATION,"That's how you know it works.",6,0.5
61,PV_0025,BEAT_02_02,PHASE_CONFLICT,REFLECT,NARRATION,"The system doesn't catch you because the system doesn't want to.",11,1.0
62,PV_0025,BEAT_02_03,PHASE_CONFLICT,PRIVILEGE,NARRATION,"Commendation letter in your file. Two weeks later.",7,0.5
