VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0025,BEAT_00_01,HOOK,ESTABLISH,NARRATION,"The camera turns off.","Camera tat.",4,0.5
2,PV_0025,BEAT_00_01,HOOK,ESTABLISH,NARRATION,"You have seventeen seconds.","Ban co muoi bay giay.",5,0.5
3,PV_0025,BEAT_00_01,HOOK,ESTABLISH,NARRATION,"That's all the time you need.","Do la tat ca thoi gian ban can.",6,0.5
4,PV_0025,BEAT_00_01,HOOK,ESTABLISH,NARRATION,"The alley's dark. One streetlight buzzing at the far end.","Con hem toi. Mot ngon den duong vo vo o cuoi ngo.",10,0
5,PV_0025,BEAT_00_01,HOOK,ESTABLISH,NARRATION,"In those seventeen seconds, the crime happens.","Trong muoi bay giay do, toi ac xay ra.",7,0.5
6,PV_0025,BEAT_00_01,HOOK,ESTABLISH,WEIGHT_LINE,"Not the one on the street. The one you create.","Khong phai vu ngoai duong. Ma vu ban tao ra.",9,1.5
7,PV_0025,BEAT_00_02,HOOK,ESTABLISH,NARRATION,"You tap the bag through their pocket. Casual.","Ban so bich qua tui ho. Binh thuong.",7,0
8,PV_0025,BEAT_00_02,HOOK,ESTABLISH,NARRATION,"Like checking for a lighter. Like you've done it a hundred times.","Nhu dang kiem cai bat lua. Nhu ban da lam tram lan roi.",11,0
9,PV_0025,BEAT_00_02,HOOK,ESTABLISH,NARRATION,"Because you have.","Vi dung la vay.",3,0.5
10,PV_0025,BEAT_00_02,HOOK,ESTABLISH,NARRATION,"You reach in. You pull it out. Hold it up where the dash camera can see.","Ban tho tay vao. Rut ra. Gio len cho camera hanh trinh quay duoc.",14,0.5
11,PV_0025,BEAT_00_02,HOOK,ESTABLISH,NARRATION,"Evidence.","Bang chung.",1,1.0
12,PV_0025,BEAT_00_03,HOOK,CONSTRAINT,WEIGHT_LINE,"You don't find evidence. You place it.","Ban khong tim bang chung. Ban dat no vao.",7,2.0
13,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"You graduate the academy on a Tuesday.","Ban tot nghiep hoc vien vao mot ngay thu Ba.",7,0.5
14,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your mother takes a photo. You don't remember if you smiled.","Me ban chup mot tam hinh. Ban khong nho minh co cuoi khong.",10,0
15,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"Badge still has that weight to it when you pin it on.","Huy hieu van con nang khi ban gai no len.",11,0.5
16,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"Like it means something. Like every arrest you make will matter.","Nhu no co y nghia. Nhu moi vu bat giu se deu quan trong.",11,0.5
17,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"You believe the system works. That's why you're here.","Ban tin he thong van hanh dung. Vi the ban o day.",9,0.5
18,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"Protect and serve. It's on the side of every patrol car in the lot.","Bao ve va phuc vu. Ghi tren thanh moi xe tuan tra trong bai.",13,0.5
19,PV_0025,BEAT_01_01,PHASE_EARLY,ESTABLISH,NARRATION,"You run your thumb across the badge once before you get in the car.","Ban xoa ngon tay cai qua huy hieu mot lan truoc khi len xe.",13,1.0
20,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"First week on patrol.","Tuan dau tuan tra.",4,0.5
21,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"You watch a man you know is guilty walk out of the courtroom.","Ban nhin mot nguoi ban biet la co toi buoc ra khoi phong xu.",12,0.5
22,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"Not enough evidence. That's what the prosecutor says. She doesn't look at you when she says it.","Khong du bang chung. Cong to vien noi vay. Ba ay khong nhin ban khi noi.",15,0
23,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"The judge says something you don't catch. Doesn't matter.","Tham phan noi gi do ban khong nghe ro. Khong quan trong.",9,0
24,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"The man walks. He doesn't even hurry. Pushes the door open with one hand.","Nguoi dan ong buoc di. Khong voi. Day cua bang mot tay.",13,0.5
25,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"You stand there in the gallery. Your hands are in your pockets.","Ban dung do trong khu ghe ngoi. Hai tay tho tui.",11,0
26,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"You don't remember putting them there.","Ban khong nho luc nao tho tay vao.",6,0.5
27,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"The hallway outside smells like floor wax. Someone's eating a sandwich on a bench.","Hanh lang ben ngoai mui san bong. Ai do dang an banh mi tren ghe.",13,0.5
28,PV_0025,BEAT_01_02,PHASE_EARLY,CONFLICT,NARRATION,"You walk past them. Don't say anything. The system failed and nobody looked up. Not even the security guard by the elevator.","Ban di ngang qua ho. Khong noi gi. He thong that bai va khong ai nhin len. Ke ca bao ve o thang may.",20,1.0
29,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,NARRATION,"Your partner turns to you in the patrol car that night.","Dong nghiep quay sang ban trong xe tuan tra toi do.",10,0.5
30,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,NARRATION,"Doesn't look at you. Eyes on the road. Both hands on the wheel.","Khong nhin ban. Mat huong ra duong. Hai tay tren vo lang.",12,0
31,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,WEIGHT_LINE,"This isn't how it works.","Khong phai lam kieu nay.",5,1.5
32,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,NARRATION,"You don't ask what he means. The radio crackles. He turns it down.","Ban khong hoi y anh ta la gi. Bo dam xeo xet. Anh ta van nho.",12,0
33,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,NARRATION,"You look out the window. The streetlights slide past one by one.","Ban nhin ra cua kinh. Den duong luot qua tung cai mot.",11,0
34,PV_0025,BEAT_01_03,PHASE_EARLY,CONSTRAINT,NARRATION,"Something about the way he said it. Like he's been waiting to.","Cai cach anh ta noi. Nhu da cho san tu lau.",11,1.0
35,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"First time you watch your partner reach into someone's pocket.","Lan dau ban nhin dong nghiep tho tay vao tui nguoi khac.",9,0.5
36,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"Pull out something that wasn't there ten seconds ago.","Rut ra thu gi do muoi giay truoc con chua co.",9,0.5
37,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"The guy's face hits the hood of the car. Metal on bone.","Mat thang kia dap vao capo xe. Kim loai va xuong.",11,0
38,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"You hear it before you understand what happened.","Ban nghe thay truoc khi hieu chuyen gi xay ra.",8,0.5
39,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"You're standing three feet behind. Close enough to hear the breathing.","Ban dung cach ba buoc. Du gan de nghe tieng tho.",11,0
40,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"Close enough to see the bag in your partner's hand.","Du gan de thay cai bich trong tay dong nghiep.",10,0
41,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"You say nothing. Your partner doesn't look back at you.","Ban khong noi gi. Dong nghiep khong quay lai nhin.",9,0.5
42,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,NARRATION,"He doesn't need to.","Anh ta khong can.",4,0.5
43,PV_0025,BEAT_01_04,PHASE_EARLY,REFLECT,WEIGHT_LINE,"Your silence is the first yes.","Su im lang cua ban la tieng dong y dau tien.",6,1.5
44,PV_0025,BEAT_02_01,PHASE_CONFLICT,CONFLICT,NARRATION,"Your first time.","Lan dau cua ban.",3,0.5
45,PV_0025,BEAT_02_01,PHASE_CONFLICT,CONFLICT,NARRATION,"The suspect is guilty. You know it. Everyone on the block knows it.","Nghi pham co toi. Ban biet. Ca khu pho biet.",12,0
