Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_00_01,HOOK,ESTABLISH,WONDER,"The camera turns off. You have seventeen seconds. That's when you make the crime.","The camera turns off. You have seventeen seconds. That's all the time you need. In those seventeen seconds, the crime happens. Not the one on the street. The one you create.",33
BEAT_00_02,HOOK,ESTABLISH,WONDER,"You tap the bag through their pocket. You reach in. You pull it out.","You tap the bag through their pocket. Casual. Like you've done it a hundred times. Because you have. You reach in. You pull it out. Evidence.",24
BEAT_00_03,HOOK,CONSTRAINT,WONDER,"You don't find evidence. You place it.","You don't find evidence. You place it.",7
BEAT_01_01,PHASE_EARLY,ESTABLISH,WONDER,"You graduate the academy. You believe the badge means something.","You graduate the academy. Your uniform is clean. Your badge is shiny. You believe the badge means something. You believe the system works.",22
BEAT_01_02,PHASE_EARLY,CONFLICT,WONDER,"First week on patrol. You watch a guilty man walk. Not enough evidence. The system lets him go.","First week on patrol. You watch a man you know is guilty walk out of the courtroom. Not enough evidence. The system lets him go. You stand there. The system failed.",30
BEAT_01_03,PHASE_EARLY,CONSTRAINT,TENSION,"Your partner says: this isn't how it works.","Your partner turns to you in the patrol car. Doesn't look at you. Just says it. This isn't how it works.",19
BEAT_01_04,PHASE_EARLY,REFLECT,TENSION,"First time you watch your partner help the evidence. You say nothing. Your silence is the first yes.","First time you watch your partner reach into someone's pocket and pull out something that wasn't there. You say nothing. Your silence is the first yes.",26
BEAT_02_01,PHASE_CONFLICT,CONFLICT,TENSION,"Your first plant. The suspect IS guilty - you know it. The evidence just isn't there. So you help.","Your first time. The suspect is guilty. You know it. Everyone knows it. The evidence just isn't there. So you help. You make the evidence match the truth.",27
BEAT_02_02,PHASE_CONFLICT,REFLECT,TENSION,"The first time you do it - nothing happens. No questions. No report flagged. That's how you know it works.","Nothing happens. No questions. No report flagged. No one calls you in. That's how you know it works. The system doesn't catch you because the system doesn't want to.",30
BEAT_02_03,PHASE_CONFLICT,PRIVILEGE,TENSION,"Commendation letter in your file. Sergeant shakes your hand. The system doesn't just stay silent. It rewards you.","Commendation letter in your file. The sergeant shakes your hand. Tells you good work. The system doesn't just stay silent. It rewards you.",22
BEAT_02_04,PHASE_CONFLICT,CONSTRAINT,TENSION,"Second time is easier. Third time you don't think. You write it down. Ink makes it real.","Second time is easier. Third time you don't even think about it. You write it down. The pen hits the paper. Ink makes it real. If it's written, it happened.",29
BEAT_02_05,PHASE_CONFLICT,CONFLICT,TENSION,"Body camera off is reflex now. Seventeen seconds. Quota rises. Sergeant asks why numbers are low.","Body camera off is reflex now. You don't even notice the click anymore. Seventeen seconds is all you need. Quota rises. The sergeant asks why your numbers are low this month.",30
BEAT_02_06,PHASE_CONFLICT,ESTABLISH,DREAD,"The loop: You choose them. You prepare the story. You make it real. You swear to it.","The loop. You choose them. You prepare the story. You plant the evidence. You swear to it. Choose. Prepare. Plant. Swear. Every night the same four steps.",27
BEAT_02_07,PHASE_CONFLICT,CONSTRAINT,DREAD,"You don't pick criminals. You pick people no one will defend.","You don't pick criminals. You pick people no one will defend. No phone. No lawyer on speed dial. No one waiting at home to ask questions.",26
BEAT_02_08,PHASE_CONFLICT,REFLECT,DREAD,"Your partner saw it. That's why they'll never say it. The public defender doesn't fight it. The system is too tired to check.","Your partner saw everything. That's why they'll never say anything. The public defender doesn't read the file. The judge nods because you're in uniform. The system is too tired to check.",31
BEAT_03_01,PHASE_CRISIS,CONFLICT,DREAD,"Your name on a promotion list. Every arrest on that list is manufactured. You teach the rookie: this is how it works.","Your name is on the promotion list. Every arrest on that list is manufactured. You look at it. Not one real case. You teach the rookie the method. You say it the same way your partner said it to you. This is how it works.",42
BEAT_03_02,PHASE_CRISIS,CRISIS,DREAD,"You stop checking first. Tonight it's different. You know they're innocent. Not maybe. You know.","You stop checking first. Tonight is different. The person against the wall - you know they're innocent. Not maybe. Not probably. You know. And you do it anyway.",28
BEAT_03_03,PHASE_CRISIS,CRISIS,DREAD,"You don't find evidence. You place it. Same words. Different weight.","You don't find evidence. You place it. Same words. Different weight.",11
BEAT_03_04,PHASE_CRISIS,CONFLICT,DREAD,"Internal Affairs calls. Your partner calls first. You drive through the neighborhood. Someone you arrested stands there. They don't run. They just look at you.","Internal Affairs calls. Your partner calls you first. Tells you what to say. What not to say. You drive through the neighborhood that night. Someone you arrested is standing on the corner. They don't run. They just look at you.",39
BEAT_04_01,PHASE_RESOLUTION,RESOLVE,CLARITY,"Not caught. Not punished. The system protects itself. You are the training officer now.","Not caught. Not punished. The investigation goes nowhere. The system protects itself because you are the system. You are the training officer now.",23
BEAT_04_02,PHASE_RESOLUTION,REFLECT,CLARITY,"Rookies learn the method. The method is the department. The department is the method.","Rookies learn the method. You watch them do it for the first time. Same hesitation you had. Same silence after. The method is the department. The department is the method.",29
BEAT_04_03,PHASE_RESOLUTION,CRISIS,CLARITY,"You try to remember one real arrest. You can't.","You sit at your desk. Arrest records spread out in front of you. You try to remember one real arrest. One case where the evidence was already there. You can't.",28
BEAT_05_01,CALLBACK,CALLBACK,BITTERSWEET,"The camera turns off. Seventeen seconds. That's all it ever took. You don't find evidence. You place it.","The camera turns off. Seventeen seconds. That's all it ever took. You don't find evidence. You place it. Same alley. Same click. Same hands. But you're older now. And the words don't mean what you do. They mean what you are.",41
BEAT_05_02,CALLBACK,CTA,BITTERSWEET,"You can't tell which ones were real. You're not sure there were any.","You can't tell which ones were real. You're not sure there were any.",13
