Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,WONDER,"Cafe in Dubai - man across will not survive the week","The man sitting across from you will not survive the week. He does not know that. You do. You are in a cafe in Dubai. The air smells like cardamom and traffic. He is drinking tea. You are reading a newspaper you finished an hour ago.",47
BEAT_01_02,HOOK,ESTABLISH,WONDER,"Never been to Iran but someone trusts you with their life","You have never been to Iran. But someone there trusts you with their life. He orders tea. Checks his watch. Slides his phone face-down across the table. You have done this before. Dozens of times. In cities you are not supposed to remember.",45
BEAT_01_03,HOOK,REFLECT,TENSION,"Weight: ghost who doesn't pull trigger but chooses who goes back","You are a ghost. You do not pull the trigger. But you choose who goes back.",14
BEAT_02_01,PHASE_EARLY,ESTABLISH,WONDER,"Training at the Farm - becoming forgettable","They train you at a place called the Farm. Not to fight. Not to shoot. To disappear. You learn to walk into a room so no one remembers you left. You learn to build a face that fits any conversation. The art is not deception. The art is forgettable.",46
BEAT_02_02,PHASE_EARLY,ESTABLISH,WONDER,"First station in Gulf - SCIF behind consulting firm - MICE","Your first station is in a Gulf city. The office looks like a consulting firm. There is a reception desk. Behind it, a steel door with no handle. That is where you actually work. They teach you a formula. MICE. Money. Ideology. Compromise. Ego. You find the crack in someone's loyalty. And you press it open.",53
BEAT_02_03,PHASE_EARLY,TIME_MARKER,TENSION,"First developmental contact - telecom engineer with tea and watch","Your first developmental contact is a telecom engineer. He always orders tea. Never coffee. He checks his watch every two minutes. Wears the same grey jacket every time. You spend six months before the first real ask. Six months of small talk. Of building something that feels like trust. But it is not trust. It is recruitment.",54
BEAT_02_04,PHASE_EARLY,CONSTRAINT,TENSION,"6 hours counter-surveillance for 15 min meeting - same shoes","The meeting ritual takes six hours. Three taxis. A walk through the souk. Forty minutes in a cafe reading a newspaper. You watch. The same man passes you twice. Different shirt. Same shoes. You are trained to notice. You are also trained to doubt what you notice.",45
BEAT_02_05,PHASE_EARLY,REFLECT,TENSION,"Micro-hook: nothing happens - that is how you know","Then you sit across from him. Fifteen minutes. He talks. You listen. Nothing happens afterward. No tail. No alert. Nothing. That is how you know something is wrong. Because in this work, nothing is never nothing.",37
BEAT_02_06,PHASE_EARLY,REFLECT,TENSION,"Weight: you don't kill anyone - you convince them to go back","You do not kill anyone. You just convince them to go back.",11
BEAT_03_01,PHASE_CONFLICT,CONFLICT,TENSION,"Iran 2026 - Langley demands more - vetting shortened","The year the war starts, everything changes. Langley wants more sources. More cables. More production. Vetting periods are cut from six months to three weeks. You are told speed matters more than certainty. You are told this is temporary.",39
BEAT_03_02,PHASE_CONFLICT,CONFLICT,TENSION,"CI seed - internal email about unreported meeting - self-doubt","An email arrives from counterintelligence. It asks about a meeting you did not report. You do not remember telling anyone about it. You check your notes. You check your calendar. You are not sure anymore.",35
BEAT_03_03,PHASE_CONFLICT,CONSTRAINT,DREAD,"Irreversible #1 - recruit with insufficient vetting - file cable","You recruit a new asset. A mid-level officer with access to communications infrastructure. The vetting period is three weeks. Not enough. You know it is not enough. You file the cable anyway. Because production matters. Because the war does not wait.",40
BEAT_03_04,PHASE_CONFLICT,REFLECT,TENSION,"Asset tells about his daughter - yours is a legend - he is cryptonym","He tells you about his daughter. She is learning to read. He is proud. You tell him about yours. Except yours is a legend. A fabricated detail designed to build rapport. His daughter is real. In your cable back to Langley, he is not a person. He is a cryptonym. He is production.",48
BEAT_03_05,PHASE_CONFLICT,CONFLICT,DREAD,"CI officer in briefing - notes you can't see - Langley knows too much","A counterintelligence officer sits in on your next briefing. He takes notes you cannot see. He asks about a meeting from six months ago. Someone at Langley knows a detail they should not know. You check who had access. The list is longer than you expected.",44
BEAT_03_06,PHASE_CONFLICT,REFLECT,DREAD,"Weight: you are not just watching - you are being watched","You are not just watching others. You are being watched.",10
BEAT_04_01,PHASE_CRISIS,CRISIS,DREAD,"Signature #1 - The Last Message - They know - silence","One morning, the channel lights up. Two words. They know. You send a response. Nothing. You send another. Nothing. The next day. Nothing. The next week. Nothing. The channel stays open. You check it every morning. For months. The grey jacket. The tea he always ordered. The watch he always checked. Gone.",50
BEAT_04_02,PHASE_CRISIS,CRISIS,DREAD,"Signature #2 - Wrong Target - zoom in - not facility - people","Your intelligence is passed to military planners. A strike is authorized. Three days later, a battle damage assessment lands on your desk. You open it. You zoom in on the image. It is not a facility. It is people. Your information was accurate. The targeting decision was not yours. But the coordinates were.",50
BEAT_04_03,PHASE_CRISIS,CRISIS,DREAD,"Signature #3 - Exfil Denied - Not at this time - has daughter same age","An asset is compromised. You promised to get him out. You file the exfiltration request. Langley convenes a committee. The committee takes a week. The answer comes back in four words. Not at this time. He has a daughter. She is the same age as yours. You cannot warn him. You cannot resign.",50
BEAT_04_04,PHASE_CRISIS,CRISIS,DREAD,"Signature #4 - Asset Turns - still orders tea - info too clean","A new asset surfaces. He still orders tea. Still checks his watch. But the information is too clean. Too accurate. Too perfectly aligned with what headquarters wants to hear. You cannot prove he is turned. You file the cable. Because your career depends on production. Because the alternative is admitting you do not know.",51
BEAT_04_05,PHASE_CRISIS,REFLECT,DREAD,"Network collapse - 11 names - recognized 3 - one ordered tea","The network collapses three months later. Eleven names. You read them on a screen in a windowless room. You recognize three. One of them always ordered tea.",26
BEAT_05_01,PHASE_RESOLUTION,RESOLVE,BITTERSWEET,"Suburban Virginia - daughter drawing - encrypted phone at dinner","You fly home to suburban Virginia. A split-level house near a good school. Your daughter's drawings are on the fridge. The encrypted phone stays in your jacket pocket. You check it under the dinner table when no one is looking.",40
BEAT_05_02,PHASE_RESOLUTION,REFLECT,BITTERSWEET,"Daughter asks if you help people - most honest lie","Your daughter looks up at you one evening. She asks: Do you help people? You say yes. It is the most honest lie you have ever told. You are not sure the answer is still true.",35
