Strip_ID,Start_VO_ID,End_VO_ID,VO_Count,Life_Phase,Scene_Type,Duration_Sec,Strip_Summary
PV_0018_001,1,3,3,HOOK,NARRATIVE_SCENE,9.3,"Two stickmen at cafe table in Dubai. SUBJECT with newspaper. FACELESS asset with tea."
PV_0018_002,3a,5,3,HOOK,NARRATIVE_SCENE,10.3,"Sending him back. Cafe in Dubai. Cardamom and exhaust air."
PV_0018_003,7,10,4,HOOK,NARRATIVE_SCENE,10.2,"SUBJECT reading finished newspaper. Coffee untouched. Not here for coffee."
PV_0018_004,10a,10c,3,HOOK,NARRATIVE_SCENE,10.6,"Fourteen months of promise. Promises do not expire. They get heavier."
PV_0018_005,11,13,3,HOOK,NARRATIVE_SCENE,9.3,"Satellite imagery of Iran. Never walked those streets. Buildings known from space."
PV_0018_006,14,17,4,HOOK,NARRATIVE_SCENE,11.2,"FACELESS asset ordering tea. Checking watch. Sliding phone face-down."
PV_0018_007,18,21,4,HOOK,NARRATIVE_SCENE,11.2,"Dozens of times. Cities not supposed to remember. Names never used."
PV_0018_008,22,24,3,HOOK,TEXT_OVERLAY,9.9,"Bold text on dark background: 'You are a ghost. You don't pull the trigger. But you choose who goes back.'"
PV_0018_009,25,28,3,PHASE_EARLY,NARRATIVE_SCENE,7.0,"Training facility - the Farm. Learning to disappear. Not fight not shoot."
PV_0018_010,29,30,2,PHASE_EARLY,NARRATIVE_SCENE,9.8,"SUBJECT building forgettable face. Walking into rooms unnoticed."
PV_0018_011,31,33,3,PHASE_EARLY,NARRATIVE_SCENE,9.3,"FACELESS instructors calm as weather. Building burns behind them."
PV_0018_012,34,35,2,PHASE_EARLY,NARRATIVE_SCENE,9.7,"Graduation. Forty-minute conversation. Forgets eye color."
PV_0018_013,36,36a,2,PHASE_EARLY,NARRATIVE_SCENE,5.5,"That is the point. Best officer nobody notices."
PV_0018_014,36b,36b,1,PHASE_EARLY,NARRATIVE_SCENE,6.5,"Walking through life leaving no trace."
PV_0018_015,37,39,3,PHASE_EARLY,NARRATIVE_SCENE,11.6,"Gulf city tower. Heat off the plane. Office like consulting firm."
PV_0018_016,40,42,3,PHASE_EARLY,NARRATIVE_SCENE,9.8,"Fake brochures. Steel door no handle. Where he actually works."
PV_0018_017,43,46,4,PHASE_EARLY,NARRATIVE_SCENE,10.2,"Windowless SCIF full of screens. MICE formula. Money Ideology Compromise Ego."
PV_0018_018,47,50,4,PHASE_EARLY,NARRATIVE_SCENE,10.7,"Four cracks in loyalty wall. Finding one. Pressing it open."
PV_0018_019,51,54,4,PHASE_EARLY,NARRATIVE_SCENE,10.7,"First FACELESS telecom engineer. Always tea never coffee. Watch every two minutes."
PV_0018_020,55,57,3,PHASE_EARLY,NARRATIVE_SCENE,10.7,"Nervous habit or calculating escape. Same grey jacket every meeting."
PV_0018_021,58,61,4,PHASE_EARLY,NARRATIVE_SCENE,11.6,"Trained to notice. Six months before first ask. Riding elevators together."
PV_0018_022,61a,63,4,PHASE_EARLY,NARRATIVE_SCENE,9.2,"Sitting in lobbies. Small talk. Tea not wanted. Learning which questions work."
PV_0018_023,64,66,3,PHASE_EARLY,NARRATIVE_SCENE,9.8,"Which questions make him look at door. Building trust. But is not trust."
PV_0018_024,67,69,3,PHASE_EARLY,NARRATIVE_SCENE,6.5,"Walk through souk. Forty minutes reading newspaper. SUBJECT watching."
PV_0018_025,70,73,4,PHASE_EARLY,NARRATIVE_SCENE,10.7,"Same man passes twice. Different shirt same shoes. Could be nothing."
PV_0018_026,74,78,5,PHASE_EARLY,NARRATIVE_SCENE,11.2,"Trained to notice. Trained to doubt. Counter-surveillance paranoia."
PV_0018_027,79,84,6,PHASE_EARLY,NARRATIVE_SCENE,12.0,"SUBJECT across from asset. Fifteen minutes. Talk listen nod laugh."
PV_0018_028,85,91,7,PHASE_EARLY,NARRATIVE_SCENE,10.7,"Asset leaves first. Waits nine minutes. Out the back. No tail. Nothing."
PV_0018_029,92,93,2,PHASE_EARLY,NARRATIVE_SCENE,7.9,"That is how you know something is wrong. Nothing is never nothing."
PV_0018_030,94,95,2,PHASE_EARLY,TEXT_OVERLAY,7.1,"Bold text on dark background: 'You don't kill anyone. You just convince them to go back.'"
PV_0018_031,96,96b,4,PHASE_CONFLICT,NARRATIVE_SCENE,11.7,"War starts. Everything changes. New young officers at station."
PV_0018_032,96c,99,4,PHASE_CONFLICT,NARRATIVE_SCENE,8.4,"Results in weeks not years. More sources cables production."
PV_0018_033,100,101,2,PHASE_CONFLICT,NARRATIVE_SCENE,7.4,"Word production in every memo. People manufactured."
PV_0018_034,102,104,3,PHASE_CONFLICT,NARRATIVE_SCENE,11.1,"Vetting cut six months to three weeks. Nobody writes reason."
PV_0018_035,105,106,2,PHASE_CONFLICT,NARRATIVE_SCENE,4.7,"Told temporary. It is not."
PV_0018_036,107,109,3,PHASE_CONFLICT,NARRATIVE_SCENE,9.7,"CI email about unreported meeting. Does not remember telling anyone."
PV_0018_037,109a,111,3,PHASE_CONFLICT,NARRATIVE_SCENE,7.4,"Or does not remember not telling. Checking notes. Calendar."
PV_0018_038,112,115,4,PHASE_CONFLICT,NARRATIVE_SCENE,11.2,"Checking access log. Not sure anymore. Maybe told someone."
PV_0018_039,116,117,2,PHASE_CONFLICT,NARRATIVE_SCENE,9.8,"Managing lies so long cannot find truth."
PV_0018_040,118,120,3,PHASE_CONFLICT,NARRATIVE_SCENE,9.7,"Recruiting new FACELESS asset. Mid-level officer. Volunteers eagerly."
PV_0018_041,121,125,5,PHASE_CONFLICT,NARRATIVE_SCENE,10.7,"Should be cautious. Three weeks vetting. Not enough."
PV_0018_042,126,129,4,PHASE_CONFLICT,NARRATIVE_SCENE,10.2,"Station chief signs off. Filing cable. Production matters."
PV_0018_043,130,132,3,PHASE_CONFLICT,NARRATIVE_SCENE,8.3,"Safe house. FACELESS asset about daughter learning to read."
PV_0018_044,133,135,3,PHASE_CONFLICT,NARRATIVE_SCENE,9.7,"Voice changes with pride. SUBJECT tells about his - legend."
PV_0018_045,136,136b,3,PHASE_CONFLICT,NARRATIVE_SCENE,9.7,"Fabricated detail. Practiced in mirror. Got inflection right."
PV_0018_046,136c,139,4,PHASE_CONFLICT,EMOTIONAL_CLOSEUP,11.6,"Slight smile rehearsed. His daughter real. SUBJECT daughter technique."
PV_0018_047,140,143,4,PHASE_CONFLICT,EMOTIONAL_CLOSEUP,9.3,"Smiles back. Not technique. Or maybe it is. Cannot tell anymore."
PV_0018_048,144,146,3,PHASE_CONFLICT,NARRATIVE_SCENE,8.4,"Cable to Langley. Not a person. A cryptonym. He is production."
PV_0018_049,147,149,3,PHASE_CONFLICT,NARRATIVE_SCENE,9.3,"Briefing room. FACELESS CI officer in corner. Notes unseen."
PV_0018_050,150,152,3,PHASE_CONFLICT,NARRATIVE_SCENE,8.4,"Meeting six months ago. Details too accurate."
PV_0018_051,153,155,3,PHASE_CONFLICT,NARRATIVE_SCENE,11.1,"Someone at HQ knows detail they should not. Access list too long."
PV_0018_052,156,156b,3,PHASE_CONFLICT,NARRATIVE_SCENE,12.0,"Cannot sleep. Counter-surveillance off duty. Checking mirrors in malls."
PV_0018_053,157,159,3,PHASE_CONFLICT,NARRATIVE_SCENE,10.2,"Checking own phone at angles. Looking for things he planted."
PV_0018_054,160,161,2,PHASE_CONFLICT,TEXT_OVERLAY,6.7,"Bold text on dark background: 'You are not just watching others. You are being watched.'"
PV_0018_055,162,171,8,PHASE_CRISIS,NARRATIVE_SCENE,11.3,"Channel lights up. Two words: They know. Reply nothing. Days pass."
