VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,Word_Count_EN,Pause_After
1,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The man sitting across from you will not survive the week.",11,0.5
2,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"He does not know that.",5,0.5
3,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You do.",2,1.0
4,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You're in a cafe in Dubai.",6,0
5,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The air smells like cardamom and traffic exhaust.",8,0
6,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Outside the window, cranes turn slowly against the haze.",9,0.5
7,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"He's drinking tea.",3,0
8,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You're reading a newspaper you finished an hour ago.",9,0.5
9,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You've never been to Iran.",5,0.5
10,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"But someone there trusts you with their life.",8,1.0
11,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"He orders tea.",3,0
12,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Checks his watch.",3,0
13,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Slides his phone face-down across the table.",7,0.5
14,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You've done this before.",4,0
15,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Dozens of times.",3,0
16,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"In cities you're not supposed to remember.",7,1.0
17,PV_0018,BEAT_01_03,HOOK,REFLECT,WEIGHT_LINE,"You are a ghost.",4,0.5
18,PV_0018,BEAT_01_03,HOOK,REFLECT,WEIGHT_LINE,"You don't pull the trigger.",5,0.5
19,PV_0018,BEAT_01_03,HOOK,REFLECT,WEIGHT_LINE,"But you choose who goes back.",6,2.0
20,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"They train you at a place called the Farm.",8,0.5
21,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Not to fight.",3,0
