VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The man sitting across from you will not survive the week.","Nguoi dan ong ngoi doi dien ban se khong song qua tuan nay.",11,0.5
2,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"He doesn't know that.","Anh ta khong biet dieu do.",4,0.5
3,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You do.","Ban thi biet.",2,0.5
3a,PV_0018,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"And you still send him back.","Va ban van gui anh ta quay lai.",6,1.0
4,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You're in a cafe in Dubai.","Ban dang ngoi trong mot quan ca phe o Dubai.",6,0
5,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The air smells like cardamom and exhaust.","Khong khi thoang mui bach dau khau va khoi xe.",7,0.5
7,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"He's drinking tea.","Anh ta dang uong tra.",3,0
8,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You're reading a newspaper you finished an hour ago.","Ban dang doc to bao ma ban da doc xong tu mot tieng truoc.",9,0.5
9,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Your coffee is untouched.","Ca phe cua ban chua duoc cham den.",4,0
10,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You're not here for coffee.","Ban khong den day de uong ca phe.",5,0
10a,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You're here because fourteen months ago you made a promise.","Ban o day vi muoi bon thang truoc ban da hua mot loi hua.",10,0
10b,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"And promises in this line of work don't expire.","Va loi hua trong cong viec nay khong bao gio het han.",9,0
10c,PV_0018,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"They just get heavier.","Chung chi ngay cang nang hon.",4,0.5
11,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You've never been to Iran.","Ban chua bao gio den Iran.",5,0.5
12,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You've never walked those streets.","Ban chua bao gio buoc di tren nhung con pho do.",5,0
13,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Never seen the buildings you know by satellite image.","Chua bao gio nhin thay nhung toa nha ma ban chi biet qua anh ve tinh.",9,0.5
14,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"But someone there trusts you with their life.","Nhung co ai do o ben do tin ban bang mang song cua ho.",8,1.0
15,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"He orders tea.","Anh ta goi tra.",3,0
16,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Checks his watch.","Nhin dong ho.",3,0
17,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Slides his phone face-down across the table.","Truot chiec dien thoai up mat qua ban.",7,0.5
18,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You've done this before.","Ban da lam dieu nay nhieu lan roi.",4,0
19,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Dozens of times.","Hang chuc lan.",3,0
20,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"In cities you're not supposed to remember.","O nhung thanh pho ban khong duoc phep nho.",7,0
21,PV_0018,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"With people whose real names you'll never use.","Voi nhung nguoi ma ban se khong bao gio goi ten that.",8,1.0
22,PV_0018,BEAT_01_03,HOOK,REFLECT,WEIGHT_LINE,"You are a ghost.","Ban la mot bong ma.",4,0.5
23,PV_0018,BEAT_01_03,HOOK,REFLECT,WEIGHT_LINE,"You don't pull the trigger.","Ban khong bop co.",5,0.5
24,PV_0018,BEAT_01_03,HOOK,REFLECT,WEIGHT_LINE,"But you choose who goes back.","Nhung ban chon ai se quay lai.",6,2.0
25,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"They train you at the Farm.","Ho huan luyen ban tai Farm.",6,0
26,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Not to fight. Not to shoot.","Khong phai de chien dau. Khong phai de ban sung.",6,0
28,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"To disappear.","De bien mat.",2,0.5
29,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You learn how to be remembered by no one.","Ban hoc cach de khong ai nho den minh.",9,0.5
30,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You learn to build a face that fits any conversation.","Ban hoc cach tao mot guong mat phu hop voi bat ky cuoc tro chuyen nao.",10,0.5
31,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The instructors never raise their voices.","Nhung nguoi huong dan khong bao gio len giong.",6,0
32,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"They speak like someone explaining the weather.","Ho noi chuyen nhu dang giai thich thoi tiet.",7,0
33,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"While a building burns behind them.","Trong khi mot toa nha chay phia sau lung.",6,0.5
34,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"By graduation, you can hold a conversation for forty minutes.","Khi ra truong, ban co the duy tri cuoc tro chuyen bon muoi phut.",10,0
35,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"And the other person won't remember your eye color.","Va nguoi kia se khong nho mau mat ban.",9,1.0
36,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"That's the point.","Do chinh la muc dich.",3,0
36a,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The best operations officer is the one nobody notices.","Nhan vien dieu hanh gioi nhat la nguoi khong ai de y.",9,0
36b,PV_0018,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The one who could walk through your life and leave no trace.","Nguoi co the di qua cuoc doi ban ma khong de lai dau vet.",12,1.0
37,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Your first station is in a Gulf city.","Tram dau tien cua ban o mot thanh pho vung Vinh.",7,0.5
38,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"The heat hits you the moment you step off the plane.","Cai nong danh vao ban ngay khi buoc xuong may bay.",10,0
39,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"The office looks like a consulting firm.","Van phong trong giong mot cong ty tu van.",7,0
40,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Reception desk with fake brochures nobody reads.","Quay le tan voi nhung to roi gia khong ai doc.",7,0
41,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Behind it, a steel door with no handle.","Phia sau la canh cua thep khong co tay nam.",7,0.5
42,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"That's where you actually work.","Do moi la noi ban thuc su lam viec.",5,0.5
43,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"A windowless room full of screens.","Mot can phong khong cua so day man hinh.",7,0
44,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Showing a country you cannot enter.","Chieu hinh anh mot dat nuoc ban khong the buoc vao.",7,0.5
45,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"They teach you a formula.","Ho day ban mot cong thuc.",5,0
46,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"MICE.","MICE.",1,0.5
47,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Money. Ideology. Compromise. Ego.","Tien. Tu tuong. Toa hiep. Ban nga.",4,0.5
48,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Four cracks in the wall of someone's loyalty.","Bon vet nut trong buc tuong long trung thanh cua ai do.",8,0
49,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"You find one.","Ban tim ra mot vet.",3,0
50,PV_0018,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"And you press it open.","Va ban chen no ra.",5,1.0
51,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Your first developmental contact is a telecom engineer.","Nguoi lien lac phat trien dau tien cua ban la mot ky su vien thong.",8,0.5
52,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"He always orders tea.","Anh ta luon goi tra.",4,0
53,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Never coffee.","Khong bao gio goi ca phe.",2,0.5
54,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"He checks his watch every two minutes.","Anh ta xem dong ho moi hai phut.",7,0
55,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Nervous habit, probably.","Co le la thoi quen lo lang.",3,0
56,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Or maybe he's calculating how long until he can leave.","Hay co le anh ta dang tinh con bao lau de co the roi di.",10,0.5
57,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Wears the same grey jacket every time you meet.","Mac cung mot chiec ao khoac xam moi lan gap ban.",9,0
58,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"You notice things like that.","Ban de y nhung dieu nhu vay.",5,0
65,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"You're trained to.","Ban duoc dao tao de nhu vay.",3,0.5
60,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"You spend six months before the first real ask.","Ban mat sau thang truoc khi hoi thuc su.",9,0
61,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Six months of riding elevators with him.","Sau thang di thang may voi anh ta.",7,0
61a,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Of sitting in lobbies.","Ngoi trong sanh.",4,0
61b,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Of small talk.","Noi chuyen phiem.",3,0
62,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Of tea you don't really want.","Uong tra ma ban khong thuc su muon.",6,0
63,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Of learning which questions make him relax.","Hoc xem cau hoi nao khien anh ta thoai mai.",7,0
64,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"And which ones make him look at the door.","Va cau nao khien anh ta nhin ve phia cua.",8,0.5
65,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Of building something that feels like trust.","Xay dung mot thu gi do giong nhu su tin tuong.",7,0.5
66,PV_0018,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"But isn't.","Nhung khong phai.",2,1.0
67,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"The meeting ritual takes six hours.","Nghi thuc gap mat mat sau tieng.",6,0.5
68,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"Three taxis.","Ba chuyen taxi.",2,0
69,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"A walk through the souk.","Mot vong di bo qua cho.",5,0
70,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"Forty minutes in a cafe reading a newspaper you won't remember.","Bon muoi phut trong quan ca phe doc to bao ban se khong nho.",11,0.5
71,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"You watch.","Ban quan sat.",2,0.5
72,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"The same man passes you twice.","Cung mot nguoi di ngang qua ban hai lan.",6,0
73,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"Different shirt.","Khac ao.",2,0
74,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"Same shoes.","Cung giay.",2,0.5
75,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"Could be nothing.","Co the khong la gi.",3,0
76,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"Could be everything.","Co the la tat ca.",3,0.5
77,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"You're trained to notice.","Ban duoc huan luyen de nhan ra.",4,0
78,PV_0018,BEAT_02_04,PHASE_EARLY,CONSTRAINT,NARRATION,"You're also trained to doubt what you notice.","Ban cung duoc huan luyen de nghi ngo nhung gi minh nhan ra.",8,1.0
79,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"Then you sit across from him.","Roi ban ngoi doi dien anh ta.",6,0
80,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"Fifteen minutes.","Muoi lam phut.",2,0
81,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"He talks.","Anh ta noi.",2,0
82,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"You listen.","Ban nghe.",2,0
83,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"You nod at the right moments.","Ban gat dau dung luc.",6,0
84,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"You laugh at something that isn't funny.","Ban cuoi voi dieu gi do khong hai.",7,0.5
85,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"He leaves first.","Anh ta di truoc.",3,0
86,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"You wait nine minutes.","Ban doi chin phut.",4,0
87,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"Then you leave through the back.","Roi ban ra cua sau.",6,0.5
88,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"Nothing happens afterward.","Khong co gi xay ra sau do.",3,0
89,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"No tail.","Khong ai theo.",2,0
90,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"No alert.","Khong canh bao.",2,0
91,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"Nothing.","Khong gi ca.",1,0.5
92,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"That's how you know something is wrong.","Do la cach ban biet co dieu gi do khong on.",7,0
93,PV_0018,BEAT_02_05,PHASE_EARLY,REFLECT,NARRATION,"Because in this work, nothing is never nothing.","Boi vi trong cong viec nay, khong co gi khong bao gio la khong co gi.",8,1.0
94,PV_0018,BEAT_02_06,PHASE_EARLY,REFLECT,WEIGHT_LINE,"You don't kill anyone.","Ban khong giet ai.",4,0.5
95,PV_0018,BEAT_02_06,PHASE_EARLY,REFLECT,WEIGHT_LINE,"You just convince them to go back.","Ban chi thuyet phuc ho quay lai.",7,1.5
96,PV_0018,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"Then the war starts.","Roi chien tranh bat dau.",4,0.5
96x,PV_0018,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"And everything you learned stops mattering.","Va moi thu ban hoc deu tro nen vo nghia.",6,1.0
96a,PV_0018,BEAT_03_01,PHASE_CONFLICT,CONFLICT,NARRATION,"The station gets new bodies.","Tram nhan them nguoi moi.",5,0
