VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,Word_Count_EN,Pause_After
1,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,The news calls it digital gold.,6,0.5
2,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,You're sitting in a cafe somewhere.,6,0
3,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,Your laptop is open.,4,0
4,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,The price on the screen keeps climbing.,7,0.5
5,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Somebody behind the counter is talking about blockchain - using the word like it's brand new, like nobody's ever said it before.",21,0
6,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,You remember writing it into the first line of code.,10,0.5
7,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,You know who built this.,5,0
8,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,You know exactly who.,4,0.5
9,PV_0013,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,You can't say a word.,5,1.0
10,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,One million coins sitting in a wallet.,7,0
11,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,WEIGHT_LINE,Untouched.,1,1.0
12,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,Worth tens of billions now.,5,0.5
13,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,The largest fortune no one has ever moved.,8,0.5
14,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,No bank holds it.,4,0
15,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,No government controls it.,4,0
16,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,It just sits there in the blockchain waiting for someone who will never come back.,15,0.5
17,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,Because the person who owns it doesn't exist.,8,1.5
18,PV_0013,BEAT_01_03,HOOK,ESTABLISH,WEIGHT_LINE,You created digital gold.,4,0.5
19,PV_0013,BEAT_01_03,HOOK,ESTABLISH,WEIGHT_LINE,Then you stood up and walked away.,7,2.0
20,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,TIME_MARKER,It starts in 2007.,4,1.0
21,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,Late nights.,2,0
22,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,A desk you bought secondhand.,5,0
23,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,A screen that hums when it gets warm.,8,0.5
24,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,The room smells like old coffee and warm plastic from the monitor.,12,0
25,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,You've been sitting here so long your back has shaped itself around the chair.,14,0
26,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,Nobody asked you to fix money.,6,0
27,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,"Nobody asked you to redesign how trust works between strangers who have never met, will never meet, and don't speak the same language.",23,0.5
28,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,But the problem keeps you up at night.,7,0.5
29,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,Every transaction in the world runs through a middleman.,9,0
30,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,A bank.,2,0
31,PV_0013,BEAT_02_01,PHASE_EARLY,TIME_MARKER,NARRATION,A processor.,2,0
