Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,News calls it digital gold - you sit in a cafe staring at your coffee knowing you built it,WONDER,28,NARRATIVE_SCENE,Stickman in grey t-shirt at cafe table with laptop and coffee mug - TV screen in background showing Bitcoin news
BEAT_01_02,HOOK,PRIVILEGE,1 million coins sitting untouched - worth tens of billions - the largest fortune no one has ever touched,WONDER,24,TEXT_OVERLAY,Bold text on dark: one million coins - never touched - the largest unclaimed fortune in history
BEAT_01_03,HOOK,ESTABLISH,You created digital gold - then you stood up and walked away,WONDER,18,TEXT_OVERLAY,Bold text on dark: You created digital gold - then you walked away
BEAT_02_01,PHASE_EARLY,TIME_MARKER,Late nights coding alone - nobody asked you to fix money - but you cannot stop thinking about it,WONDER,30,NARRATIVE_SCENE,Stickman in dark hoodie at desk with multiple monitors - late night - code on screens - coffee mug beside keyboard
BEAT_02_02,PHASE_EARLY,REFLECT,If you fail nobody knows - if you succeed everything changes - the weight of invisible stakes,TENSION,22,EMOTIONAL_CLOSEUP,Close-up of stickman hands on keyboard - screen glow on face - dark room around
BEAT_02_03,PHASE_EARLY,ESTABLISH,Write 9-page whitepaper on Halloween night - send to cryptography mailing list - mostly silence,TENSION,28,NARRATIVE_SCENE,Stickman at desk - document on screen - email sending animation - empty inbox responses
BEAT_02_04,PHASE_EARLY,ESTABLISH,Register bitcoin.org under fake name - create P2P Foundation profile with symbolic birthday April 5 1975,TENSION,26,NARRATIVE_SCENE,Stickman typing at desk - registration form on screen - fake identity details visible
BEAT_02_05,PHASE_EARLY,REFLECT,You live alone with this secret - no colleagues no mentor - you choose anonymity because this must be bigger than any name,LONGING,30,EMOTIONAL_CLOSEUP,Stickman standing at window at night - dark room behind - city lights outside - completely alone
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,January 3 2009 - mine Genesis Block - embed newspaper headline about bank bailouts into the first block ever created,TENSION,30,NARRATIVE_SCENE,Stickman at desk - screen showing Block 0 mining - newspaper headline visible on desk
BEAT_03_02,PHASE_CONFLICT,ESTABLISH,Send 10 BTC to Hal Finney - first transaction in history - worth exactly nothing,TENSION,24,NARRATIVE_SCENE,Stickman at desk sending transaction - faceless tall stickman (Finney) visible on split screen receiving
BEAT_03_03,PHASE_CONFLICT,REFLECT,People start using it - not because they trust you - because they trust the system - that is what you wanted - and what will erase you,TENSION,32,NARRATIVE_SCENE,Multiple faceless stickmen at various computers - network growing - subject stickman watching from corner
BEAT_03_04,PHASE_CONFLICT,PRIVILEGE,10000 BTC buys 2 pizzas - nobody realizes they are holding gold yet,TENSION,22,NARRATIVE_SCENE,Split scene - pizza delivery on one side - gold bars equivalent on other side - contrast
BEAT_03_05,PHASE_CONFLICT,CONSTRAINT,WikiLeaks accepts Bitcoin - you warn the community about kicking a hornet nest too early,DREAD,28,NARRATIVE_SCENE,Stickman at desk typing warning message on forum - news headlines about WikiLeaks visible on second monitor
BEAT_03_06,PHASE_CONFLICT,REFLECT,You begin to understand - either you leave or you destroy it - the project is only decentralized when its creator walks away,DREAD,30,EMOTIONAL_CLOSEUP,Close-up of stickman face - dot eyes staring at screen showing growing network graph - realization moment
BEAT_04_01,PHASE_CRISIS,CRISIS,Hand over source code and network alert key to Gavin Andresen - the transfer of everything,DREAD,26,NARRATIVE_SCENE,Two stickmen at virtual handoff - subject passing folder/key icon to faceless successor stickman
BEAT_04_02,PHASE_CRISIS,CRISIS,April 23 email to Mike Hearn - I have moved on to other things - it is in good hands,DREAD,24,NARRATIVE_SCENE,Stickman typing final emails - screen showing sent messages - each one a goodbye
BEAT_04_03,PHASE_CRISIS,CRISIS,April 26 final email to Gavin - stop calling me a mysterious shadowy figure - April 27 Gavin announces CIA presentation,DREAD,28,NARRATIVE_SCENE,Stickman reading forum post about CIA - screen glow on face - stillness
BEAT_04_04,PHASE_CRISIS,REFLECT,You sit there a little longer than usual with the thing you are about to leave behind - then close the laptop and walk away,CLARITY,32,EMOTIONAL_CLOSEUP,Stickman hands on closed laptop - pushing chair back - standing up - walking away from desk into dark doorway
BEAT_05_01,PHASE_RESOLUTION,TIME_MARKER,Bitcoin price climbs from 1 dollar to 100 to 1000 to 10000 to 60000 - digital gold becomes real - 1 million BTC equals tens of billions,BITTERSWEET,30,NARRATIVE_SCENE,Price ticker montage - numbers climbing - stickman in grey t-shirt watching from cafe - laptop showing price
BEAT_05_02,PHASE_RESOLUTION,REFLECT,The world keeps trying to find you - every few years someone becomes you - Dorian ambushed by reporters - Craig Wright rejected by court - you let them,BITTERSWEET,32,NARRATIVE_SCENE,Montage - faceless wrong-man stickman surrounded by press - faceless claimant in courtroom - subject watching TV from distance
BEAT_05_03,PHASE_RESOLUTION,REFLECT,Hal Finney dies 2014 - the first person who believed in you - you cannot attend his funeral,BITTERSWEET,26,EMOTIONAL_CLOSEUP,Stickman in grey t-shirt alone at cafe table - news on laptop screen - unable to attend - grief in isolation
