Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,WONDER,"News calls it digital gold - you sit in a cafe staring at your coffee knowing you built it","The news calls it digital gold. You're sitting in a cafe. Your laptop is open. The price is on the screen. You know who built it. You know exactly who. You can't say a word.",36
BEAT_01_02,HOOK,PRIVILEGE,WONDER,"1 million coins sitting untouched - worth tens of billions - the largest fortune no one has ever touched","One million coins sitting in a wallet. Untouched. Worth tens of billions now. The largest fortune no one has ever moved. It doesn't belong to anyone. Because the person who owns it doesn't exist.",33
BEAT_01_03,HOOK,ESTABLISH,WONDER,"You created digital gold - then you stood up and walked away","You created digital gold. Then you stood up and walked away.",11
BEAT_02_01,PHASE_EARLY,TIME_MARKER,WONDER,"Late nights coding alone - nobody asked you to fix money - but you cannot stop thinking about it","It starts in 2007. Late nights. A desk. A screen. Nobody asked you to fix money. Nobody asked you to redesign how trust works between strangers. But you can't stop thinking about it. The problem is simple. Every transaction needs a middleman. A bank. A processor. Someone you have to trust. You want to remove that someone.",57
BEAT_02_02,PHASE_EARLY,REFLECT,TENSION,"If you fail nobody knows - if you succeed everything changes","If you fail, nothing happens. Nobody knows your name. Nobody knows you tried. If you succeed, everything changes. And you still won't have a name.",27
BEAT_02_03,PHASE_EARLY,ESTABLISH,TENSION,"Write 9-page whitepaper on Halloween night - send to cryptography mailing list - mostly silence","October 31st, 2008. Halloween. You finish the whitepaper. Nine pages. You title it: Bitcoin: A Peer-to-Peer Electronic Cash System. You send it to a cryptography mailing list. A few dozen people read it. Most say nothing. One or two say it won't work. You don't argue. You just keep writing code.",51
BEAT_02_04,PHASE_EARLY,ESTABLISH,TENSION,"Register bitcoin.org under fake name - create P2P Foundation profile with symbolic birthday","You register bitcoin.org. Fake name. Fake address. You create a profile on the P2P Foundation. Birthday: April 5th, 1975. April 5th, 1933 - the day the US government banned citizens from owning gold. 1975 - the year they gave it back. Nobody notices.",42
BEAT_02_05,PHASE_EARLY,REFLECT,LONGING,"You live alone with this secret - no colleagues no mentor - no one","You have no team. No funding. No advisor. No one to tell when the code compiles at 3 AM. You live alone with this. Not because you have to. Because you understand that what you're building must never have an owner.",40
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,TENSION,"Mine Genesis Block - embed newspaper headline about bank bailouts","January 3rd, 2009. You press enter. The first block is mined. Block zero. The genesis block. You embed a headline from that morning's Times of London: Chancellor on brink of second bailout for banks. It's not decoration. It's a timestamp. And a reason.",43
BEAT_03_02,PHASE_CONFLICT,ESTABLISH,TENSION,"Send 10 BTC to Hal Finney - first transaction ever - worth nothing","Nine days later. You send ten coins to a man named Hal Finney. He downloaded the software the day it launched. He's the first person on Earth who believed this could work. Ten coins. Worth exactly nothing.",37
BEAT_03_03,PHASE_CONFLICT,REFLECT,TENSION,"People start using it - not because they trust you - because they trust the system","Slowly, people start using it. Not because they trust you. They don't know you. They trust the math. They trust the code. That's exactly what you wanted. And that's exactly what will erase you.",33
BEAT_03_04,PHASE_CONFLICT,PRIVILEGE,TENSION,"10000 BTC for 2 pizzas - nobody realizes they are holding gold","May 22nd, 2010. Someone buys two pizzas for ten thousand coins. Ten thousand coins. Two pizzas. Nobody laughs. Because nobody realizes what they're holding. You do.",27
BEAT_03_05,PHASE_CONFLICT,CONSTRAINT,DREAD,"WikiLeaks accepts Bitcoin - you warn about kicking a hornet's nest","Then WikiLeaks starts accepting it. The attention is enormous. You post on the forum: you've kicked a hornet's nest. Too soon. Too fast. You didn't build this to become political news. But you can't control what people do with something you gave away.",43
