VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,The news calls it digital gold.,Tin tuc goi no la vang ky thuat so.,6,0.5
2,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,You're sitting in a cafe somewhere.,Ban dang ngoi trong mot quan cafe nao do.,6,0
3,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,Your laptop is open.,Laptop ban dang mo.,4,0
4,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,The price on the screen keeps climbing.,Gia tren man hinh cu leo mai.,7,0.5
5,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Somebody behind the counter is talking about blockchain - using the word like it's brand new, like nobody's ever said it before.","Ai do phia sau quay dang noi ve blockchain - dung tu do nhu the no hoan toan moi me, nhu chua ai tung noi truoc.",21,0
6,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,You remember writing it into the first line of code.,Ban nho minh da viet no vao dong code dau tien.,10,0.5
7,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,You know who built this.,Ban biet ai da xay ra thu nay.,5,0
8,PV_0013,BEAT_01_01,HOOK,ESTABLISH,NARRATION,You know exactly who.,Ban biet chinh xac la ai.,4,0.5
9,PV_0013,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,You can't say a word.,Ban khong the noi mot loi.,5,1.0
10,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,One million coins sitting in a wallet.,Mot trieu dong coin nam trong mot chiec vi.,7,0
11,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,WEIGHT_LINE,Untouched.,Chua ai cham vao.,1,1.0
12,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,Worth tens of billions now.,Tri gia hang chuc ty do bay gio.,5,0.5
13,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,The largest fortune no one has ever moved.,Khoi tai san lon nhat ma chua ai tung dich chuyen.,8,0.5
14,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,No bank holds it.,Khong ngan hang nao nam giu.,4,0
15,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,No government controls it.,Khong chinh phu nao kiem soat.,4,0
16,PV_0013,BEAT_01_02,HOOK,PRIVILEGE,NARRATION,It just sits there in the blockchain waiting for someone who will never come back.,No chi nam do trong blockchain cho mot nguoi se khong bao gio quay lai.,15,0.5
