Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0013_001,1,4,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman with slightly disheveled medium-length hair with visible grey streaks. Faded grey t-shirt, jeans. Round white circle head with small dot eyes, hollow distant expression. Plain unmarked matte dark laptop open on table, ceramic coffee mug half-full beside it. Seated at small round cafe table near window. Warm interior cafe with wooden furniture, espresso machine on counter, ambient pendant lighting. Wall-mounted flat screen TV in background showing financial chart with upward green line, cryptocurrency ticker. Golden afternoon light through cafe window. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0013_002,5,5,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman with slightly disheveled medium-length hair with visible grey streaks. Faded grey t-shirt, jeans. Round white circle head with small dot eyes, hollow distant expression. Plain matte dark laptop on table, ceramic coffee mug beside. Seated at cafe table, head slightly turned toward counter. Behind counter: faceless barista stickman (blank white circle head, no eyes, no mouth) gesturing animatedly. Warm cafe interior with exposed brick wall, shelving with coffee bags, espresso machine gleaming under pendant lights. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0013_003,6,8,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman with slightly disheveled medium-length hair with visible grey streaks. Faded grey t-shirt, jeans. Round white circle head with small dot eyes, hollow knowing expression. Hands resting on table near open matte dark laptop. Slight forward lean. Cafe table setting, ceramic coffee mug beside laptop. Background blurred cafe interior with warm amber tones, other patrons as tiny faceless stickmen (blank white circle heads) at distant tables. Intimate focused framing on subject. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0013_004,9,12,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman with slightly disheveled hair with grey streaks. Faded grey t-shirt. Round white circle head with small dot eyes, hollow still expression. Sitting motionless at cafe table. Laptop screen showing large upward-trending gold line graph. Ceramic coffee mug untouched. Vast dark digital visualization floating above laptop: glowing golden wallet icon surrounded by thousands of tiny golden coin particles, suspended in dark blockchain network grid stretching to infinity. Contrast between warm cafe and cold digital vastness. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0013_005,13,15,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman with slightly disheveled hair with grey streaks. Faded grey t-shirt. Round white circle head with small dot eyes, hollow expression. Sitting at cafe table with laptop and coffee mug. Background environment transforming: cafe walls dissolving into vast dark space showing massive glowing golden wallet floating untouched in blockchain grid architecture. No bank buildings, no government buildings visible - only the autonomous digital vault. Cold blue-gold lighting emanating from digital space contrasting warm cafe foreground. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0013_006,16,16,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Vast dark digital space. Single glowing golden wallet icon at center, radiating soft gold light outward. Surrounding it: infinite blockchain grid of interconnected nodes and blocks stretching in all directions into deep space. Thousands of tiny golden coin particles orbiting the wallet, completely untouched, perfectly still. Cold deep blue-black void with golden highlights. No figures approaching, no hands reaching. Complete solitude of the wallet. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0013_007,17,18,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman with slightly disheveled hair with grey streaks. Faded grey t-shirt. Round white circle head with small dot eyes, hollow quiet expression. Standing alone in vast empty dark space. Behind subject: massive glowing golden blockchain network stretching infinitely. Subject casting no shadow. Tiny silhouette against enormous digital creation. Sense of radical isolation - creator dwarfed by creation. Cold blue-gold atmospheric lighting. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0013_008,19,19,HOOK,TEXT_OVERLAY,"Dark charcoal background with subtle blockchain grid pattern fading at edges. Large bold white sans-serif text centered: 'Then you stood up and walked away.' Minimal composition, premium typography. Small empty chair silhouette at bottom right corner. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0013_009,20,23,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman with short neat-ish hair. Dark hoodie, jeans. Round white circle head with small dot eyes, focused intense expression. Seated at old secondhand wooden desk with two monitors. Both screens glowing with green and blue code text scrolling. Late night setting - dark room lit only by monitor glow. Ceramic coffee mug on desk beside keyboard. Old monitor humming with slight warmth distortion lines. Messy desk with papers and notes scattered. Window showing dark night sky outside. Single desk lamp off, only screen light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0013_010,24,25,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman with short neat-ish hair. Dark hoodie. Round white circle head with small dot eyes, focused tired expression. Hunched forward at desk, back curved around chair shape. Monitor casting blue-green glow on face and hoodie. Room details: empty coffee mugs stacked, takeout container, warm plastic smell suggested by slight heat shimmer from old CRT monitor. Worn carpet, bare walls, secondhand furniture. Deep late-night atmosphere with shadows pooling in corners. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
