Strip_ID,Start_VO_ID,End_VO_ID,VO_Count,Life_Phase,Scene_Type,Duration_Sec,Strip_Summary
PV_0005_001,1,2,2,HOOK,POV_SHOT,9.7,"First-person dark room with dim screen showing coordinates. Stickman hands at frame edges."
PV_0005_002,3,3,1,HOOK,NARRATIVE_SCENE,13.4,"Stickman silhouette in turban before screen in dark undefined room. Single light source."
PV_0005_003,4,4,1,HOOK,EMOTIONAL_CLOSEUP,6.0,"Stickman silhouette in deep shadow  -  only black turban outline visible. Isolation."
PV_0005_004,5,5,1,HOOK,NARRATIVE_SCENE,5.1,"Destroyed compound ruins. Stickman silhouette facing rubble and smoke."
PV_0005_005,6,6,1,HOOK,TEXT_OVERLAY,4.3,"Bold text: 'Same building. Same explosion. Same morning.'"
PV_0005_006,7,8,2,HOOK,TEXT_OVERLAY,5.2,"Bold text: 'You survived. Probably. No one has confirmed.'"
PV_0005_007,9,9,1,PHASE_EARLY,NARRATIVE_SCENE,6.5,"Small stickman child in ornate religious household with scripture books and prayer rugs."
PV_0005_008,10,10,1,PHASE_EARLY,NARRATIVE_SCENE,7.4,"Child stickman in holy city household. Family lineage symbols on walls."
PV_0005_009,11,12,2,PHASE_EARLY,NARRATIVE_SCENE,12.5,"Child stickman at window watching revolutionary crowd with flags flooding streets below."
PV_0005_010,13,13,1,PHASE_EARLY,NARRATIVE_SCENE,13.4,"Street scene after revolution  -  smoke and overturned vehicles. Changed world."
PV_0005_011,14,14,1,PHASE_EARLY,NARRATIVE_SCENE,11.1,"Father stickman with black turban and glasses walking into government building. Guards saluting."
PV_0005_012,15,16,2,PHASE_EARLY,NARRATIVE_SCENE,10.7,"Child stickman in walled compound courtyard. Armed guards at gate. High walls enclosing childhood."
PV_0005_013,17,17,1,PHASE_EARLY,NARRATIVE_SCENE,13.4,"Child in compound garden with mother planting roses. World beyond walls unreachable."
PV_0005_014,18,19,2,PHASE_EARLY,NARRATIVE_SCENE,10.7,"Religious classroom with child stickman. Teacher at board. Father shadow in doorway."
PV_0005_015,20,20,1,PHASE_EARLY,NARRATIVE_SCENE,6.5,"Father stickman hand on subject shoulder. Other siblings grouped farther in background."
PV_0005_016,21,21,1,PHASE_EARLY,NARRATIVE_SCENE,8.3,"Split interior: peaceful compound room vs television showing war explosions and soldiers."
PV_0005_017,22,22,1,PHASE_EARLY,NARRATIVE_SCENE,9.3,"Boys from school leaving for front. Some returning wounded. Child watching from behind bulletproof glass."
PV_0005_018,23,23,1,PHASE_CONFLICT,NARRATIVE_SCENE,4.6,"Teen stickman in olive IRGC uniform and beret volunteering for deployment."
PV_0005_019,24,24,1,PHASE_CONFLICT,NARRATIVE_SCENE,12.0,"Military training camp. Soldiers and trucks. Son of powerful man still digging trenches."
PV_0005_020,25,25,1,PHASE_CONFLICT,NARRATIVE_SCENE,8.3,"Stickman in uniform at compound gate. Other soldiers marching to front beyond."
