VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0016,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Your hands are shaking.","Tay ban dang run.",4,0.5
2,PV_0016,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"They always shake now.","Luc nao cung run.",4,0.5
3,PV_0016,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Right before.","Ngay truoc khi bat dau.",2,1.0
4,PV_0016,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Because the person on that table didn't walk in.","Vi nguoi tren ban mo do khong tu buoc vao.",9,0.5
5,PV_0016,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"But the moment the scalpel touches skin - steady.","Nhung khi luoi dao cham da - vung.",9,0.5
6,PV_0016,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"Perfectly steady.","Vung tuyet doi.",2,1.5
7,PV_0016,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The overhead lamp hums.","Den tran keu vo vo.",4,0
8,PV_0016,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The room smells like iodine and cold metal.","Phong ngat mui iodine va kim loai lanh.",8,0.5
9,PV_0016,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You trained for this.","Ban duoc dao tao cho dieu nay.",4,0.5
10,PV_0016,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"Not this.","Khong phai the nay.",2,2.0
11,PV_0016,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"You didn't choose this.","Ban khong chon dieu nay.",4,0.5
12,PV_0016,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Nobody wakes up at twenty-two in medical school thinking - someday I'll cut people open in a basement.","Khong ai thuc day luc hai muoi hai tuoi trong truong y ma nghi - mot ngay nao do toi se mo nguoi trong tang ham.",18,0.5
13,PV_0016,BEAT_01_02,HOOK,CONSTRAINT,WEIGHT_LINE,"For money.","Vi tien.",2,1.5
14,PV_0016,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"But here you are.","Nhung ban dang o day.",4,0.5
15,PV_0016,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Gloves on.","Gang tay da mang.",2,0
16,PV_0016,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Lights on.","Den da bat.",2,0
17,PV_0016,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"And someone on that table who might not want to be there.","Va mot nguoi tren ban mo co le khong muon o day.",12,2.0
18,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Medical school.","Truong y.",2,0.5
19,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Seven years.","Bay nam.",2,0.5
20,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Four hours of sleep a night if you're lucky.","Bon tieng ngu moi dem neu may man.",9,0.5
21,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You fall asleep in the library with your face on the textbook.","Ban ngu guc trong thu vien voi mat ap len sach giao khoa.",12,0
22,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Wake up at four a.m. with ink on your cheek.","Tinh day luc bon gio sang voi vet muc tren ma.",10,0.5
23,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You memorize every bone in the human body.","Ban thuoc long moi xuong trong co the nguoi.",8,0
24,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Every artery.","Moi dong mach.",2,0
25,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Every nerve pathway that branches from the spine to the fingertips.","Moi duong dan than kinh tu cot song den dau ngon tay.",11,0.5
26,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your hands learn to cut with a precision most people can't imagine.","Tay ban hoc cach cat voi do chinh xac ma hau het moi nguoi khong tuong tuong noi.",12,0.5
27,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The textbook weighs four kilograms.","Cuon sach giao khoa nang bon ky.",5,0
28,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You carry it everywhere.","Ban mang no di khap noi.",4,0
29,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your roommate makes fun of you for it.","Ban cung phong cuoi ban vi chuyen do.",8,0
30,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"It doesn't bother you.","Chuyen do khong lam ban ban tam.",4,0.5
31,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You practice sutures on chicken legs at midnight.","Ban tap khau tren dui ga luc nua dem.",8,0
32,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Because mistakes here don't scream.","Vi lam hong o day thi khong co tieng thet.",5,0.5
33,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Same stitch.","Cung mot duong khau.",2,0
34,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Same thread.","Cung mot soi chi.",2,0
35,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Over and over until your fingers can do it without your brain.","Lap di lap lai cho den khi ngon tay tu lam ma khong can dau oc.",12,0.5
36,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your fingers blister.","Ngon tay ban phong rop.",3,0
37,PV_0016,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You tape them and keep going.","Ban dan bang keo va tiep tuc.",6,1.0
38,PV_0016,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Your first real surgery.","Ca mo thuc su dau tien.",4,0.5
39,PV_0016,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Appendectomy.","Cat ruot thua.",1,0.5
40,PV_0016,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Routine.","Binh thuong.",1,0.5
41,PV_0016,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"The attending surgeon watches from three feet away - you can feel his breath through the mask.","Bac si phu trach dung cach mot met - ban cam nhan duoc hoi tho cua ong ta qua khau trang.",17,0.5
42,PV_0016,BEAT_02_02,PHASE_EARLY,ESTABLISH,NARRATION,"Your hand doesn't shake.","Tay ban khong run.",4,0
