Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,WONDER,"Your hands are shaking. They always shake now - before a surgery. But the moment the scalpel touches skin - steady. Perfectly steady. This is what you trained for. This is not what you trained for.","Your hands are shaking. They always shake now. Right before. But the moment the scalpel touches skin - steady. Perfectly steady. This is what you trained for. This is not what you trained for.",33
BEAT_01_02,HOOK,CONSTRAINT,TENSION,"You didn't choose this. Nobody wakes up at twenty-two in medical school and thinks: someday I'll cut people open in a basement for money. But here you are. Gloves on. Lights on. And someone on that table who might not want to be there.","You didn't choose this. Nobody wakes up at twenty-two in medical school thinking - someday I'll cut people open in a basement. For money. But here you are. Gloves on. Lights on. Someone on that table who might not want to be there.",42
BEAT_02_01,PHASE_EARLY,ESTABLISH,WONDER,"Medical school. Seven years. Four hours of sleep a night. You memorize every bone. Every artery. Every nerve pathway. Your hands learn to cut with precision most people can't imagine.","Medical school. Seven years. Four hours of sleep. You memorize every bone. Every artery. Every nerve pathway. Your hands learn to cut with a precision most people can't imagine.",29
BEAT_02_02,PHASE_EARLY,ESTABLISH,WONDER,"Your first real surgery. Appendectomy. Routine. But when you close the wound and the patient wakes up - their family cries. They hold your hands and say thank you. Your hands. The ones that saved someone.","Your first real surgery. Appendectomy. Routine. But when you close the wound and the patient wakes up - their family holds your hands. They cry. They say thank you. Your hands. The ones that just saved someone.",37
BEAT_02_03,PHASE_EARLY,CONSTRAINT,TENSION,"The salary is small. The debt is not. Seven years of tuition. Your spouse works two jobs. You moonlight at a second clinic on weekends. Still not enough. The math never works out.","The salary is small. The debt is not. Seven years of tuition don't disappear because you have a badge now. Your spouse works two jobs. You moonlight at a second clinic on weekends. Still not enough. The math never works.",39
BEAT_02_04,PHASE_EARLY,REFLECT,WONDER,"But you are a surgeon. You save lives. You took an oath - the oldest one in medicine. First do no harm. You believe it. You still believe it.","But you are a surgeon. You save lives. You took an oath - the oldest one in medicine. First do no harm. You believe it. You still believe it.",27
BEAT_03_01,PHASE_CONFLICT,TIME_MARKER,TENSION,"You are thirty-two. The debt has doubled. Your spouse has left. The hospital cut your hours. An old colleague from residency calls. He has a proposal.","You are thirty-two. The debt has doubled. Your spouse has left. The hospital cut your hours. And then an old colleague from residency calls. He has a proposal.",27
BEAT_03_02,PHASE_CONFLICT,ESTABLISH,TENSION,"A private clinic. Off the books. One surgery a month - kidney extraction from a living donor. Twenty thousand dollars per operation. More than you make in six months at the hospital. The donor is willing - your colleague insists. Voluntary.","A private clinic. Off the books. One surgery a month. Kidney extraction from a living donor. Twenty thousand dollars. Per operation. More than you make in six months at the hospital. The donor is willing, your colleague says. Voluntary.",38
BEAT_03_03,PHASE_CONFLICT,CONFLICT,TENSION,"The first donor. A man from a village you have never heard of. He signs a form. He doesn't read it. You don't ask if he can read. You prep him. You cut. You extract. You close. Two hours. Clean. Professional.","The first donor. A man from a village you've never heard of. He signs a form. He doesn't read it. You don't ask if he can read. You prep him. You cut. You extract. You close. Two hours. Clean. Professional.",39
BEAT_03_04,PHASE_CONFLICT,REFLECT,TENSION,"You tell yourself: the recipient will die without this kidney. Two-year waiting lists. Children on dialysis. You are not hurting anyone. You are moving an organ from someone who can survive without it to someone who cannot survive without it. That is medicine.","You tell yourself - the recipient will die without this kidney. Two-year waiting lists. Children on dialysis. You're not hurting anyone. You're moving an organ from someone who can survive without it to someone who cannot survive without it. That is medicine.",43
BEAT_03_05,PHASE_CONFLICT,CONFLICT,DREAD,"The second donor is younger. Early twenties. When you prep her arm for the IV - she flinches. Hard. Her eyes would be wide if you let yourself look. You push the anesthesia. She goes quiet.","The second donor is younger. Early twenties. When you prep her arm for the IV - she flinches. Hard. You don't look at her face. You push the anesthesia. She goes quiet.",30
BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,DREAD,"Third operation. Fourth. Seventh. The money clears your debt. You stop moonlighting at the hospital. Your hands get faster. The clinic gets busier. A man in a dark suit starts showing up - he is not a doctor. He gives instructions now.","Third operation. Fourth. Seventh. The money clears your debt. You stop moonlighting at the hospital. Your hands get faster. The clinic gets busier. A man in a dark suit starts showing up. He's not a doctor. He gives instructions now.",39
BEAT_03_07,PHASE_CONFLICT,REFLECT,DREAD,"The definition of voluntary gets thinner. Some donors arrive sedated. Some don't speak the language. You stop asking questions. Your hands don't ask questions. Your hands just cut.","The definition of voluntary gets thinner. Some donors arrive already sedated. Some don't speak the language. You stop asking questions. Your hands don't ask questions. Your hands just cut.",30
