Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"Your hands are shaking. They always shake now - before a surgery. But the moment the scalpel touches skin - steady. Perfectly steady. This is what you trained for. This is not what you trained for.",WONDER,30,NARRATIVE_SCENE,"Dark underground clinic. Harsh overhead surgical lamp. Stickman (SUBJECT) in scrubs and gloves, hands trembling over operating table. Scalpel glinting. Only light from surgical lamp."
BEAT_01_02,HOOK,CONSTRAINT,"You didn't choose this. Nobody wakes up at twenty-two in medical school and thinks: someday I'll cut people open in a basement for money. But here you are. Gloves on. Lights on. And someone on that table who might not want to be there.",TENSION,32,TEXT_OVERLAY,"Bold white text on dark background. Weight statement. Silhouette of surgical gloves."
BEAT_02_01,PHASE_EARLY,ESTABLISH,"Medical school. Seven years. Four hours of sleep a night. You memorize every bone. Every artery. Every nerve pathway. Your hands learn to cut with precision most people can't imagine.",WONDER,34,NARRATIVE_SCENE,"University lecture hall. Stickman (SUBJECT - young, white coat) studying anatomy charts. Surrounded by textbooks. Exhausted but focused."
BEAT_02_02,PHASE_EARLY,ESTABLISH,"Your first real surgery. Appendectomy. Routine. But when you close the wound and the patient wakes up - their family cries. They hold your hands and say thank you. Your hands. The ones that saved someone.",WONDER,36,NARRATIVE_SCENE,"Hospital operating room - clean, bright, proper. SUBJECT in scrubs with badge. Patient family (FACELESS) holding SUBJECT's hands. Gratitude scene."
BEAT_02_03,PHASE_EARLY,CONSTRAINT,"The salary is small. The debt is not. Seven years of tuition. Your spouse works two jobs. You moonlight at a second clinic on weekends. Still not enough. The math never works out.",TENSION,32,NARRATIVE_SCENE,"Small apartment. SUBJECT and CHAR_FAMILY at kitchen table with bills. Calculator. Stacks of paper. Stress posture."
BEAT_02_04,PHASE_EARLY,REFLECT,"But you are a surgeon. You save lives. You took an oath - the oldest one in medicine. First do no harm. You believe it. You still believe it.",WONDER,26,EMOTIONAL_CLOSEUP,"Close-up SUBJECT holding stethoscope. Clean white coat. Hospital badge visible. Pride in posture. Warm lighting."
BEAT_03_01,PHASE_CONFLICT,TIME_MARKER,"You are thirty-two. The debt has doubled. Your spouse has left. The hospital cut your hours. An old colleague from residency calls. He has a proposal.",TENSION,30,TIME_SKIP_SCENE,"Two panels: left - young proud surgeon with badge; right - older SUBJECT, no wedding ring, phone to ear. Same person, different circumstances."
BEAT_03_02,PHASE_CONFLICT,ESTABLISH,"A private clinic. Off the books. One surgery a month - kidney extraction from a living donor. Twenty thousand dollars per operation. More than you make in six months at the hospital. The donor is willing - your colleague insists. Voluntary.",TENSION,38,NARRATIVE_SCENE,"CHAR_COLLEAGUE (faceless, expensive watch, confident posture) showing SUBJECT an underground clinic. Basic but functional surgical equipment. Cash on table."
BEAT_03_03,PHASE_CONFLICT,CONFLICT,"The first donor. A man from a village you have never heard of. He signs a form. He doesn't read it. You don't ask if he can read. You prep him. You cut. You extract. You close. Two hours. Clean. Professional.",TENSION,38,NARRATIVE_SCENE,"Underground clinic operating table. SUBJECT performing surgery. CHAR_DONORS (faceless, thin, on table). Clinical precision. Harsh lamp overhead."
BEAT_03_04,PHASE_CONFLICT,REFLECT,"You tell yourself: the recipient will die without this kidney. Two-year waiting lists. Children on dialysis. You are not hurting anyone. You are moving an organ from someone who can survive without it to someone who cannot survive without it. That is medicine.",TENSION,36,NARRATIVE_SCENE,"SUBJECT washing hands after surgery. Looking at own hands. Internal rationalization. Clinic sink, dim lighting."
BEAT_03_05,PHASE_CONFLICT,CONFLICT,"The second donor is younger. Early twenties. When you prep her arm for the IV - she flinches. Hard. Her eyes - if she had them in the frame - would be wide. You push the anesthesia. She goes quiet.",DREAD,34,NARRATIVE_SCENE,"SUBJECT prepping young CHAR_DONORS (faceless, thin, flinching) on operating table. IV in hand. Donor's body language is fear."
BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,"Third operation. Fourth. Seventh. The money clears your debt. You stop moonlighting at the hospital. Your hands get faster. The clinic gets busier. A man in a dark suit starts showing up - he is not a doctor. He gives instructions now.",DREAD,36,NARRATIVE_SCENE,"Montage feel - multiple operating scenes dissolving. CHAR_BOSS (faceless, dark suit, gold rings) standing in clinic hallway. Watching. SUBJECT operating."
BEAT_03_07,PHASE_CONFLICT,REFLECT,"The definition of 'voluntary' gets thinner. Some donors arrive sedated. Some don't speak the language. You stop asking questions. Your hands don't ask questions. Your hands just cut.",DREAD,32,NARRATIVE_SCENE,"SUBJECT looking at sedated donor on gurney in LOC_PREP_ROOM. Not asking. Turning away. Putting on gloves."
BEAT_04_01,PHASE_CRISIS,CRISIS,"The next donor is different. Wrists bruised. Rope marks. Crying when the sedation begins to wear off. This person did not volunteer. This person was taken.",DREAD,32,NARRATIVE_SCENE,"CHAR_KIDNAP_VICTIM on operating table. Wrist marks visible. Body struggling weakly against sedation. SUBJECT frozen, staring."
BEAT_04_02,PHASE_CRISIS,CONFLICT,"You turn to walk out. The man in the suit blocks the door. He doesn't raise his voice. He says: 'You know too much to leave. Finish the surgery. Or we find another surgeon - after we take care of you.'",DREAD,34,NARRATIVE_SCENE,"CHAR_BOSS blocking clinic doorway. Dark suit, gold rings. SUBJECT facing him. Confrontation. No escape."
BEAT_04_03,PHASE_CRISIS,CRISIS,"You operate. Your hands are steady. They have always been steady. That is the worst part. The body knows what to do even when the mind is screaming no.",DREAD,28,POV_SHOT,"POV from SUBJECT's eyes. Gloved hands holding scalpel over patient. Surgical lamp above. Hands perfectly steady. Horror in precision."
BEAT_04_04,PHASE_CRISIS,REFLECT,"When it is over - you wash your hands. Same soap. Same motion. Left hand over right. Between the fingers. Thirty seconds. The protocol hasn't changed. But you have.",CLARITY,30,EMOTIONAL_CLOSEUP,"Close-up of hands under running water. Surgical sink. SUBJECT staring at own hands. Water running. Same hands that once healed."
BEAT_05_01,PHASE_RESOLUTION,TIME_MARKER,"Months pass. More donors. More envelopes. You stop looking at their faces. You stop looking at your own face in the mirror.",BITTERSWEET,26,TIME_SKIP_SCENE,"Two panels: left - SUBJECT averting eyes from donor; right - SUBJECT passing bathroom mirror without looking. Same scrubs."
BEAT_05_02,PHASE_RESOLUTION,REFLECT,"You cannot go back. No hospital will take you. Your license expired three years ago. The only people who need your skills now are the ones in this building.",BITTERSWEET,30,NARRATIVE_SCENE,"SUBJECT sitting in underground clinic break room. Alone. Scrubs, no badge. Looking at expired medical license in wallet. Empty expression."
BEAT_05_03,PHASE_RESOLUTION,RESOLVE,"Every morning you look at your hands. Same hands that held a patient's family in gratitude. Same hands that closed a wound and heard 'thank you.' Same hands. Different table.",CLARITY,30,EMOTIONAL_CLOSEUP,"Extreme close-up of SUBJECT's bare hands. Morning light. Staring at own fingers. Ghost of white coat overlaid with scrubs."
BEAT_06_01,CALLBACK,CALLBACK,"Your hands are shaking. They always shake now - before a surgery. But the moment the scalpel touches skin - steady. Perfectly steady.",DEEP_CONNECTION,26,NARRATIVE_SCENE,"Mirror of HOOK. Same underground clinic. Same harsh light. Same gloves. Same trembling hands. But dot eyes are empty now."
BEAT_06_02,CALLBACK,CTA,"You are a doctor. You were a doctor. The oath is still there - carved into your memory like scar tissue. First do no harm. Your hands remember. The rest of you has forgotten.",DEEP_CONNECTION,28,TEXT_OVERLAY,"Bold white text on dark background. Final weight line. Fading image of surgical gloves. Silence."
