Strip_ID,Start_VO_ID,End_VO_ID,VO_Count,Life_Phase,Scene_Type,Duration_Sec,Strip_Summary
PV_0016_001,1,3,3,HOOK,POV_SHOT,7.5,"First-person POV of stickman hands in surgical gloves trembling under harsh overhead lamp. Operating table visible ahead."
PV_0016_002,4,6,3,HOOK,NARRATIVE_SCENE,6.6,"Stickman surgeon's gloved hands gripping scalpel - perfectly steady. Iodine-stained basin foreground. Underground clinic setting."
PV_0016_003,7,10,4,HOOK,NARRATIVE_SCENE,8.3,"Stickman surgeon standing over operating table. Overhead lamp humming. Cold metal instruments on tray. Basement clinic."
PV_0016_004,11,13,3,HOOK,TEXT_OVERLAY,5.0,"Bold white text on dark background: 'For money.'"
PV_0016_005,14,17,4,HOOK,NARRATIVE_SCENE,7.2,"Stickman surgeon in scrubs, gloves on, standing beside operating table. Faceless figure lying on table. Dim basement."
PV_0016_006,18,22,5,PHASE_EARLY,NARRATIVE_SCENE,5.4,"Young stickman medical student in white coat studying. Textbooks stacked. Anatomy diagrams on wall. Bright lecture hall."
PV_0016_007,23,30,8,PHASE_EARLY,NARRATIVE_SCENE,8.5,"Young stickman carrying heavy textbook through dormitory hallway. Roommate stickman nearby. Clean institutional corridors."
PV_0016_008,31,37,7,PHASE_EARLY,NARRATIVE_SCENE,6.9,"Young stickman at table practicing sutures on chicken leg at midnight. Single desk lamp. Dorm room."
PV_0016_009,38,40,3,PHASE_EARLY,NARRATIVE_SCENE,5.2,"Stickman in surgeon scrubs performing first operation. Attending surgeon watching from behind. Bright hospital operating room."
PV_0016_010,41,44,4,PHASE_EARLY,NARRATIVE_SCENE,4.6,"Close view of steady stickman hand holding scalpel. Senior surgeon observing. Hospital surgical suite."
PV_0016_011,45,49,5,PHASE_EARLY,NARRATIVE_SCENE,7.8,"Stickman surgeon with family members (faceless) holding his hands gratefully. Hospital corridor outside surgery. Warm light."
PV_0016_012,50,56,7,PHASE_EARLY,NARRATIVE_SCENE,6.9,"Stickman lying awake in dark room looking at own fingers. Moonlight casting shadows. Small apartment bedroom."
PV_0016_013,57,59,3,PHASE_EARLY,NARRATIVE_SCENE,5.4,"Stickman sitting at kitchen table with bills spread out. Faceless spouse in background. Small apartment kitchen."
PV_0016_014,60,65,6,PHASE_EARLY,NARRATIVE_SCENE,7.2,"Stickman driving early morning to second clinic. Run-down strip mall clinic exterior. Dawn light."
PV_0016_015,66,70,5,PHASE_EARLY,NARRATIVE_SCENE,6.2,"Stickman at kitchen table opening bills. Same table for dinner. Faceless spouse turning away. Dim kitchen."
PV_0016_016,71,74,4,PHASE_EARLY,NARRATIVE_SCENE,5.1,"Stickman wiping kitchen table, putting bills into drawer. Closing drawer. Small apartment kitchen."
PV_0016_017,75,76,2,PHASE_EARLY,NARRATIVE_SCENE,4.5,"Stickman surgeon in white coat standing proudly in hospital corridor. Badge visible. Clean white walls."
PV_0016_018,77,79,3,PHASE_EARLY,NARRATIVE_SCENE,7.2,"Stickman looking at framed certificate on apartment wall. Fingerprints on glass. Dim lighting. Small apartment."
PV_0016_019,80,80,1,PHASE_EARLY,TEXT_OVERLAY,5.5,"Bold white text on dark background: 'First do no harm.'"
PV_0016_020,81,82,2,PHASE_EARLY,NARRATIVE_SCENE,4.6,"Stickman standing in apartment looking at certificate. Determined posture. Warm but dim interior."
PV_0016_021,83,83,1,PHASE_CONFLICT,TEXT_OVERLAY,5.0,"Bold white text on dark background: 'You are thirty-two.'"
PV_0016_022,84,90,7,PHASE_CONFLICT,NARRATIVE_SCENE,7.8,"Stickman sitting alone at kitchen table with empty chair opposite. Suitcase by front door. Note on table. Dim apartment."
PV_0016_023,91,94,4,PHASE_CONFLICT,NARRATIVE_SCENE,6.6,"Stickman eating dinner alone in apartment. Empty chair across table. Hospital badge on counter. Evening."
PV_0016_024,95,96,2,PHASE_CONFLICT,NARRATIVE_SCENE,5.5,"Stickman holding phone to ear. Old residency photo on shelf. Apartment interior."
PV_0016_025,97,101,5,PHASE_CONFLICT,NARRATIVE_SCENE,7.8,"Underground clinic interior - converted basement. Shelves outlines on walls. Clean floor. Real medical equipment. Dim lighting."
PV_0016_026,102,105,4,PHASE_CONFLICT,NARRATIVE_SCENE,6.9,"Stickman surgeon in scrubs (no badge) standing beside operating table. Surgical instruments laid out. Basement clinic."
