Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"Your son counts to 90 before sleep. He thinks it is a game. You don't correct him.",TENSION,18,NARRATIVE_SCENE,"Stickman son in bed counting on fingers, father standing in doorway watching, dim bedroom light"
BEAT_01_02,HOOK,ESTABLISH,"You are a UX designer in Tel Aviv. You design buttons for a delivery app. You step on LEGO at 2 AM and swear quietly. You are ordinary.",WONDER,22,NARRATIVE_SCENE,"Stickman at desk with laptop in startup office, Tel Aviv skyline through window, LEGO pieces on floor at home"
BEAT_01_03,HOOK,CONSTRAINT,"The siren does not ask if you are ready. It gives you 90 seconds.",TENSION,12,TEXT_OVERLAY,"Bold text: 90 SECONDS on dark background with faint siren wave graphic"
BEAT_02_01,PHASE_EARLY,ESTABLISH,"Before the escalation: 460000 people complaining about rent on Rothschild. Students drink iced coffee on Ibn Gabirol. The Mediterranean does not care about borders.",WONDER,24,NARRATIVE_SCENE,"Wide shot: vibrant Tel Aviv street scene with stickman crowd, cafes, sunset, Mediterranean in background"
BEAT_02_02,PHASE_EARLY,ESTABLISH,"Your coworker is angry because Maccabi lost. The barista draws a smiley face on your cup. You bring rugelach home on Fridays. Your son leaves LEGO on the floor.",WONDER,24,NARRATIVE_SCENE,"Stickman in cafe with smiley-face cup, then walking home with bakery bag, LEGO scattered on apartment floor"
BEAT_02_03,PHASE_EARLY,CONSTRAINT,"The conflict is background noise. The Iron Dome works. The sirens come and go. Your son was born into this. He thinks sirens are weather.",TENSION,20,NARRATIVE_SCENE,"Split: left side normal life, right side faint Iron Dome streaks in sky - stickman son looking up casually"
BEAT_02_04,PHASE_EARLY,REFLECT,"You will not understand what this city was until it stops being this.",LONGING,10,EMOTIONAL_CLOSEUP,"Stickman father on balcony looking at Tel Aviv skyline at golden hour, hand on railing"
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,"Monday: two alerts. Tuesday: five. Wednesday: eleven before noon. Your phone buzzes so often your son says: Daddy's phone is singing again.",TENSION,22,NARRATIVE_SCENE,"Phone screen showing cascading Red Alert notifications, stickman son pointing at buzzing phone"
BEAT_03_02,PHASE_CONFLICT,CONSTRAINT,"Friday: school closes. The delivery app goes quiet. Restaurants closed. Drivers home. The frequency is the weapon.",TENSION,18,NARRATIVE_SCENE,"Empty restaurant storefront, closed school gate, silent phone app screen showing zero orders"
BEAT_03_03,PHASE_CONFLICT,CRISIS,"4:17 AM. The siren. Your body is up before your brain. The floor is cold. You do not feel your feet until the hallway. Your son is heavy on your shoulder.",DREAD,28,NARRATIVE_SCENE,"Dark apartment hallway - stickman running barefoot carrying sleeping child, wife behind with go-bag, red siren glow"
BEAT_03_04,PHASE_CONFLICT,CONFLICT,"The mamad door sticks. You pull lift yank. Hand slips on metal. Inside. Concrete walls. Your heart is in your throat. You wonder if your son can hear it.",DREAD,24,NARRATIVE_SCENE,"Stickman pulling stuck mamad door, child on shoulder, cramped 8sqm concrete room with LEGO set and water bottles"
BEAT_03_05,PHASE_CONFLICT,REFLECT,"Three cracks overhead. Iron Dome. Pressure drops in your ears. Sulfur seeps through the window. You are safe. You are shaking. You will shake for another hour. 90 seconds felt like forever.",TENSION,26,NARRATIVE_SCENE,"View from apartment balcony: white streaks crossing dark sky like angry fireflies, stickman holding son, trembling"
BEAT_03_06,PHASE_CONFLICT,ESTABLISH,"The Iron Dome catches 90 percent. Your son watches interceptions from the balcony. He says cool. You say nothing. 90 percent is math that waits for the wrong night.",TENSION,24,NARRATIVE_SCENE,"Balcony scene - stickman son pointing at sky with Iron Dome flashes, father standing behind, hands gripping railing"
BEAT_03_07,PHASE_CONFLICT,CONFLICT,"By day seven your body runs the countdown without you. Feet on floor. Son on shoulder. Hallway. Door. Pull lift yank. You do not shake anymore. You do not think.",TENSION,22,NARRATIVE_SCENE,"Same hallway sequence but now mechanical - stickman moving efficiently in dark, no panic posture, son asleep undisturbed"
BEAT_03_08,PHASE_CONFLICT,REFLECT,"Your son sleeps through the pickup now. He does not stir. His body has adapted to being carried to safety in the dark. 90 seconds feels like nothing now. That is worse.",DREAD,22,NARRATIVE_SCENE,"Close shot: sleeping child on shoulder, completely relaxed, stickman father's face showing strain despite calm movement"
BEAT_03_09,PHASE_CONFLICT,CONFLICT,"Your neighbor gets the call. Miluim. He packs a bag and drives north. His wife stands in the hallway holding their daughter. Two weeks later she stops answering messages.",TENSION,24,NARRATIVE_SCENE,"Stickman neighbor with military bag at door kissing daughter, wife standing frozen in hallway, then dark phone screen - no reply"
BEAT_03_10,PHASE_CONFLICT,REFLECT,"On the news they announce casualties without names. You watch every broadcast. You count the names that are not his. That is how you hope now. By subtraction.",DREAD,20,NARRATIVE_SCENE,"Stickman sitting in front of TV screen showing news ticker, hands clasped, counting gesture"
BEAT_03_11,PHASE_CONFLICT,CONFLICT,"Your sister in New York calls crying. The world has an opinion about your country. You have a mamad and 90 seconds and a boy who weighs 22 kilos on your chest.",TENSION,24,NARRATIVE_SCENE,"Split: left - stickman sister at desk crying, protesters outside office window. Right - stickman father in mamad, son asleep on chest, concrete walls"
BEAT_04_01,PHASE_CRISIS,CRISIS,"One gets through. You hear the difference. Interception is a crack above. Impact moves through your skeleton. The floor shifts. Your ears ring. 800 meters from your son's school.",DREAD,26,NARRATIVE_SCENE,"Stickman in apartment feeling floor shift, crack in window, distant smoke column, twisted playground fence visible"
BEAT_04_02,PHASE_CRISIS,REFLECT,"That night your son does not count to 90. You wait for him to start. He does not start. That is worse.",DREAD,14,EMOTIONAL_CLOSEUP,"Stickman son lying in mamad blanket, eyes open, silent - father sitting beside watching, waiting"
BEAT_04_03,PHASE_CRISIS,CRISIS,"The news shows footage. Buildings that look like yours. Children who look like your son. You are relieved it is not your building. You hate yourself for that. You are still relieved.",DREAD,24,NARRATIVE_SCENE,"Stickman watching TV - screen shows rubble and dust - hands covering mouth, then turning away, then looking back"
BEAT_04_04,PHASE_CRISIS,REFLECT,"The feelings do not resolve. They stack. Relief guilt anger grief fear. Nobody in your building talks about it. The silence has weight. You can feel it in the elevator.",DREAD,22,NARRATIVE_SCENE,"Elevator scene - three stickmen standing, no eye contact, heavy silence visualized as dark weight around them"
BEAT_04_05,PHASE_CRISIS,CONFLICT,"After 10 days you go back to the cafe. Siren goes off. Everyone walks to shelter. Not running. Walking. After the all-clear everyone walks back. You finish your coffee. It is still warm.",TENSION,22,NARRATIVE_SCENE,"Cafe scene - stickmen calmly standing with coffee cups, walking to shelter, walking back, sitting down, sipping"
BEAT_04_06,PHASE_CRISIS,CRISIS,"Your son asks: are the booms the good ones or the bad ones? He is six. He is correct. You say: the good ones. He goes back to LEGO. He builds a dome. Places a tiny figure inside. That is you Daddy.",DREAD,28,NARRATIVE_SCENE,"Stickman son showing LEGO dome to father, tiny figure inside smiling - father kneeling, frozen expression"
BEAT_04_07,PHASE_CRISIS,REFLECT,"You go to the bathroom and close the door and press your forehead against the mirror and breathe.",DREAD,10,EMOTIONAL_CLOSEUP,"Stickman alone in bathroom, forehead pressed against mirror, hands on sink edge, head down"
BEAT_05_01,PHASE_RESOLUTION,RESOLVE,"When the ceasefire comes nothing returns. The cafe barista moved to Berlin. Your neighbor smokes on the balcony at 3 AM. You see his cigarette glow. Neither of you waves.",BITTERSWEET,24,NARRATIVE_SCENE,"Night balcony scene - two stickmen on separate balconies, one smoking, one standing, city lights below, no interaction"
BEAT_05_02,PHASE_RESOLUTION,REFLECT,"Your wife sleeps with her hand on the go-bag. The LEGO dome is on the shelf in the mamad. The tiny figure is still inside. Still smiling.",BITTERSWEET,18,NARRATIVE_SCENE,"Bedroom: wife's hand on go-bag by bed. Then mamad shelf: LEGO dome with tiny figure visible inside"
BEAT_05_03,PHASE_RESOLUTION,RESOLVE,"Your son still counts to 90 before he sleeps. You stopped counting. That is how you know something broke.",CLARITY,16,EMOTIONAL_CLOSEUP,"Stickman son in bed whispering numbers, father in doorway - same shot as HOOK but expression changed"
BEAT_05_04,PHASE_RESOLUTION,REFLECT,"A car door slams on the street. Your chest tightens. Your feet move toward the hallway before your brain says stop.",BITTERSWEET,14,NARRATIVE_SCENE,"Stickman in living room, sudden flinch, feet turned toward hallway, hand on chest, frozen mid-step"
BEAT_06_01,CALLBACK,CALLBACK,"The sirens stopped. Your body didn't.",CLARITY,10,TEXT_OVERLAY,"Text on black: THE SIRENS STOPPED. (beat) YOUR BODY DIDN'T."
BEAT_06_02,CALLBACK,CTA,"You are alive. The dome held. Everyone says that should be enough. It is not.",BITTERSWEET,14,EMOTIONAL_CLOSEUP,"Final shot: stickman father standing at apartment window, city below, hand on glass, stillness"
