VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0020,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Your son counts to ninety before he falls asleep.","Con trai ban dem toi chin muoi truoc khi ngu.",9,0.5
2,PV_0020,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"He does it every night.","No lam vay moi dem.",5,0
3,PV_0020,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Whispers them into the pillow.","Thi tham vao goi.",5,0.5
4,PV_0020,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"He thinks it's a game.","No nghi do la tro choi.",5,0.5
5,PV_0020,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"You don't correct him.","Ban khong sua.",5,1.5
6,PV_0020,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Because he's right.","Vi no dung.",4,2.0
7,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You're a UX designer at a startup in Tel Aviv.","Ban la nha thiet ke UX tai mot startup o Tel Aviv.",9,0
8,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You design buttons for a delivery app.","Ban thiet ke nut bam cho app giao hang.",7,0
9,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"The kind that tells a driver where to turn left.","Loai nut chi tai xe re trai o dau.",9,0
10,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"The driver checks the shelter map before every route.","Tai xe kiem tra ban do ham tru an truoc moi chuyen.",9,0.5
11,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You didn't design that part.","Ban khong thiet ke phan do.",5,0
12,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Someone else did.","Nguoi khac lam.",3,0
13,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You just design the buttons inside it.","Ban chi thiet ke may cai nut ben trong.",7,0.5
14,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Every morning you argue about basketball scores on the train.","Moi sang ban cai nhau ve ty so bong ro tren tau.",10,0
15,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Every Friday you bring rugelach home from Dizengoff.","Moi thu Sau ban mang rugelach ve tu Dizengoff.",8,0.5
16,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You step on LEGO at 2 AM and swear quietly.","Ban giam phai LEGO luc 2 gio sang va chui tham.",9,0
17,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Your wife doesn't wake up.","Vo ban khong tinh.",5,0.5
18,PV_0020,BEAT_01_02,HOOK,ESTABLISH,WEIGHT_LINE,"You are ordinary.","Ban la nguoi binh thuong.",3,1.0
19,PV_0020,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"That's the point.","Do moi la van de.",3,1.5
20,PV_0020,BEAT_01_03,HOOK,CONSTRAINT,NARRATION,"The siren doesn't ask if you're ready.","Tieng coi bao dong khong hoi ban da san sang chua.",7,0.5
21,PV_0020,BEAT_01_03,HOOK,CONSTRAINT,WEIGHT_LINE,"It gives you ninety seconds.","No cho ban chin muoi giay.",5,1.5
22,PV_0020,BEAT_01_03,HOOK,CONSTRAINT,NARRATION,"What you do with them is the rest of your life.","Dieu ban lam trong khoang thoi gian do la phan con lai cua doi ban.",10,2.0
