Strip_ID,Start_VO_ID,End_VO_ID,VO_Count,Life_Phase,Scene_Type,Duration_Sec,Strip_Summary
PV_0011_001,1,3,3,HOOK,TEXT_OVERLAY,8.9,"Bold white text on black: 'You killed someone today. Then you drove home. Your daughter asked what's for dinner.'"
PV_0011_002,4,6,3,HOOK,POV_SHOT,11.5,"First-person POV of GCS interior. Hands on joystick. Blue screens showing aerial village at night. Dust and coffee smell detail."
PV_0011_003,7,9,3,HOOK,NARRATIVE_SCENE,7.9,"Aerial surveillance view of sleeping village. Small white structures. Desert terrain. Thermal camera tint. Ten thousand feet below."
PV_0011_004,10,11,2,HOOK,NARRATIVE_SCENE,9.2,"GCS operator stickman studying screen. Target's house highlighted on monitor. Pattern data overlay. Intimate knowledge of stranger."
PV_0011_005,12,13,2,HOOK,NARRATIVE_SCENE,10.2,"Surveillance screen montage: children leaving for school, breakfast scene, mosque route. All moments documented on screen."
PV_0011_006,14,14,1,HOOK,NARRATIVE_SCENE,5.1,"Operator's hand writing in logbook. 'It's your job to know' weight. Thick folder growing on desk."
PV_0011_007,15,15,1,HOOK,TEXT_OVERLAY,6.6,"Bold white text on dark blue: 'And one day it'll be your job to make him stop.'"
PV_0011_008,16,16,1,HOOK,TEXT_OVERLAY,3.3,"Bold white text on black: 'You never chose this.'"
PV_0011_009,17,18,2,HOOK,NARRATIVE_SCENE,10.2,"Stickman gazing upward at dramatic sky. F-16 silhouette cutting through tall clouds. Sun rays breaking through. Dream of flight."
PV_0011_010,19,22,4,HOOK,TEXT_OVERLAY,10.8,"Bold white text stacking on grey: 'A chair. A screen. A trailer that could be anywhere. And a war you commute to.'"
PV_0011_011,23,24,2,PHASE_EARLY,NARRATIVE_SCENE,7.5,"Young stickman at Air Force recruitment desk. Eager straight-back posture. Recruiter stickman (faceless) across table. Flag on wall."
PV_0011_012,25,26,2,PHASE_EARLY,NARRATIVE_SCENE,7.8,"F-16 poster on recruitment office wall. Young stickman looking up at poster. Imagining himself in cockpit. Warm aspirational light."
PV_0011_013,27,28,2,PHASE_EARLY,NARRATIVE_SCENE,5.6,"Close shot of young stickman's face. Dot eyes wide. 'Wind. Speed. Freedom.' Words forming around head. Dreamy warm wash."
PV_0011_014,29,31,3,PHASE_EARLY,NARRATIVE_SCENE,6.5,"Young stickman in barracks bunk reading phone screen showing MQ-9 drone image. Confused expression. 'RPA' text on screen."
PV_0011_015,32,35,4,PHASE_EARLY,NARRATIVE_SCENE,11.6,"Barracks night scene. Young stickman looking at laptop showing drone. 'It's a drone.' realization moment. Dim overhead light."
PV_0011_016,36,38,3,PHASE_EARLY,NARRATIVE_SCENE,12.0,"Group of cadets in flight suits. One faceless cadet shaking SUBJECT's hand with sympathy. 'Home for dinner' caption floating."
PV_0011_017,39,41,3,PHASE_EARLY,NARRATIVE_SCENE,9.8,"Group laughing. SUBJECT laughing too but isolated in frame. Sentence echoing forward. Training base exterior background."
PV_0011_018,42,44,3,PHASE_EARLY,TIME_SKIP_SCENE,10.2,"Two-panel. Left 'Age 18': cadet uniform at recruit office. Right 'Age 22': flight suit at GCS control station. One year compressed."
PV_0011_019,45,46,2,PHASE_EARLY,NARRATIVE_SCENE,6.5,"Stickman in flight suit standing next to windowless GCS trailer. Never sitting inside what he flies. Desert heat shimmer."
PV_0011_020,47,47,1,PHASE_EARLY,TEXT_OVERLAY,3.8,"Bold white text on dark: 'Your altitude is always zero.'"
PV_0011_021,48,51,4,PHASE_EARLY,NARRATIVE_SCENE,9.7,"Wide shot of Creech AFB. Desert in every direction. Low buildings shimmering in heat. Nevada wasteland. Harsh white sunlight."
PV_0011_022,52,53,2,PHASE_EARLY,NARRATIVE_SCENE,9.7,"Interior of GCS trailer. Two seats facing twelve screens. Joystick and throttle. Office-supply-store chair. AC humming overhead."
PV_0011_023,54,55,2,PHASE_EARLY,NARRATIVE_SCENE,10.6,"Split view: GCS interior on left, satellite view of distant circling aircraft on right. 'Other side of the world' connection."
PV_0011_024,56,57,2,PHASE_EARLY,NARRATIVE_SCENE,6.5,"Operator looking at ground imagery on screen. Can see but can't touch. Glass-barrier metaphor. Blue screen glow on face."
PV_0011_025,58,60,3,PHASE_EARLY,NARRATIVE_SCENE,11.1,"Car in base parking lot. Female stickman (shoulder-length hair, faceless) driving. Small child stickman (hair bow, faceless) waving from back seat. Sunset."
PV_0011_026,61,62,2,PHASE_EARLY,TEXT_OVERLAY,5.7,"Bold white text on dark: 'You think you understand how this works. You don't.'"
PV_0011_027,63,66,4,PHASE_CONFLICT,NARRATIVE_SCENE,9.7,"GCS trailer. Stickman at screens. Shift rotation board on wall. Clock showing 4AM. Bleary blue screen glow."
PV_0011_028,67,68,2,PHASE_CONFLICT,NARRATIVE_SCENE,6.5,"Screen never off. Days blurring together. Calendar pages turning. Same trailer. Same chair. Monotone blue."
PV_0011_029,69,70,2,PHASE_CONFLICT,NARRATIVE_SCENE,7.5,"Reaper drone silhouette circling above foreign terrain on screen. 'Always watching' weight. Persistent surveillance. Cold blue tint."
PV_0011_030,71,74,4,PHASE_CONFLICT,NARRATIVE_SCENE,8.8,"Screen showing target compound labeled 'JACKPOT'. First long-term target. No real name needed. Intel file starting."
PV_0011_031,75,78,4,PHASE_CONFLICT,NARRATIVE_SCENE,9.3,"Montage of surveillance: six weeks compressed. Same compound. Same man. Daily routine documented. Pattern building."
