Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0011_001,1,3,HOOK,TEXT_OVERLAY,"Solid black background. Large bold white sans-serif text centered in three stacked lines: 'You killed someone today.' then 'Then you drove home.' then 'Your daughter asked what's for dinner.' Premium typography with slight letter spacing. Flat design, cinematic weight. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_002,4,6,HOOK,POV_SHOT,"First-person POV illustration. Two simple flat black stickman hands at bottom frame corners - large adult hands with olive-green flight suit sleeve cuffs. Right hand resting on joystick control stick. Multiple glowing blue-green screens arranged in arc showing aerial thermal imagery of small Middle Eastern village at night. Dust-colored air conditioning vent above. Flat illustration, immersive perspective. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_003,7,9,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium-tall stickman. Short military cut (flat top line). Olive-green flight suit. Red pilot wings patch on left shoulder. Dog tag chain around neck. Headset with microphone. Watch on left wrist. Round white circle head with small dot eyes and neutral mouth. Hunched posture, peering at monitor showing aerial view of desert village at night. Ten thousand feet below rendered as thermal map on screen. Dark GCS trailer interior. Blue screen glow only light source. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_004,10,11,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium-tall stickman. Short military cut (flat top line). Olive-green flight suit. Red pilot wings patch on left shoulder. Dog tag chain around neck. Headset with microphone. Watch on left wrist. Round white circle head with small dot eyes and neutral mouth. Studying large monitor closely showing highlighted compound with data overlay - name, wake time, route markers on map. Intimate surveillance knowledge visualized. Dark trailer, blue monitor glow. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_005,12,13,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium-tall stickman seated at GCS station. Short military cut (flat top line). Olive-green flight suit. Red pilot wings patch on left shoulder. Dog tag chain. Headset. Watch on left wrist. Round white circle head with small dot eyes. Multiple monitors showing surveillance montage: small figures walking to school, breakfast scene through thermal view, path to mosque marked. Pattern data accumulating on screens. Dark trailer. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_006,14,14,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Closeup of operator stickman's hands writing in thick manila logbook at GCS desk. Olive-green flight suit sleeve. Red patch visible on shoulder. Dog tag chain hanging forward as body leans over desk. Watch on left wrist. Folder growing thick with surveillance data pages. Multiple monitor edges in background glowing blue. Dark trailer. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_007,15,15,HOOK,TEXT_OVERLAY,"Dark navy blue background with subtle radial vignette. Large bold white sans-serif text centered: 'And one day, it'll be your job to make him stop.' Premium typography, cinematic weight. Flat design. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_008,16,16,HOOK,TEXT_OVERLAY,"Solid black background. Large bold white sans-serif text centered: 'You never chose this.' Minimal, stark, heavy typographic weight. Flat design. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_009,17,18,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman. Short military cut (flat top line). Blue-grey cadet uniform. Dog tag chain around neck. Watch on left wrist. Round white circle head with small dot eyes and neutral mouth. Eager straight-back posture, head tilted upward gazing at vast dramatic sky. Above: F-16 fighter jet silhouette banking through towering cumulus clouds. Sun rays breaking through golden-lit cloud edges. Dream of flight and freedom visible. Tarmac edge below. Warm aspirational golden light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_010,19,22,HOOK,TEXT_OVERLAY,"Dark grey background. Large bold white sans-serif text stacking vertically in four lines: 'A chair.' 'A screen.' 'A trailer that could be anywhere.' 'And a war you commute to.' Each line slightly indented further right creating staircase effect. Premium typography. Flat design. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_011,23,24,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman. Short military cut (flat top line). Blue-grey cadet uniform. Dog tag chain around neck with rectangular tag. Watch on left wrist. Round white circle head with small dot eyes and neutral mouth. Eager straight-back posture seated across desk from larger faceless recruiter stickman (blank white circle head, no eyes, no mouth) in dark suit. Air Force recruitment office with American flag on wall, wooden desk, framed certificates. Warm fluorescent office lighting. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_012,25,26,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman. Short military cut (flat top line). Blue-grey cadet uniform. Dog tag chain around neck. Watch on left wrist. Round white circle head with small dot eyes and neutral mouth. Standing in front of large framed poster showing F-16 fighter jet cutting through clouds. Looking up at poster with head tilted back. Recruiting office wall. Warm aspirational golden lighting from poster glow. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_013,27,28,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Closeup of medium stickman upper body and head. Short military cut (flat top line). Blue-grey cadet uniform. Dog tag chain around neck. Round white circle head with small dot eyes wide open and neutral mouth slightly curved up. Dreamy warm golden wash surrounding head. Abstract wind lines and cloud shapes floating around. Concept of freedom visualized. Soft warm light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_014,29,31,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman. Short military cut (flat top line). Military fatigues. Dog tag chain around neck. Watch on left wrist. Round white circle head with small dot eyes and neutral mouth. Lying on military barracks bunk bed reading phone screen showing MQ-9 Reaper drone image. Dim overhead bare bulb. Metal bunk frame. Other empty bunks in row. 'RPA' text visible on phone screen. Confused discovery moment. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_015,32,35,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman seated on barracks bunk edge. Short military cut (flat top line). Military fatigues. Dog tag chain around neck. Watch on left wrist. Round white circle head with small dot eyes and slightly downturned mouth. Laptop on knees showing drone aircraft schematic. Night barracks scene. Single overhead light. Realization sinking in. Muted colors, dim yellow-white light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0011_016,36,38,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman in olive-green flight suit. Red pilot wings patch on left shoulder. Dog tag chain. Watch on left wrist. Short military cut (flat top line). Round white circle head with small dot eyes and forced smile mouth. Being handshaken by taller faceless cadet stickman (blank white circle head) in fighter pilot flight suit. Two more faceless cadets behind watching. Military training base hallway. Fluorescent corridor lights. Sympathy handshake moment. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
