Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,WONDER,"Screen glowing in a dark trailer. Hand on joystick. Aerial view of a village from 10000 feet.","The screen glows blue in the dark. Your hand rests on a joystick. Ten thousand feet below, a village sleeps. You've never been there. You'll never go. But you know the name of the man in the second house on the left. You know when he wakes up. You know when his children leave for school. You know all of this because it's your job to know. And one day, it'll be your job to make him stop.",79
BEAT_01_02,HOOK,CONSTRAINT,WONDER,"You have never set foot here. But you know every person by name.","You never chose this. You thought you'd fly jets. You thought you'd feel the sky pull at your chest. Instead you got a chair. A screen. And a war you commute to.",33
BEAT_02_01,PHASE_EARLY,ESTABLISH,WONDER,"Sign up for the Air Force at 18. Dream of fighter jets.","You are eighteen. You sign up for the Air Force because you want to fly. The recruiter shows you a poster - an F-16 cutting through clouds. You imagine yourself up there. Wind. Speed. Freedom. That's the word you keep coming back to.",42
BEAT_02_02,PHASE_EARLY,CONSTRAINT,LONGING,"Assigned to RPA. Not a real aircraft.","They assign you to Remotely Piloted Aircraft. RPA. You've never heard of it. The other cadets who got fighter assignments shake your hand like they're sorry. One of them says it quietly. 'At least you'll be home for dinner.'",39
BEAT_02_03,PHASE_EARLY,TIME_MARKER,WONDER,"One year of training. UPT to RPA to MQ-9 Reaper.","You are twenty-two. One year of training. Undergraduate pilot training, then the RPA pipeline, then MQ-9 Reaper qualification. You learn to fly a machine you'll never sit inside. Your cockpit has no window. Your altitude is always zero.",39
BEAT_02_04,PHASE_EARLY,ESTABLISH,TENSION,"First day at Creech AFB. Windowless trailer in Nevada desert.","Creech Air Force Base. Forty-five miles northwest of Las Vegas. Desert in every direction. Your cockpit is a windowless trailer with air conditioning that hums too loud. Two seats. Twelve screens. A joystick. A throttle. Somewhere on the other side of the world, your aircraft is already circling.",46
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,TENSION,"Rotating shifts. Days. Swings. Mids. The screen never turns off.","Rotating shifts. Days. Swings. Mids. You drive in at four AM and drive home at four PM. Or the other way. The screen never turns off. Somewhere above Afghanistan or Yemen or Somalia, your Reaper is watching. Always watching.",37
BEAT_03_02,PHASE_CONFLICT,CONFLICT,TENSION,"First assignment. Callsign JACKPOT. Watch him for six weeks.","Your first long-term target. Callsign JACKPOT. You don't know his real name. You don't need to. What you need is his pattern of life. So you watch. You watch him for six weeks. Every day. You watch him eat breakfast. You watch him walk his son to school. You watch him pray at dawn, knees on a rug in the yard.",56
BEAT_03_03,PHASE_CONFLICT,REFLECT,LONGING,"You know his sleep schedule. You know his Friday dinner recipe.","You know his sleep schedule. You know what he cooks on Fridays. You know his youngest likes to play in the front yard after the heat breaks. You know when his wife hangs laundry and when she takes it in. He doesn't know you exist. But you know everything about him.",48
BEAT_03_04,PHASE_CONFLICT,CONSTRAINT,TENSION,"Pattern of Life - the official term.","Pattern of Life. That's the official term. You document every detail of a man's existence. His habits. His contacts. His family. All of it goes into a file. The file gets thicker every week. And one day someone above you will read it and decide he's done living.",46
