VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0011,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"You killed someone today.","Ban da giet ai do hom nay.",5,0
2,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Then you drove home.","Roi ban lai xe ve nha.",4,0
3,PV_0011,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"Your daughter asked what's for dinner.","Con gai ban hoi toi nay an gi.",6,2.0
4,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The screen glows blue in the dark.","Man hinh phat sang xanh trong bong toi.",7,0
5,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Your hand rests on a joystick.","Tay ban dat tren can dieu khien.",6,0
6,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The air conditioning hums. The trailer smells like dust and old coffee.","May lanh keu vo vo. Thung xe ngat mui bui va ca phe cu.",12,0
7,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Ten thousand feet below, a village sleeps.","Muoi nghin feet ben duoi, mot ngoi lang dang ngu.",7,0.5
8,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You've never been there.","Ban chua bao gio den do.",5,0
9,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You'll never go.","Ban se khong bao gio den.",3,0.5
10,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"But you know the name of the man in the second house on the left.","Nhung ban biet ten nguoi dan ong trong ngoi nha thu hai ben trai.",14,0
11,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You know when he wakes up.","Ban biet khi nao anh ta thuc day.",6,0
12,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You know when his children leave for school.","Ban biet khi nao bon tre di hoc.",8,0
13,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You know what he eats for breakfast and which route he takes to the mosque.","Ban biet anh ta an gi buoi sang va di duong nao den thanh duong.",14,0
14,PV_0011,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You know all of this because it's your job to know.","Ban biet tat ca nhung dieu nay vi do la cong viec cua ban.",10,0.5
15,PV_0011,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"And one day, it'll be your job to make him stop.","Va mot ngay, cong viec cua ban la lam anh ta dung lai.",10,2.0
16,PV_0011,BEAT_01_02,HOOK,CONSTRAINT,WEIGHT_LINE,"You never chose this.","Ban chua bao gio chon dieu nay.",4,1.5
17,PV_0011,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"You thought you'd fly jets.","Ban tuong minh se lai may bay chien dau.",6,0
18,PV_0011,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"You thought you'd feel the sky pull at your chest, the throttle shaking under your hand.","Ban tuong minh se cam thay bau troi keo nguc, can ga rung duoi tay.",16,0
19,PV_0011,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Instead you got a chair.","Thay vao do ban duoc mot cai ghe.",5,0
20,PV_0011,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"A screen.","Mot man hinh.",2,0
21,PV_0011,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"A trailer that could be anywhere.","Mot thung xe co the o bat cu dau.",6,0
22,PV_0011,BEAT_01_02,HOOK,CONSTRAINT,WEIGHT_LINE,"And a war you commute to.","Va mot cuoc chien ban di lam moi ngay.",6,2.0
23,PV_0011,BEAT_02_01,PHASE_EARLY,ESTABLISH,TIME_MARKER,"You are eighteen.","Ban muoi tam tuoi.",3,1.0
24,PV_0011,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You sign up for the Air Force because you want to fly.","Ban dang ky Khong quan vi ban muon bay.",11,0
25,PV_0011,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The recruiter shows you a poster - an F-16 cutting through clouds.","Nguoi tuyen quan cho ban xem mot tam ap phich - chiec F-16 xuyen qua may.",12,0
26,PV_0011,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You imagine yourself up there.","Ban tuong tuong minh o tren do.",5,0
27,PV_0011,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Wind. Speed. Freedom.","Gio. Toc do. Tu do.",3,0
28,PV_0011,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"That's the word you keep coming back to.","Do la tu ban cu quay lai.",8,0.5
29,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"They assign you to Remotely Piloted Aircraft.","Ho phan ban vao Remotely Piloted Aircraft.",7,0
30,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"RPA.","RPA.",1,0
31,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You've never heard of it.","Ban chua bao gio nghe den.",5,0.5
32,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You look it up that night in the barracks.","Toi do ban tra cuu trong doanh trai.",8,0
33,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"It's a drone.","La drone.",3,0
34,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"They don't call it that officially, but that's what it is.","Ho khong goi no the, nhung ban chat la vay.",11,0
35,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"A drone.","Drone.",2,0.5
36,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"The other cadets who got fighter assignments shake your hand like they're sorry.","Nhung hoc vien khac duoc phan lai chien dau bat tay ban nhu chia buon.",13,0
37,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"One of them says it quietly.","Mot nguoi noi khe.",6,0
38,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"At least you'll be home for dinner.","It ra thi may con ve kip bua toi.",7,0
39,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Everyone laughs.","Ai cung cuoi.",2,0
40,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You laugh too.","Ban cung cuoi.",3,0
41,PV_0011,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You don't know why yet, but that sentence is going to follow you for years.","Ban chua biet tai sao, nhung cau do se di theo ban nhieu nam.",14,1.0
42,PV_0011,BEAT_02_03,PHASE_EARLY,TIME_MARKER,TIME_MARKER,"You are twenty-two.","Ban hai muoi hai tuoi.",4,1.0
43,PV_0011,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"One year of training.","Mot nam huan luyen.",4,0
44,PV_0011,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Undergraduate pilot training, then the RPA pipeline, then MQ-9 Reaper qualification.","Huan luyen phi cong co ban, roi chuong trinh RPA, roi chung chi MQ-9 Reaper.",12,0
45,PV_0011,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"You learn to fly something you'll never sit inside.","Ban hoc lai thu ma ban se khong bao gio ngoi vao.",9,0
46,PV_0011,BEAT_02_03,PHASE_EARLY,TIME_MARKER,NARRATION,"Your cockpit has no window.","Buong lai cua ban khong co cua so.",5,0
47,PV_0011,BEAT_02_03,PHASE_EARLY,TIME_MARKER,WEIGHT_LINE,"Your altitude is always zero.","Do cao cua ban luon la so khong.",5,1.5
48,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"Creech Air Force Base.","Can cu Khong quan Creech.",4,0
49,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"Forty-five miles northwest of Las Vegas.","Bon muoi lam dam ve phia tay bac Las Vegas.",6,0
50,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"Desert in every direction.","Sa mac khap moi huong.",4,0
51,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"The heat makes the buildings shimmer.","Cai nong lam cac toa nha lung linh.",6,0.5
52,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"Your cockpit is a windowless trailer with air conditioning that hums too loud.","Buong lai cua ban la mot thung xe kin voi may lanh keu qua to.",13,0
53,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"Two seats. Twelve screens. A joystick. A throttle.","Hai ghe. Muoi hai man hinh. Mot can lai. Mot can ga.",8,0
54,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"The chair is the same model they use in office supply stores.","Cai ghe cung loai ban trong cua hang van phong pham.",11,0
55,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"Somewhere on the other side of the world, your aircraft is already circling.","O dau do phia ben kia the gioi, may bay cua ban dang luon vong.",12,0
56,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"You can see the ground from here.","Ban co the thay mat dat tu day.",7,0
57,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,WEIGHT_LINE,"You just can't touch it.","Ban chi khong the cham vao no.",5,1.0
58,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"Your wife picks you up after your first shift.","Vo ban don ban sau ca dau tien.",9,0
59,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"Your daughter's in the back seat. She's two.","Con gai ban ngoi ghe sau. No hai tuoi.",8,0
60,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"She waves at you through the window.","No vay tay voi ban qua cua kinh.",7,0
61,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,NARRATION,"You think you understand how this works.","Ban tuong minh hieu cach no van hanh.",7,0
62,PV_0011,BEAT_02_04,PHASE_EARLY,ESTABLISH,WEIGHT_LINE,"You don't.","Khong dau.",2,1.5
63,PV_0011,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"Rotating shifts.","Ca xoay.",2,0
64,PV_0011,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"Days. Swings. Mids.","Ngay. Chieu. Dem.",3,0
65,PV_0011,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"You drive in at four AM and drive home at four PM.","Ban lai xe den luc bon gio sang va ve luc bon gio chieu.",11,0
66,PV_0011,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"Or the other way around.","Hoac nguoc lai.",5,0
67,PV_0011,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"It doesn't matter after a while. The days blur.","Lau dan cung chang quan trong. Ngay nao cung nhu ngay nao.",9,0
68,PV_0011,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"The screen never turns off.","Man hinh khong bao gio tat.",5,0
69,PV_0011,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,NARRATION,"Somewhere above Afghanistan or Yemen or Somalia, your Reaper is watching.","O dau do phia tren Afghanistan, Yemen hay Somalia, chiec Reaper cua ban dang theo doi.",11,0
70,PV_0011,BEAT_03_01,PHASE_CONFLICT,ESTABLISH,WEIGHT_LINE,"Always watching.","Luon luon theo doi.",2,1.5
71,PV_0011,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"Your first long-term target.","Muc tieu dai han dau tien cua ban.",5,0
72,PV_0011,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"Callsign JACKPOT.","Danh hieu JACKPOT.",2,0.5
73,PV_0011,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"You don't know his real name.","Ban khong biet ten that cua anh ta.",6,0
74,PV_0011,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"You don't need to.","Ban khong can biet.",4,0.5
75,PV_0011,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"What you need is his pattern of life.","Dieu ban can la mo hinh cuoc song cua anh ta.",7,0
76,PV_0011,BEAT_03_02,PHASE_CONFLICT,CONFLICT,NARRATION,"So you watch.","Nen ban theo doi.",3,0
