VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0022,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"You won't miss it.","Ban se khong nho no dau.",5,1.0
2,PV_0022,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Not in the way you think.","Khong theo cach ban nghi.",6,1.5
3,PV_0022,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You hear it once.","Ban nghe no mot lan.",4,0.5
4,PV_0022,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Someone said it to you once.","Ai do da noi cau do voi ban.",6,0.5
5,PV_0022,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You were sitting across from them at a plastic table with two cups of tea and nothing else between you.","Ban ngoi doi dien ho o mot cai ban nhua voi hai ly tra va khong co gi khac giua hai nguoi.",18,0.5
6,PV_0022,BEAT_01_02,HOOK,REFLECT,NARRATION,"They said it like it was nothing.","Ho noi no nhu khong co gi.",7,0.5
7,PV_0022,BEAT_01_02,HOOK,REFLECT,NARRATION,"Like they were giving directions to somewhere easy.","Nhu dang chi duong den mot cho rat de tim.",8,1.0
8,PV_0022,BEAT_01_02,HOOK,REFLECT,NARRATION,"You believed them.","Ban da tin ho.",3,0.5
9,PV_0022,BEAT_01_02,HOOK,REFLECT,NARRATION,"Not because it made sense.","Khong phai vi cau do hop ly.",6,0
10,PV_0022,BEAT_01_02,HOOK,REFLECT,NARRATION,"Because you needed it.","Vi ban can no phai hop ly.",5,1.5
11,PV_0022,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"And now you're the one sitting across the table.","Va bay gio ban la nguoi ngoi doi dien.",9,0.5
13,PV_0022,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"You're the one with the sentence.","Ban la nguoi co cau noi do.",6,0
14,PV_0022,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"In your mouth.","Trong mieng minh.",3,0.5
15,PV_0022,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"Ready.","San sang.",1,1.0
16,PV_0022,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"But we're getting ahead.","Nhung ta dang di qua nhanh.",4,0.5
17,PV_0022,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"Let's go back.","Quay lai da.",3,2.0
18,PV_0022,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The rain didn't come this year.","Mua nay troi khong mua.",6,0.5
19,PV_0022,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The field cracked down the middle like something just gave up.","Ruong nut doc giua nhu the no bo cuoc.",11,0.5
20,PV_0022,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your child sits on the floor drawing shapes in the dirt.","Con ban ngoi duoi dat ve hinh trong bui.",10,0
21,PV_0022,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"With a stick.","Bang mot cai que.",3,0.5
22,PV_0022,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The debt isn't new.","No khong phai moi.",4,0
23,PV_0022,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"It's been here longer than the child.","No o day lau hon con ban.",7,0.5
24,PV_0022,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Every month it grows and nothing you own grows with it.","Moi thang no lon them va khong thu gi ban co lon theo.",10,0.5
25,PV_0022,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You sell what you can.","Ban ban nhung gi ban duoc.",5,0
26,PV_0022,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"A goat.","Mot con de.",2,0
27,PV_0022,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"A tin roof.","Tam ton.",3,0
28,PV_0022,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your wife's earrings from the wedding.","Doi bong tai cuoi cua vo.",6,0.5
