Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"The signature sentence lands cold: You won't miss it. Not in the way you think.",TENSION,18,TEXT_OVERLAY,"White text on black: the sentence. Clean typography. No stickman."
BEAT_01_02,HOOK,REFLECT,"Someone said this to you once. You believed it. Now you say it to others.",TENSION,22,EMOTIONAL_CLOSEUP,"SUBJECT sitting at tea stall, phone on table, calm posture. Scar hidden under shirt. Two cups."
BEAT_01_03,HOOK,ESTABLISH,"The tea stall. Two cups. A low voice. This is where it starts - and where it started for you.",TENSION,18,NARRATIVE_SCENE,"Wide shot of village tea stall. SUBJECT across from empty chair. Morning light. Worn table."
BEAT_02_01,PHASE_EARLY,ESTABLISH,"Debt compounds. The field yields nothing. Your child sits on the floor. Your body is the only thing left with value.",DREAD,28,NARRATIVE_SCENE,"SUBJECT in village. Dry field behind. CHILD sitting on dirt floor. Worn clothes. Bare feet."
BEAT_02_02,PHASE_EARLY,CONFLICT,"Someone sits across from you at the tea stall. Same thin build. Older. They lift their shirt - scar. They say the sentence. Calm voice.",TENSION,30,NARRATIVE_SCENE,"Tea stall. CHAR_RECRUITER_ORIGIN across from SUBJECT. Two cups. Shirt lifted showing scar. SUBJECT listening."
BEAT_02_03,PHASE_EARLY,REFLECT,"You say no. Immediately. Three days later you come back. No one called you. The sentence is still in your head. Intact.",DREAD,32,EMOTIONAL_CLOSEUP,"SUBJECT walking back to tea stall alone. Same table. Same cups. Nobody waiting - but SUBJECT sits down."
BEAT_02_04,PHASE_EARLY,CRISIS,"Overnight bus to the city. Last hours with your body still complete. You go in whole. You wake up lighter. Money less than promised. The scar is real.",DREAD,35,NARRATIVE_SCENE,"Split: left - SUBJECT on bus looking out window at night. Right - SUBJECT lying on cheap hotel mattress, bandage on torso, envelope on bedside table."
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,"Your body cannot do heavy labor anymore. The scar aches every day. The field is still dry. The debt is still there.",TENSION,25,NARRATIVE_SCENE,"SUBJECT trying to lift something heavy, wincing, hand on side where scar is. Village background. Same poverty."
BEAT_03_02,PHASE_CONFLICT,CONFLICT,"The broker comes back. Not to buy anything. To teach you the sentence. A phone. One contact. A territory.",TENSION,28,NARRATIVE_SCENE,"CHAR_BROKER handing cheap phone to SUBJECT at roadside. Brief exchange. Broker walks away without looking back."
BEAT_03_03,PHASE_CONFLICT,REFLECT,"You practice the sentence alone. You adjust the words until they sound natural. You never say sell. You never say organ. You say help. Opportunity. Just this once.",TENSION,30,EMOTIONAL_CLOSEUP,"SUBJECT alone in room, mouth moving silently, rehearsing. LOC_ALONE. Dim light. Repetition implied by posture."
BEAT_03_04,PHASE_CONFLICT,CONFLICT,"First time saying it to someone real. The neighbor. You lift your shirt. Show the scar. They look at it. They go quiet. You say nothing else. You wait.",DREAD,32,NARRATIVE_SCENE,"Tea stall. SUBJECT across from CHAR_TARGET_NEIGHBOR. SUBJECT lifting shirt showing scar. Neighbor staring. Two cups. Silence."
