"Slate","Start_VO_ID","End_VO_ID","Life_Phase","Scene_Type","Image_Prompt"
"PV_0002_001","1","1","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Queens brick house three stories with modest suburban yard and father's impressive car in driveway. Wide shot showing full environment. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_002","2","2","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Queens brick house three stories with modest suburban yard and father's impressive car in driveway. Father stickman shorter than subject with round white circle head and grey hair flat silhouette combed to one side and dot eyes and small serious mouth and dark suit and upright commanding posture visible. Medium shot at eye level. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_003","3","3","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Queens neighborhood looking toward Manhattan skyline across the water. Slightly low angle looking up. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_004","4","4","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. View from Queens looking across East River toward Manhattan skyline with bridge stretching between. Over-shoulder perspective. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_005","5","5","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. View from Queens looking across East River toward Manhattan skyline with bridge stretching between. Side profile view. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_006","6","6","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Car interior looking out at Manhattan buildings with gold name shapes on facades. Father stickman shorter than subject with round white circle head and grey hair flat silhouette combed to one side and dot eyes and small serious mouth and dark suit and upright commanding posture visible. Three-quarter angle view. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_007","7","7","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Queens neighborhood looking toward Manhattan skyline across the water. Slightly overhead angle. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_008","8","8","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Car interior looking out at Manhattan buildings with gold name shapes on facades. Close framing on upper body. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_009","9","9","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Late night Manhattan office with desk lamp and cold coffee and financial spreadsheet shapes and city view at night. Environmental emphasis with subject small in frame. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_010","10","10","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Queens neighborhood looking toward Manhattan skyline across the water. Father stickman shorter than subject with round white circle head and grey hair flat silhouette combed to one side and dot eyes and small serious mouth and dark suit and upright commanding posture visible. Subject centered with depth behind. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_011","11","11","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Manhattan skyline from car window with glass towers and gold letter shapes at their tops. Lit from left side creating shadow. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_012","12","12","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Manhattan skyline from car window with glass towers and gold letter shapes at their tops. Lit from right side with warm glow. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_013","13","13","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Manhattan skyline from car window with glass towers and gold letter shapes at their tops. Back-lit with silhouette effect. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_014","14","14","HOOK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Queens neighborhood looking toward Manhattan skyline across the water. Cool atmospheric lighting. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_015","15","15","PHASE_EARLY","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Military academy with grey stone buildings and formation grounds. Warm amber atmospheric lighting. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_016","16","16","PHASE_EARLY","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Queens neighborhood with large suburban house visible among modest homes on tree-lined block. Dim lighting with single light source. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_017","17","17","PHASE_EARLY","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Queens neighborhood with large suburban house visible among modest homes on tree-lined block. Natural daylight through windows. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
"PV_0002_018","18","18","PHASE_EARLY","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes. Character is deliberately simple, contrast against highly detailed semi-realistic painted background environment. Small child stickman slightly taller than peers with round white circle head and dark brown hair wisp neat combed and dot eyes and small neutral mouth. Simple blazer shape flat color. Queens neighborhood with large suburban house visible among modest homes on tree-lined block. Twilight sky visible outside. Flat illustration clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no text overlay, no subtitles, no captions, no written words, no readable text in image, no watermarks, no speech bubbles"
