Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"The outer borough house: comfortable, brick, but not Manhattan — the gap is visible from the window",WONDER,22,POV_SHOT,"Child hands at window frame — Manhattan skyline impossibly bright across the water in the distance"
BEAT_01_02,HOOK,PRIVILEGE,"Father's lesson delivered daily: the name on a building is the only thing that cannot be taken from you",WONDER,20,NARRATIVE_SCENE,"FATHER stickman gesturing at building model on desk — child stickman watching from corner of room"
BEAT_01_03,HOOK,ESTABLISH,"At age 8, you understand what the skyline means — not as scenery, but as a destination",WONDER,18,POV_SHOT,"Close-up POV: child hands pressed against car window, Manhattan towers filling the glass"
BEAT_01_04,HOOK,WEIGHT,"The name is not inherited — it is built. And you have already decided you will build it bigger.",WONDER,22,TEXT_OVERLAY,"Dark background. Bold white text: 'THE NAME IS NOT INHERITED. IT IS BUILT.'"
BEAT_02_01,PHASE_EARLY,TIME_MARKER,"You are six. The outer borough house is large by any measure — except the one you've already chosen.",WONDER,18,NARRATIVE_SCENE,"Small stickman standing in front of large brick house — Manhattan silhouette on far horizon, visually larger than the house"
BEAT_02_02,PHASE_EARLY,PRIVILEGE,"Your father leaves before sunrise and returns with new deals — you sit at the top of the stairs and listen to the numbers",WONDER,22,NARRATIVE_SCENE,"Small stickman seated at staircase top in shadow — FATHER below at desk, papers spread, animated in discussion"
BEAT_02_03,PHASE_EARLY,CONSTRAINT,"At 13, your father sends you to military academy — not as punishment, as instruction in winning",LONGING,20,TIME_SKIP_SCENE,"Two-panel: child at home, casual — then same figure in military jacket uniform at stone academy gate"
BEAT_02_04,PHASE_EARLY,PRIVILEGE,"The academy teaches: every room is a competition — figure out the hierarchy on day one and place yourself above it",LONGING,24,NARRATIVE_SCENE,"Teen stickman in military jacket standing in front of formation of identical uniformed stickmen — slightly taller, slightly ahead"
BEAT_02_05,PHASE_EARLY,REFLECT,"You graduate the academy knowing how to read a room — a skill your father never taught directly but always practiced",LONGING,22,NARRATIVE_SCENE,"Teen stickman walking out of academy gate, FATHER outside waiting — neither reaches out, just starts walking"
BEAT_02_06,PHASE_EARLY,PRIVILEGE,"Business school: you do not belong to this world yet — you take notes on who does and how they got there",LONGING,20,NARRATIVE_SCENE,"Young stickman at lecture hall, surrounded by peer stickmen — observing rather than participating, slightly to the side"
BEAT_02_07,PHASE_EARLY,TIME_MARKER,"You graduate 1968. Your father hands you the company keys — and with them, everything he never finished.",LONGING,24,NARRATIVE_SCENE,"FATHER stickman extending document shape toward young adult stickman — both standing in outer borough property office, blueprints visible on walls"
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,"25 years old. You leave the outer borough and walk into Manhattan — not as a visitor. As the next owner.",TENSION,22,TIME_SKIP_SCENE,"Two-panel: young stickman at outer borough building — then same stickman in Manhattan street, taller buildings surroundin him"
BEAT_03_02,PHASE_CONFLICT,PRIVILEGE,"First Manhattan deal: a crumbling hotel on 42nd Street that everyone said was unfixable — you fix it and put your name on it",TENSION,24,NARRATIVE_SCENE,"Stickman with AIDES_BUSINESS pointing at building model — old run-down building shape in background transforms across composition"
BEAT_03_03,PHASE_CONFLICT,ESTABLISH,"The first building with your name on it: a revelation. The name draws people in before you say a word.",TENSION,20,NARRATIVE_SCENE,"Stickman standing at building entrance — AIDES_BUSINESS flanking, suited stickmen approaching from street toward entrance"
BEAT_03_04,PHASE_CONFLICT,PRIVILEGE,"1983: 68 floors on Fifth Avenue. Gold letters, six feet tall, at the top. The city cannot look away.",TENSION,26,NARRATIVE_SCENE,"Wide shot: stickman standing at base of 68-floor tower — looking up at gold nameplate shape on glass facade, city behind smaller"
BEAT_03_05,PHASE_CONFLICT,PRIVILEGE,"First wife: she builds alongside you — the company files with two names on them, the tower decorated in both directions",TENSION,22,NARRATIVE_SCENE,"SUBJECT and FIRST_WIFE stickman side by side at drafting table with building blueprints — AIDES_BUSINESS in background"
BEAT_03_06,PHASE_CONFLICT,CONSTRAINT,"Casino expansion: Atlantic City means more deals, more debt, more of your name on more buildings than your cash flow can support",TENSION,24,NARRATIVE_SCENE,"Stickman standing in neon-lit casino interior — large space, many floors visible, but stacks of document shapes accumulating at sides"
BEAT_03_07,PHASE_CONFLICT,ESTABLISH,"The tabloids give you a name — a nickname that belongs to the brand now, not just to you",TENSION,20,NARRATIVE_SCENE,"Stickman at press conference podium, camera flashes as silhouettes in front, microphone cluster shape at podium center"
BEAT_03_08,PHASE_CONFLICT,REFLECT,"You notice: the debt is growing faster than the buildings. But the name keeps growing faster than the debt.",TENSION,18,EMOTIONAL_CLOSEUP,"Stickman alone at desk late at night — documents and financial pages spread, city lights through window behind, posture forward and tense"
BEAT_04_01,PHASE_CRISIS,CRISIS,"1990: markets collapse. Personal debt reaches $900 million. Bankers request a meeting no one wants to have.",DREAD,28,NARRATIVE_SCENE,"Stickman at boardroom table surrounded by AIDES_BUSINESS in panic postures — documents and phones spread, atmosphere of emergency"
BEAT_04_02,PHASE_CRISIS,CRISIS,"First wife and first marriage — both unwind in the same season as the finances. Two structures down at once.",DREAD,24,EMOTIONAL_CLOSEUP,"Stickman in empty luxury apartment interior — FIRST_WIFE figure walking away frame left, stickman still at center, standing"
BEAT_04_03,PHASE_CRISIS,CONFLICT,"Bankers propose liquidation. You propose an alternative: the name is worth more intact than erased.",DREAD,26,NARRATIVE_SCENE,"Stickman at one end of long boardroom table — multiple shorter banker stickmen on other side with document stacks, neither side moving"
BEAT_04_04,PHASE_CRISIS,REFLECT,"Your second wife: she appears during the wreckage. Her warmth is not a contradiction — it is a refusal to treat this as the end.",DREAD,22,NARRATIVE_SCENE,"Stickman in Florida estate setting — SECOND_WIFE figure beside, warmer posture than FIRST_WIFE, background is pool and palm trees"
BEAT_04_05,PHASE_CRISIS,CONFLICT,"Six corporate bankruptcies — filed, restructured, absorbed. The name survives each one, put on something new before the last one falls.",DREAD,26,NARRATIVE_SCENE,"Stickman walking away from crumbling building silhouette on left — placing name shape on new building facade on right"
BEAT_04_06,PHASE_CRISIS,RESOLVE,"You choose: stay visible. Stay loud. Do not disappear. The name is still there — as long as you keep using it.",DREAD,22,EMOTIONAL_CLOSEUP,"Stickman facing outward, posture straight after pressure — city behind, no agents yet, alone but standing"
BEAT_05_01,PHASE_RESOLUTION,TIME_MARKER,"2004. A television studio calls. They want you to be yourself — on camera, for millions of people.",BITTERSWEET,22,TIME_SKIP_SCENE,"Two-panel: stickman at boardroom — then same stickman in television studio spotlit boardroom set, cameras visible as shapes"
