Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"Morning routine - you make coffee, drive to work, kiss your kid goodbye. You are ordinary.",WONDER,25,NARRATIVE_SCENE,"Stickman in kitchen, pouring coffee, child at table. Warm suburban house interior."
BEAT_01_02,HOOK,ESTABLISH,"Doctor's office. The word: end-stage renal failure. The countdown starts.",TENSION,25,NARRATIVE_SCENE,"Stickman sitting across from FACELESS doctor in white coat. X-ray or chart on wall. Clinical fluorescent light."
BEAT_01_03,HOOK,REFLECT,"You didn't choose this. But your body chose for you.",TENSION,20,EMOTIONAL_CLOSEUP,"Stickman alone, hunched, hands on knees. Background fades to dark. Medical wristband visible."
BEAT_02_01,PHASE_EARLY,ESTABLISH,"You register for the transplant waiting list. Your number is 847. The woman behind the desk doesn't look up.",TENSION,25,NARRATIVE_SCENE,"Stickman at hospital desk. FACELESS clerk. Number ticket 847 visible. Long corridor behind with other waiting patients."
BEAT_02_02,PHASE_EARLY,CONSTRAINT,"Every Tuesday: dialysis. Four hours in a chair while a machine cleans your blood. The clock is the loudest thing in the room.",TENSION,30,NARRATIVE_SCENE,"Stickman in hospital chair, tubes connected, dialysis machine beside. Clock on wall. Other FACELESS patients in row."
BEAT_02_03,PHASE_EARLY,CONSTRAINT,"Your number moves from 847 to 843. Four spots in three months. That means four people ahead of you died.",DREAD,25,POV_SHOT,"POV of stickman hand holding updated number slip showing 843. Waiting room in background."
BEAT_02_04,PHASE_EARLY,REFLECT,"Your body changes. Swollen ankles. Constant fatigue. Your daughter asks why you sleep so much.",LONGING,25,NARRATIVE_SCENE,"Stickman on couch, feet swollen, child stickman tugging at sleeve. Living room with family photos on wall."
BEAT_02_05,PHASE_EARLY,CONFLICT,"Your family watches you shrink. They smile when you look. But you see their faces when they think you can't.",LONGING,25,EMOTIONAL_CLOSEUP,"Stickman in doorway, family group (wife + child) in background with worried postures. Split composition: light on family, shadow on subject."
BEAT_03_01,PHASE_CONFLICT,ESTABLISH,"Someone at the dialysis center mentions a name. A contact. Someone who can help - outside the system.",TENSION,25,NARRATIVE_SCENE,"Two stickmen in dialysis chairs. One leaning toward SUBJECT, whispering. Hospital setting, other patients visible."
BEAT_03_02,PHASE_CONFLICT,CONFLICT,"Hotel lobby. A man in a dark jacket sits across from you. He speaks softly. He says: you don't need to know the details. Just be ready.",TENSION,30,NARRATIVE_SCENE,"Stickman and FACELESS broker in hotel lobby. Two chairs, small table. Broker has disposable phone on table. Neutral, anonymous space."
BEAT_03_03,PHASE_CONFLICT,REFLECT,"You say no. You say you will wait. You say the system works.",TENSION,20,EMOTIONAL_CLOSEUP,"Stickman standing, shaking head. Broker's business card on table between them. Stickman turning away."
BEAT_03_04,PHASE_CONFLICT,CRISIS,"Three weeks later: emergency room. Your kidneys are failing. The doctor says six months - maybe less.",DREAD,25,NARRATIVE_SCENE,"Stickman in hospital bed, IV drip, monitor showing declining vitals. FACELESS doctor at bedside with clipboard."
BEAT_03_05,PHASE_CONFLICT,CONFLICT,"You lie in bed staring at the ceiling. Your daughter's birthday is in seven months.",DREAD,25,EMOTIONAL_CLOSEUP,"Stickman in hospital bed, eyes open, staring up. Child's drawing taped to bedside table. Dark room, single light source."
BEAT_03_06,PHASE_CONFLICT,CRISIS,"You call the number. The broker answers on the second ring. He says: I knew you would call back.",DREAD,25,NARRATIVE_SCENE,"Stickman sitting on bed edge, phone to ear, hunched forward. Dim room. Medical wristband visible on phone-holding hand."
BEAT_03_07,PHASE_CONFLICT,REFLECT,"He asks one question: can you travel? You say yes. He says: don't ask anything else. You don't.",DREAD,20,POV_SHOT,"POV stickman hand holding phone. Broker's voice implied. Airline ticket materializing on bedside table."
BEAT_04_01,PHASE_CRISIS,ESTABLISH,"A foreign city. A clinic with no sign on the door. The hallway smells of bleach. Staff move fast and don't make eye contact.",DREAD,30,NARRATIVE_SCENE,"Stickman with overnight bag entering unmarked clinic. White hallway, FACELESS staff in scrubs passing quickly. Fluorescent light, sterile but wrong."
BEAT_04_02,PHASE_CRISIS,CRISIS,"You lie on the operating table. You hear machines in the next room. You don't know what is happening there. You chose not to know.",DREAD,30,POV_SHOT,"POV from operating table looking up at ceiling. Surgical lights above. Sounds implied from adjacent room. Stickman hands visible at bottom of frame, medical wristband."
BEAT_04_03,PHASE_CRISIS,REFLECT,"You wake up. There is something inside you that was not there before. It belonged to someone. You will never know who.",DREAD,25,EMOTIONAL_CLOSEUP,"Stickman in recovery bed, hand on abdomen, bandage visible. Empty room, single window with light. Alone."
BEAT_04_04,PHASE_CRISIS,CONFLICT,"A nurse hands you a form. False medical declaration: voluntary donation from a family member. You sign it without reading.",CLARITY,25,NARRATIVE_SCENE,"Stickman in bed signing document. FACELESS nurse standing beside. Pen in hand, document on clipboard. Close framing."
BEAT_05_01,PHASE_RESOLUTION,ESTABLISH,"Home. Your family hugs you. Your daughter says you look better. You smile. Your eyes don't.",BITTERSWEET,25,NARRATIVE_SCENE,"Stickman in doorway of home, family group (wife + child) embracing. Warm light inside. Subject's face: surface smile, hollow eyes."
BEAT_05_02,PHASE_RESOLUTION,REFLECT,"Every morning: one pill. Immunosuppressant. Your body will reject the kidney without it. Every pill is a reminder of what you did.",BITTERSWEET,25,NARRATIVE_SCENE,"Stickman at bathroom mirror, pill bottle in hand, one pill between fingers. Reflection in mirror. Morning light."
BEAT_05_03,PHASE_RESOLUTION,CONFLICT,"A friend asks: so the transplant went through? A family donor? You answer the rehearsed story. It sounds almost real now.",BITTERSWEET,25,NARRATIVE_SCENE,"Two stickmen at dinner table. SUBJECT speaking with calm posture. FACELESS friend across table. Normal social setting, wine glasses."
BEAT_05_04,PHASE_RESOLUTION,CONFLICT,"A news article: organ trafficking ring dismantled. You turn the page. But your hands are shaking.",DREAD,25,NARRATIVE_SCENE,"Stickman holding newspaper/tablet, knuckles tight. Headline partially visible. Coffee cup untouched beside."
