VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,Word_Count_EN,Pause_After
1,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The call comes in.",4,0
2,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Dispatch gives the address.",4,0
3,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You know the neighborhood.",4,0.5
4,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The MDT screen glows blue against the dash.",8,0
5,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You haven't left the car yet.",6,0
6,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You already know who it is.",6,1.0
7,PV_0026,BEAT_01_02,HOOK,ESTABLISH,WEIGHT_LINE,"Not because you know them.",5,1.5
8,PV_0026,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Because you decided before you arrived.",6,0.5
9,PV_0026,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"The streetlight catches the hood of a car parked crooked at the curb.",13,0
10,PV_0026,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You don't look at it.",5,0.5
11,PV_0026,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"You look at the address again.",6,0
12,PV_0026,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"Zip code tells you everything the dispatcher didn't.",8,0.5
13,PV_0026,BEAT_01_03,HOOK,ESTABLISH,WEIGHT_LINE,"You don't protect people. You sort them.",7,2.0
14,PV_0026,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"This is not a story about a bad cop.",8,0
15,PV_0026,BEAT_01_03,HOOK,ESTABLISH,WEIGHT_LINE,"This is a story about what happens when control feels better than fear.",12,2.0
16,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"They teach you a sentence before they teach you to aim.",11,0.5
17,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Five words.",2,1.0
18,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"'I feared for my life.'",6,1.0
19,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You learn to say it the way you learn to field-strip a weapon.",13,0
20,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"With your eyes closed.",4,0
21,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Without thinking.",2,0.5
22,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The training room smells like floor wax and old coffee.",10,0
23,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The instructor writes it on the board.",7,0
24,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"He doesn't underline it.",4,0
25,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"He doesn't need to.",4,0.5
26,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Thirty recruits in the room and nobody asks when to use it.",11,0
27,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The instructor explains when not to.",5,0.5
28,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,WEIGHT_LINE,"The answer is never.",4,1.5
29,PV_0026,BEAT_02_02,PHASE_EARLY,TIME_MARKER,NARRATION,"First patrol.",2,0.5
30,PV_0026,BEAT_02_02,PHASE_EARLY,TIME_MARKER,NARRATION,"The holster pulls at your hip.",6,0
31,PV_0026,BEAT_02_02,PHASE_EARLY,TIME_MARKER,NARRATION,"The weight is real.",4,0.5
32,PV_0026,BEAT_02_02,PHASE_EARLY,TIME_MARKER,NARRATION,"You walk slower because of it.",6,0
