Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"The call comes in. You haven't arrived yet. You already know who it is.",WONDER,25,NARRATIVE_SCENE,"Cop in patrol car, MDT screen glowing, hand near holster, camera blinking red"
BEAT_01_02,HOOK,ESTABLISH,"Not because you know them.",WONDER,18,POV_SHOT,"POV from patrol car looking through windshield at dark neighborhood street"
BEAT_01_03,HOOK,ESTABLISH,"You don't protect people. You sort them.",WONDER,20,TEXT_OVERLAY,"Stickman cop silhouette against city lights, badge visible, weight line overlay"
BEAT_02_01,PHASE_EARLY,ESTABLISH,"Training room. Instructor before class. 'I feared for my life' - taught like a formula. Before teaching aim.",WONDER,35,NARRATIVE_SCENE,"Training room, instructor at whiteboard with five words written, rows of recruits sitting"
BEAT_02_02,PHASE_EARLY,TIME_MARKER,"First patrol. Weapon heavy on hip. Hope you never use it.",WONDER,30,NARRATIVE_SCENE,"Cop walking first beat, new uniform, shiny badge, hand away from holster, weapon looks heavy"
BEAT_02_03,PHASE_EARLY,CONSTRAINT,"Hand touches holster. Notice. Pull back.",TENSION,30,EMOTIONAL_CLOSEUP,"Close on hand touching holster then pulling away, cop looking down at own hand"
BEAT_03_01,PHASE_CONFLICT,CONFLICT,"First draw. Unarmed person. They freeze. Everything stops. Except you. You decide what happens next.",TENSION,25,NARRATIVE_SCENE,"Cop with weapon drawn, civilian frozen hands up, everything still, cop standing tall"
BEAT_03_02,PHASE_CONFLICT,CONFLICT,"You wait for the fear. It doesn't come.",TENSION,22,EMOTIONAL_CLOSEUP,"Close on cop's face, dot eyes neutral, hand steady on weapon, no shaking"
BEAT_03_03,PHASE_CONFLICT,CONFLICT,"'Show your hands. Get on the ground.' Slow. Deliberate. Pause between commands.",TENSION,22,NARRATIVE_SCENE,"Cop giving commands to civilian on sidewalk, civilian complying slowly, measured scene"
BEAT_03_04,PHASE_CONFLICT,REFLECT,"'You reach before you think.' First time. Notice. Pull hand back.",TENSION,20,EMOTIONAL_CLOSEUP,"Close on cop's hand already on holster, cop looking at own hand, pulling it back"
BEAT_03_05,PHASE_CONFLICT,CONFLICT,"Draw again. Faster. They haven't stopped yet. Already shouting. Everything stops. Except you.",TENSION,22,NARRATIVE_SCENE,"Cop drawing weapon fast, civilian mid-step, commands overlapping, intensity rising"
BEAT_03_06,PHASE_CONFLICT,CONFLICT,"Don't wait for them to stop. Don't wait for them to understand.",DREAD,20,POV_SHOT,"POV of cop approaching figure on sidewalk at night, hand on holster, streetlight glare"
