VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,Word_Count_EN,Pause_After
1,PV_0028,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"You arrive second.",3,1.0
2,PV_0028,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The gloves go on before you step out of the car.",10,0.5
3,PV_0028,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Every time.",2,1.0
4,PV_0028,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Thirty-seven scenes.",2,0.5
5,PV_0028,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Not one investigation.",3,0.5
6,PV_0028,BEAT_01_02,HOOK,ESTABLISH,WEIGHT_LINE,"Not one question.",3,1.5
7,PV_0028,BEAT_01_03,HOOK,ESTABLISH,WEIGHT_LINE,"By the time you leave, it never happened.",8,2.0
8,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"First week on patrol.",4,0.5
9,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Night shift. January. The streets smell like wet concrete.",9,0.5
10,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You pull up to a scene and there are already four cruisers there.",13,0.5
11,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Lights still going. Nobody's rushing.",5,0.5
12,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You watch a cop walk to the body.",8,0.5
13,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"He kicks the gun two feet closer to the right hand.",10,0.5
14,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Doesn't bend down. Doesn't look around.",6,0.5
15,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Just kicks it. Like clearing a rock off a sidewalk.",9,0.5
16,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Nobody reacts.",2,0.5
17,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You say nothing.",3,1.0
18,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,WEIGHT_LINE,"That is the first clean.",5,1.5
19,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Silence.",1,0.5
20,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You learn it before you learn anything else.",8,1.0
21,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Three days later a senior detective pulls you aside after shift.",10,0.5
22,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Parking lot. His jacket's wrinkled. Tie hanging loose.",8,0.5
23,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He smells like cigarettes and burned coffee.",7,0.5
24,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He doesn't teach you how to read a crime scene.",10,0.5
25,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He teaches you how to read a problem.",8,0.5
26,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Where the story falls apart.",5,0.5
27,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"What the camera caught that shouldn't be in the report.",10,0.5
28,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He says it like he's giving you directions to the gas station.",12,0.5
29,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Turn left here. Turn right there. Don't go straight.",9,1.0
30,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"You watch him work a scene for the first time two weeks in.",12,0.5
31,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"His hands move and your eyes follow.",7,0.5
32,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"He tilts the barrel three degrees. Maybe four.",8,0.5
33,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"Checks the sightline from where the dash cam was parked.",10,0.5
34,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"Writes two words in his notebook. Closes it.",7,0.5
35,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"The investigation closes in a week. Justified shooting.",8,0.5
36,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"You haven't touched anything.",4,0.5
37,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"You haven't moved a thing.",5,0.5
