Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0028_001,1,1,HOOK,TEXT_OVERLAY,"Dark charcoal background. Large centered bold white sans-serif text: 'You arrive second.' Minimal composition, premium typography, no decoration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0028_002,2,3,HOOK,POV_SHOT,"First-person POV illustration. Two simple flat black stickman hands at bottom frame corners - large adult hands, dark jacket sleeve visible, latex gloves being pulled on. Rich detailed background: crime scene at night through patrol car windshield, red and blue lights reflecting off wet asphalt, yellow police tape, parked cruisers. Photorealistic background depth, stickman hands remain flat illustration. Flat illustration, immersive perspective. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0028_003,4,6,HOOK,TEXT_OVERLAY,"Dark charcoal background. Large centered bold white sans-serif text: 'Thirty-seven scenes.' Smaller text below: 'Not one investigation. Not one question.' Minimal composition, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0028_004,7,7,HOOK,TEXT_OVERLAY,"Black background. Large centered bold white sans-serif text: 'By the time you leave, it never happened.' Premium typography, single line. Tiny stickman silhouette bottom-right walking away. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0028_005,8,9,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium height. Short dark hair, fresh cut. New police uniform, shiny badge. Round white circle head. Small dot eyes. Tense alert expression. Clean uniform, empty hands. Rookie cop arriving at night crime scene, four patrol cruisers with spinning red-blue lights, wet concrete sidewalk, yellow police tape. Cool blue night atmosphere. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0028_006,10,11,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium height. Short dark hair, fresh cut. New police uniform, shiny badge. Round white circle head. Small dot eyes. Tense alert expression. Rookie stickman standing behind yellow tape, observing. Four cruisers parked, lights spinning slowly. Nobody rushing. Dark urban street at night, chemical-industrial smell atmosphere. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0028_007,12,12,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Wider-build stickman in wrinkled plainclothes (faceless, blank white circle head) casually kicking a small object on ground near body outline. No bend, no look around. Casual posture. Night crime scene, wet asphalt reflecting police lights. Rookie stickman watching from tape line in background. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0028_008,13,14,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Wider stickman (faceless, blank white circle head) standing upright after kicking object. Not bending down, not looking around. Multiple faceless stickmen at scene perimeter, none reacting. Night scene, wet asphalt, police lights. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0028_009,15,16,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Wide shot: night crime scene with multiple faceless stickmen standing around. One faceless stickman with clipboard writing. Small object on ground near chalk outline hand. Casual atmosphere, no urgency. Industrial night street. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0028_010,17,18,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Faceless EMT stickman (blank white circle head) writing on clipboard, not looking up. Medium height rookie stickman. Short dark hair, fresh cut. New police uniform, shiny badge. Round white circle head. Small dot eyes. Tense expression. Standing silent among other faceless officers. Night crime scene. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
