VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0028,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"You arrive second.","Ban den sau.",3,1.0
2,PV_0028,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The gloves go on before you step out of the car.","Gang tay keo len truoc khi ban buoc ra khoi xe.",11,0.5
3,PV_0028,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You don't wait for the briefing anymore.","Ban khong doi bao cao nua.",7,1.0
4,PV_0028,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Thirty-seven scenes.","Ba muoi bay hien truong.",2,0.5
5,PV_0028,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Not one investigation.","Khong mot cuoc dieu tra.",3,0.5
6,PV_0028,BEAT_01_02,HOOK,ESTABLISH,WEIGHT_LINE,"Not one question.","Khong mot cau hoi.",3,1.5
7,PV_0028,BEAT_01_03,HOOK,ESTABLISH,WEIGHT_LINE,"By the time you leave, it never happened.","Khi ban roi di, chuyen do chua tung xay ra.",8,2.0
8,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"First week on patrol.","Tuan dau di tuan.",4,0.5
9,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Night shift. January. The streets smell like wet concrete and something chemical you can't place.","Ca dem. Thang Gieng. Duong pho ngai mui be tong uot va mot thu hoa chat gi do ban khong goi ten duoc.",15,0.5
10,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You pull up to a scene and there are already four cruisers there.","Ban den noi thi da co bon xe tuan san do roi.",13,0.5
11,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Lights still going. Nobody's rushing.","Den van quay. Khong ai voi.",5,0.5
12,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You stand by the tape and watch a cop walk over to the body.","Ban dung ben day phong toa va nhin mot canh sat buoc den gan thi the.",14,0.5
13,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"He kicks the gun two feet closer to the right hand.","Anh ta da khau sung lai gan tay phai them hai buoc chan.",11,0.5
14,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Doesn't bend down. Doesn't look around.","Khong cui xuong. Khong nhin quanh.",6,0.5
15,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Just kicks it. Like clearing a rock off a sidewalk.","Chi da nhe. Nhu gat vien soi tren via he.",10,0.5
16,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"If anyone asks later, the gun was always there.","Neu ai hoi sau nay, khau sung luon nam o do.",9,1.0
17,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Nobody reacts. Not one head turns.","Khong ai phan ung. Khong mot cai ngoai dau.",6,0.5
18,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The EMT writes something on a clipboard. Doesn't look up.","Nhan vien y te ghi gi do len bang kep. Khong ngau len.",10,0.5
19,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You say nothing.","Ban khong noi gi.",3,1.0
20,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,WEIGHT_LINE,"That is the first clean.","Do la lan don dau tien.",5,1.5
21,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Silence.","Im lang.",1,0.5
22,PV_0028,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You learn it before you learn anything else.","Ban hoc dieu do truoc khi hoc bat cu thu gi khac.",8,1.0
23,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Three days later a senior detective pulls you aside after shift.","Ba ngay sau, mot tham tu ky cuu keo ban ra ngoai sau ca.",11,0.5
24,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Parking lot. His jacket's wrinkled. Tie hanging loose.","Bai do xe. Ao vest nhan nheo. Ca vat long leo.",8,0.5
25,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He smells like cigarettes and burned coffee.","Nguoi ong ta ngai mui thuoc la va ca phe chay.",7,0.5
26,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He doesn't teach you how to read a crime scene.","Ong ta khong day ban cach doc hien truong vu an.",10,0.5
27,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He teaches you how to read a problem.","Ong ta day ban cach doc mot van de.",8,0.5
28,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Where the story falls apart.","Cho nao cau chuyen bi lo.",5,0.5
29,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"What the camera caught that shouldn't be in the report.","Thu camera ghi duoc ma khong nen co trong bao cao.",10,0.5
30,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"What the report needs to say instead.","Thu bao cao can phai noi thay.",7,0.5
31,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"He says it like he's giving you directions to the gas station.","Ong ta noi nhu dang chi duong den tram xang.",12,0.5
32,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"Turn left here. Turn right there. Don't go straight.","Re trai day. Re phai do. Dung di thang.",9,0.5
33,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You nod. You don't write anything down.","Ban gat dau. Khong ghi chep gi.",7,0.5
34,PV_0028,BEAT_02_02,PHASE_EARLY,CONSTRAINT,NARRATION,"You learn the difference between what happened and what the file says.","Ban hoc su khac biet giua chuyen da xay ra va chuyen trong ho so.",12,1.0
35,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"Two weeks in.","Hai tuan sau.",3,0.5
36,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"You watch him work a scene for the first time.","Ban nhin ong ta lam viec o hien truong lan dau.",10,0.5
37,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"His hands move and your eyes follow.","Tay ong ta di chuyen va mat ban di theo.",7,0.5
38,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"He tilts the barrel three degrees. Maybe four.","Ong ta nghieng nong sung ba do. Co le bon.",8,0.5
39,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"Checks the sightline from where the dash cam was parked.","Kiem tra goc nhin tu cho camera hanh trinh dat.",10,0.5
40,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"Steps to the left. Steps back. Like he's framing a photograph.","Buoc sang trai. Buoc lai. Nhu dang can khung cho mot buc anh.",11,0.5
41,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"He picks up a shell casing between two fingers. Looks at it. Puts it in his pocket.","Ong ta nhat mot vo dan bang hai ngon tay. Nhin no. Bo vao tui.",17,0.5
42,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"Writes two words in his notebook. Closes it.","Viet hai chu vao so tay. Gap lai.",8,0.5
43,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"The investigation closes in a week. Justified shooting.","Cuoc dieu tra khep lai trong mot tuan. No sung hop phap.",8,0.5
44,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"Nobody reviews the photos. Nobody compares angles.","Khong ai xem lai anh. Khong ai so goc.",7,0.5
45,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"The family gets a letter. Three paragraphs. Standard language.","Gia dinh nhan duoc thu. Ba doan. Ngon ngu mau.",9,0.5
46,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,NARRATION,"You haven't touched anything. You haven't moved a thing.","Ban chua cham vao gi. Chua dich chuyen bat cu thu gi.",9,0.5
47,PV_0028,BEAT_02_03,PHASE_EARLY,REFLECT,REFLECTION,"But you know how it works now.","Nhung ban da biet cach no van hanh roi.",7,1.5
48,PV_0028,BEAT_02_04,PHASE_EARLY,REFLECT,NARRATION,"You drive home that night.","Toi do ban lai xe ve nha.",5,0.5
