Strip_ID,Start_VO_ID,End_VO_ID,VO_Count,Life_Phase,Scene_Type,Duration_Sec,Strip_Summary
PV_0028_001,1,1,1,HOOK,TEXT_OVERLAY,2.4,"Bold white text on dark background: 'You arrive second.'"
PV_0028_002,2,3,2,HOOK,POV_SHOT,9.8,"POV from patrol car: gloved hands on wheel, crime scene lights ahead."
PV_0028_003,4,6,3,HOOK,TEXT_OVERLAY,6.2,"Text sequence: 'Thirty-seven scenes. Not one investigation. Not one question.'"
PV_0028_004,7,7,1,HOOK,TEXT_OVERLAY,5.7,"Bold text on black: 'By the time you leave, it never happened.'"
PV_0028_005,8,9,2,PHASE_EARLY,NARRATIVE_SCENE,9.8,"Rookie cop arriving at night scene, four cruisers, spinning lights, wet streets."
PV_0028_006,10,11,2,PHASE_EARLY,NARRATIVE_SCENE,9.3,"Cop standing by tape, watching. Lights going, nobody rushing."
PV_0028_007,12,12,1,PHASE_EARLY,NARRATIVE_SCENE,7,"Senior cop kicks gun closer to body. Doesn't bend down. Nobody reacts."
PV_0028_008,13,14,2,PHASE_EARLY,NARRATIVE_SCENE,8.8,"Senior cop kicks gun closer to body. Doesn't bend down. Nobody reacts. (cont.)"
PV_0028_009,15,16,2,PHASE_EARLY,NARRATIVE_SCENE,10.3,"Like clearing a rock off sidewalk. Gun was always there."
PV_0028_010,17,18,2,PHASE_EARLY,NARRATIVE_SCENE,8.4,"EMT writing on clipboard. Nobody looks up. System compliance."
PV_0028_011,19,20,2,PHASE_EARLY,NARRATIVE_SCENE,6.2,"Rookie says nothing. First clean witnessed."
PV_0028_012,21,22,2,PHASE_EARLY,TEXT_OVERLAY,5.7,"Text: 'Silence. You learn it before you learn anything else.'"
PV_0028_013,23,23,1,PHASE_EARLY,NARRATIVE_SCENE,5.6,"Senior detective in wrinkled jacket, parking lot, cigarette smoke, teaching."
PV_0028_014,24,25,2,PHASE_EARLY,NARRATIVE_SCENE,7.9,"Senior detective in wrinkled jacket, parking lot, cigarette smoke, teaching. (cont.)"
PV_0028_015,26,27,2,PHASE_EARLY,NARRATIVE_SCENE,9.3,"Not how to read a crime scene. How to read a problem."
PV_0028_016,28,30,3,PHASE_EARLY,NARRATIVE_SCENE,11.7,"Where story falls apart. What camera caught. What report needs to say."
PV_0028_017,31,32,2,PHASE_EARLY,NARRATIVE_SCENE,10.7,"Senior giving directions like gas station route. Turn left, turn right."
PV_0028_018,33,34,2,PHASE_EARLY,NARRATIVE_SCENE,10.3,"Rookie nods, doesn't write anything. Learning the difference."
PV_0028_019,35,37,3,PHASE_EARLY,NARRATIVE_SCENE,10.7,"Watching first clean by someone else. Hands move. Eyes follow."
PV_0028_020,38,39,2,PHASE_EARLY,NARRATIVE_SCENE,9.3,"Senior tilts barrel three degrees. Checks dash cam sightline. Steps like framing photo."
PV_0028_021,40,40,1,PHASE_EARLY,NARRATIVE_SCENE,5.6,"Senior tilts barrel three degrees. Checks dash cam sightline. Steps like framing photo. (cont.)"
PV_0028_022,41,41,1,PHASE_EARLY,NARRATIVE_SCENE,8.3,"Senior picks up shell casing between fingers. Pockets it. Writes two words."
PV_0028_023,42,42,1,PHASE_EARLY,NARRATIVE_SCENE,4.2,"Senior picks up shell casing between fingers. Pockets it. Writes two words. (cont.)"
PV_0028_024,43,44,2,PHASE_EARLY,NARRATIVE_SCENE,7.9,"Investigation closes in week. Nobody reviews photos. Family gets letter."
PV_0028_025,45,45,1,PHASE_EARLY,NARRATIVE_SCENE,4.7,"Investigation closes in week. Nobody reviews photos. Family gets letter. (cont.)"
PV_0028_026,46,47,2,PHASE_EARLY,EMOTIONAL_CLOSEUP,9.4,"Rookie hasn't touched anything. But knows how it works now."
PV_0028_027,48,49,2,PHASE_EARLY,NARRATIVE_SCENE,8.4,"Cop sitting in car at night. Radio off. Streetlight buzzing."
PV_0028_028,50,51,2,PHASE_EARLY,NARRATIVE_SCENE,11.2,"Thinking about the hands. Where they were. Where they are now."
PV_0028_029,52,53,2,PHASE_EARLY,EMOTIONAL_CLOSEUP,7.1,"Point of no return. Doesn't touch anything. Doesn't report either."
PV_0028_030,54,55,2,PHASE_CONFLICT,NARRATIVE_SCENE,7.5,"First clean. Simple scene. One body. Hands up, palms open."
PV_0028_031,56,56,1,PHASE_CONFLICT,NARRATIVE_SCENE,6.5,"First clean. Simple scene. One body. Hands up, palms open. (cont.)"
PV_0028_032,57,58,2,PHASE_CONFLICT,NARRATIVE_SCENE,7.5,"Kneeling on cold asphalt. Latex squeaking. Pulling gloves tight."
